Season,Team0,Team1,Seed,Outcome
2023,1101,1384,,
2023,1101,1385,,
2023,1101,1386,,
2023,1101,1387,,
2023,1101,1388,,
2023,1101,1389,,
2023,1101,1390,,
2023,1101,1391,,
2023,1101,1392,,
2023,1101,1393,,
2023,1101,1394,,
2023,1101,1395,,
2023,1101,1396,,
2023,1101,1397,,
2023,1101,1398,,
2023,1101,1399,,
2023,1101,1400,,
2023,1101,1401,,
2023,1101,1402,,
2023,1101,1403,,
2023,1101,1404,,
2023,1101,1405,,
2023,1101,1406,,
2023,1101,1407,,
2023,1101,1408,,
2023,1101,1409,,
2023,1101,1410,,
2023,1101,1411,,
2023,1101,1412,,
2023,1101,1413,,
2023,1101,1414,,
2023,1101,1415,,
2023,1101,1416,,
2023,1101,1417,,
2023,1101,1418,,
2023,1101,1419,,
2023,1101,1420,,
2023,1101,1421,,
2023,1101,1422,,
2023,1101,1423,,
2023,1101,1424,,
2023,1101,1425,,
2023,1101,1426,,
2023,1101,1427,,
2023,1101,1428,,
2023,1101,1429,,
2023,1101,1430,,
2023,1101,1431,,
2023,1101,1433,,
2023,1101,1434,,
2023,1101,1435,,
2023,1101,1436,,
2023,1101,1437,,
2023,1101,1438,,
2023,1101,1439,,
2023,1101,1440,,
2023,1101,1441,,
2023,1101,1442,,
2023,1101,1443,,
2023,1101,1444,,
2023,1101,1447,,
2023,1101,1448,,
2023,1101,1449,,
2023,1101,1450,,
2023,1101,1451,,
2023,1101,1452,,
2023,1101,1453,,
2023,1101,1454,,
2023,1101,1455,,
2023,1101,1456,,
2023,1101,1457,,
2023,1101,1458,,
2023,1101,1459,,
2023,1101,1460,,
2023,1101,1461,,
2023,1101,1462,,
2023,1101,1463,,
2023,1101,1464,,
2023,1101,1465,,
2023,1101,1466,,
2023,1101,1467,,
2023,1101,1468,,
2023,1101,1469,,
2023,1101,1470,,
2023,1101,1471,,
2023,1101,1472,,
2023,1101,1473,,
2023,1101,1474,,
2023,1101,1475,,
2023,1101,1476,,
2023,1101,1477,,
2023,1102,1103,,
2023,1102,1104,,
2023,1102,1105,,
2023,1102,1106,,
2023,1102,1107,,
2023,1102,1108,,
2023,1102,1110,,
2023,1102,1111,,
2023,1102,1112,,
2023,1102,1113,,
2023,1102,1114,,
2023,1102,1115,,
2023,1102,1116,,
2023,1102,1117,,
2023,1102,1119,,
2023,1102,1120,,
2023,1102,1122,,
2023,1102,1123,,
2023,1102,1124,,
2023,1102,1125,,
2023,1102,1126,,
2023,1102,1127,,
2023,1102,1129,,
2023,1102,1130,,
2023,1102,1131,,
2023,1102,1132,,
2023,1102,1133,,
2023,1102,1135,,
2023,1102,1136,,
2023,1102,1137,,
2023,1102,1138,,
2023,1102,1139,,
2023,1102,1140,,
2023,1102,1141,,
2023,1102,1142,,
2023,1102,1143,,
2023,1102,1144,,
2023,1102,1145,,
2023,1102,1146,,
2023,1102,1148,,
2023,1102,1149,,
2023,1102,1150,,
2023,1102,1151,,
2023,1102,1152,,
2023,1102,1153,,
2023,1102,1154,,
2023,1102,1155,,
2023,1102,1156,,
2023,1102,1157,,
2023,1102,1158,,
2023,1102,1159,,
2023,1102,1160,,
2023,1102,1161,,
2023,1102,1162,,
2023,1102,1163,,
2023,1102,1164,,
2023,1102,1165,,
2023,1102,1166,,
2023,1102,1167,,
2023,1102,1168,,
2023,1102,1169,,
2023,1102,1170,,
2023,1102,1171,,
2023,1102,1172,,
2023,1102,1173,,
2023,1102,1174,,
2023,1102,1175,,
2023,1102,1176,,
2023,1102,1177,,
2023,1102,1178,,
2023,1102,1179,,
2023,1102,1180,,
2023,1102,1181,,
2023,1102,1182,,
2023,1102,1183,,
2023,1102,1184,,
2023,1102,1185,,
2023,1102,1186,,
2023,1102,1187,,
2023,1102,1188,,
2023,1102,1189,,
2023,1102,1190,,
2023,1102,1191,,
2023,1102,1192,,
2023,1102,1193,,
2023,1102,1194,,
2023,1102,1195,,
2023,1102,1196,,
2023,1102,1197,,
2023,1102,1198,,
2023,1102,1199,,
2023,1102,1200,,
2023,1102,1201,,
2023,1102,1202,,
2023,1102,1203,,
2023,1102,1204,,
2023,1102,1205,,
2023,1102,1206,,
2023,1102,1207,,
2023,1102,1208,,
2023,1102,1209,,
2023,1102,1210,,
2023,1102,1211,,
2023,1102,1212,,
2023,1102,1213,,
2023,1102,1214,,
2023,1102,1216,,
2023,1102,1217,,
2023,1102,1218,,
2023,1102,1219,,
2023,1102,1220,,
2023,1102,1221,,
2023,1102,1222,,
2023,1102,1223,,
2023,1102,1224,,
2023,1102,1225,,
2023,1102,1226,,
2023,1102,1227,,
2023,1102,1228,,
2023,1102,1229,,
2023,1102,1230,,
2023,1102,1231,,
2023,1102,1232,,
2023,1102,1233,,
2023,1102,1234,,
2023,1102,1235,,
2023,1102,1236,,
2023,1102,1237,,
2023,1102,1238,,
2023,1102,1239,,
2023,1102,1240,,
2023,1102,1241,,
2023,1102,1242,,
2023,1102,1243,,
2023,1102,1244,,
2023,1102,1245,,
2023,1102,1246,,
2023,1102,1247,,
2023,1102,1248,,
2023,1102,1249,,
2023,1102,1250,,
2023,1102,1251,,
2023,1102,1252,,
2023,1102,1253,,
2023,1102,1254,,
2023,1102,1255,,
2023,1102,1256,,
2023,1102,1257,,
2023,1102,1258,,
2023,1102,1259,,
2023,1102,1260,,
2023,1102,1261,,
2023,1102,1262,,
2023,1102,1263,,
2023,1102,1264,,
2023,1102,1265,,
2023,1102,1266,,
2023,1102,1267,,
2023,1102,1268,,
2023,1102,1269,,
2023,1102,1270,,
2023,1102,1271,,
2023,1102,1272,,
2023,1102,1273,,
2023,1102,1274,,
2023,1102,1275,,
2023,1102,1276,,
2023,1102,1277,,
2023,1102,1278,,
2023,1102,1279,,
2023,1102,1280,,
2023,1102,1281,,
2023,1102,1282,,
2023,1102,1283,,
2023,1102,1284,,
2023,1102,1285,,
2023,1102,1286,,
2023,1102,1287,,
2023,1102,1288,,
2023,1102,1290,,
2023,1102,1291,,
2023,1102,1292,,
2023,1102,1293,,
2023,1102,1294,,
2023,1102,1295,,
2023,1102,1296,,
2023,1102,1297,,
2023,1102,1298,,
2023,1102,1299,,
2023,1102,1300,,
2023,1102,1301,,
2023,1102,1303,,
2023,1102,1304,,
2023,1102,1305,,
2023,1102,1306,,
2023,1102,1307,,
2023,1102,1308,,
2023,1102,1309,,
2023,1102,1310,,
2023,1102,1311,,
2023,1102,1312,,
2023,1102,1313,,
2023,1102,1314,,
2023,1102,1315,,
2023,1102,1316,,
2023,1102,1317,,
2023,1102,1318,,
2023,1102,1319,,
2023,1102,1320,,
2023,1102,1321,,
2023,1102,1322,,
2023,1102,1323,,
2023,1102,1324,,
2023,1102,1325,,
2023,1102,1326,,
2023,1102,1328,,
2023,1102,1329,,
2023,1102,1330,,
2023,1102,1331,,
2023,1102,1332,,
2023,1102,1333,,
2023,1102,1334,,
2023,1102,1335,,
2023,1102,1336,,
2023,1102,1337,,
2023,1102,1338,,
2023,1102,1339,,
2023,1102,1340,,
2023,1102,1341,,
2023,1102,1342,,
2023,1102,1343,,
2023,1102,1344,,
2023,1102,1345,,
2023,1102,1346,,
2023,1102,1347,,
2023,1102,1348,,
2023,1102,1349,,
2023,1102,1350,,
2023,1102,1351,,
2023,1102,1352,,
2023,1102,1353,,
2023,1102,1354,,
2023,1102,1355,,
2023,1102,1356,,
2023,1102,1357,,
2023,1102,1358,,
2023,1102,1359,,
2023,1102,1360,,
2023,1102,1361,,
2023,1102,1362,,
2023,1102,1363,,
2023,1102,1364,,
2023,1102,1365,,
2023,1102,1367,,
2023,1102,1368,,
2023,1102,1369,,
2023,1102,1370,,
2023,1102,1371,,
2023,1102,1372,,
2023,1102,1373,,
2023,1102,1374,,
2023,1102,1375,,
2023,1102,1376,,
2023,1102,1377,,
2023,1102,1378,,
2023,1102,1379,,
2023,1102,1380,,
2023,1102,1381,,
2023,1102,1382,,
2023,1102,1383,,
2023,1102,1384,,
2023,1102,1385,,
2023,1102,1386,,
2023,1102,1387,,
2023,1102,1388,,
2023,1102,1389,,
2023,1102,1390,,
2023,1102,1391,,
2023,1102,1392,,
2023,1102,1393,,
2023,1102,1394,,
2023,1102,1395,,
2023,1102,1396,,
2023,1102,1397,,
2023,1102,1398,,
2023,1102,1399,,
2023,1102,1400,,
2023,1102,1401,,
2023,1102,1402,,
2023,1102,1403,,
2023,1102,1404,,
2023,1102,1405,,
2023,1102,1406,,
2023,1102,1407,,
2023,1102,1408,,
2023,1102,1409,,
2023,1102,1410,,
2023,1102,1411,,
2023,1102,1412,,
2023,1102,1413,,
2023,1102,1414,,
2023,1102,1415,,
2023,1102,1416,,
2023,1102,1417,,
2023,1102,1418,,
2023,1102,1419,,
2023,1102,1420,,
2023,1102,1421,,
2023,1102,1422,,
2023,1102,1423,,
2023,1102,1424,,
2023,1102,1425,,
2023,1102,1426,,
2023,1102,1427,,
2023,1102,1428,,
2023,1102,1429,,
2023,1102,1430,,
2023,1102,1431,,
2023,1102,1433,,
2023,1102,1434,,
2023,1102,1435,,
2023,1102,1436,,
2023,1102,1437,,
2023,1102,1438,,
2023,1102,1439,,
2023,1102,1440,,
2023,1102,1441,,
2023,1102,1442,,
2023,1102,1443,,
2023,1102,1444,,
2023,1102,1447,,
2023,1102,1448,,
2023,1102,1449,,
2023,1102,1450,,
2023,1102,1451,,
2023,1102,1452,,
2023,1102,1453,,
2023,1102,1454,,
2023,1102,1455,,
2023,1102,1456,,
2023,1102,1457,,
2023,1102,1458,,
2023,1102,1459,,
2023,1102,1460,,
2023,1102,1461,,
2023,1102,1462,,
2023,1102,1463,,
2023,1102,1464,,
2023,1102,1465,,
2023,1102,1466,,
2023,1102,1467,,
2023,1102,1468,,
2023,1102,1469,,
2023,1102,1470,,
2023,1102,1471,,
2023,1102,1472,,
2023,1102,1473,,
2023,1102,1474,,
2023,1102,1475,,
2023,1102,1476,,
2023,1102,1477,,
2023,1103,1104,,
2023,1103,1105,,
2023,1103,1106,,
2023,1103,1107,,
2023,1103,1108,,
2023,1103,1110,,
2023,1103,1111,,
2023,1103,1112,,
2023,1103,1113,,
2023,1103,1114,,
2023,1103,1115,,
2023,1103,1116,,
2023,1103,1117,,
2023,1103,1119,,
2023,1103,1120,,
2023,1103,1122,,
2023,1103,1123,,
2023,1103,1124,,
2023,1103,1125,,
2023,1103,1126,,
2023,1103,1127,,
2023,1103,1129,,
2023,1103,1130,,
2023,1103,1131,,
2023,1103,1132,,
2023,1103,1133,,
2023,1103,1135,,
2023,1103,1136,,
2023,1103,1137,,
2023,1103,1138,,
2023,1103,1139,,
2023,1103,1140,,
2023,1103,1141,,
2023,1103,1142,,
2023,1103,1143,,
2023,1103,1144,,
2023,1103,1145,,
2023,1103,1146,,
2023,1103,1148,,
2023,1103,1149,,
2023,1103,1150,,
2023,1103,1151,,
2023,1103,1152,,
2023,1103,1153,,
2023,1103,1154,,
2023,1103,1155,,
2023,1103,1156,,
2023,1103,1157,,
2023,1103,1158,,
2023,1103,1159,,
2023,1103,1160,,
2023,1103,1161,,
2023,1103,1162,,
2023,1103,1163,,
2023,1103,1164,,
2023,1103,1165,,
2023,1103,1166,,
2023,1103,1167,,
2023,1103,1168,,
2023,1103,1169,,
2023,1103,1170,,
2023,1103,1171,,
2023,1103,1172,,
2023,1103,1173,,
2023,1103,1174,,
2023,1103,1175,,
2023,1103,1176,,
2023,1103,1177,,
2023,1103,1178,,
2023,1103,1179,,
2023,1103,1180,,
2023,1103,1181,,
2023,1103,1182,,
2023,1103,1183,,
2023,1103,1184,,
2023,1103,1185,,
2023,1103,1186,,
2023,1103,1187,,
2023,1103,1188,,
2023,1103,1189,,
2023,1103,1190,,
2023,1103,1191,,
2023,1103,1192,,
2023,1103,1193,,
2023,1103,1194,,
2023,1103,1195,,
2023,1103,1196,,
2023,1103,1197,,
2023,1103,1198,,
2023,1103,1199,,
2023,1103,1200,,
2023,1103,1201,,
2023,1103,1202,,
2023,1103,1203,,
2023,1103,1204,,
2023,1103,1205,,
2023,1103,1206,,
2023,1103,1207,,
2023,1103,1208,,
2023,1103,1209,,
2023,1103,1210,,
2023,1103,1211,,
2023,1103,1212,,
2023,1103,1213,,
2023,1103,1214,,
2023,1103,1216,,
2023,1103,1217,,
2023,1103,1218,,
2023,1103,1219,,
2023,1103,1220,,
2023,1103,1221,,
2023,1103,1222,,
2023,1103,1223,,
2023,1103,1224,,
2023,1103,1225,,
2023,1103,1226,,
2023,1103,1227,,
2023,1103,1228,,
2023,1103,1229,,
2023,1103,1230,,
2023,1103,1231,,
2023,1103,1232,,
2023,1103,1233,,
2023,1103,1234,,
2023,1103,1235,,
2023,1103,1236,,
2023,1103,1237,,
2023,1103,1238,,
2023,1103,1239,,
2023,1103,1240,,
2023,1103,1241,,
2023,1103,1242,,
2023,1103,1243,,
2023,1103,1244,,
2023,1103,1245,,
2023,1103,1246,,
2023,1103,1247,,
2023,1103,1248,,
2023,1103,1249,,
2023,1103,1250,,
2023,1103,1251,,
2023,1103,1252,,
2023,1103,1253,,
2023,1103,1254,,
2023,1103,1255,,
2023,1103,1256,,
2023,1103,1257,,
2023,1103,1258,,
2023,1103,1259,,
2023,1103,1260,,
2023,1103,1261,,
2023,1103,1262,,
2023,1103,1263,,
2023,1103,1264,,
2023,1103,1265,,
2023,1103,1266,,
2023,1103,1267,,
2023,1103,1268,,
2023,1103,1269,,
2023,1103,1270,,
2023,1103,1271,,
2023,1103,1272,,
2023,1103,1273,,
2023,1103,1274,,
2023,1103,1275,,
2023,1103,1276,,
2023,1103,1277,,
2023,1103,1278,,
2023,1103,1279,,
2023,1103,1280,,
2023,1103,1281,,
2023,1103,1282,,
2023,1103,1283,,
2023,1103,1284,,
2023,1103,1285,,
2023,1103,1286,,
2023,1103,1287,,
2023,1103,1288,,
2023,1103,1290,,
2023,1103,1291,,
2023,1103,1292,,
2023,1103,1293,,
2023,1103,1294,,
2023,1103,1295,,
2023,1103,1296,,
2023,1103,1297,,
2023,1103,1298,,
2023,1103,1299,,
2023,1103,1300,,
2023,1103,1301,,
2023,1103,1303,,
2023,1103,1304,,
2023,1103,1305,,
2023,1103,1306,,
2023,1103,1307,,
2023,1103,1308,,
2023,1103,1309,,
2023,1103,1310,,
2023,1103,1311,,
2023,1103,1312,,
2023,1103,1313,,
2023,1103,1314,,
2023,1103,1315,,
2023,1103,1316,,
2023,1103,1317,,
2023,1103,1318,,
2023,1103,1319,,
2023,1103,1320,,
2023,1103,1321,,
2023,1103,1322,,
2023,1103,1323,,
2023,1103,1324,,
2023,1103,1325,,
2023,1103,1326,,
2023,1103,1328,,
2023,1103,1329,,
2023,1103,1330,,
2023,1103,1331,,
2023,1103,1332,,
2023,1103,1333,,
2023,1103,1334,,
2023,1103,1335,,
2023,1103,1336,,
2023,1103,1337,,
2023,1103,1338,,
2023,1103,1339,,
2023,1103,1340,,
2023,1103,1341,,
2023,1103,1342,,
2023,1103,1343,,
2023,1103,1344,,
2023,1103,1345,,
2023,1103,1346,,
2023,1103,1347,,
2023,1103,1348,,
2023,1103,1349,,
2023,1103,1350,,
2023,1103,1351,,
2023,1103,1352,,
2023,1103,1353,,
2023,1103,1354,,
2023,1103,1355,,
2023,1103,1356,,
2023,1103,1357,,
2023,1103,1358,,
2023,1103,1359,,
2023,1103,1360,,
2023,1103,1361,,
2023,1103,1362,,
2023,1103,1363,,
2023,1103,1364,,
2023,1103,1365,,
2023,1103,1367,,
2023,1103,1368,,
2023,1103,1369,,
2023,1103,1370,,
2023,1103,1371,,
2023,1103,1372,,
2023,1103,1373,,
2023,1103,1374,,
2023,1103,1375,,
2023,1103,1376,,
2023,1103,1377,,
2023,1103,1378,,
2023,1103,1379,,
2023,1103,1380,,
2023,1103,1381,,
2023,1103,1382,,
2023,1103,1383,,
2023,1103,1384,,
2023,1103,1385,,
2023,1103,1386,,
2023,1103,1387,,
2023,1103,1388,,
2023,1103,1389,,
2023,1103,1390,,
2023,1103,1391,,
2023,1103,1392,,
2023,1103,1393,,
2023,1103,1394,,
2023,1103,1395,,
2023,1103,1396,,
2023,1103,1397,,
2023,1103,1398,,
2023,1103,1399,,
2023,1103,1400,,
2023,1103,1401,,
2023,1103,1402,,
2023,1103,1403,,
2023,1103,1404,,
2023,1103,1405,,
2023,1103,1406,,
2023,1103,1407,,
2023,1103,1408,,
2023,1103,1409,,
2023,1103,1410,,
2023,1103,1411,,
2023,1103,1412,,
2023,1103,1413,,
2023,1103,1414,,
2023,1103,1415,,
2023,1103,1416,,
2023,1103,1417,,
2023,1103,1418,,
2023,1103,1419,,
2023,1103,1420,,
2023,1103,1421,,
2023,1103,1422,,
2023,1103,1423,,
2023,1103,1424,,
2023,1103,1425,,
2023,1103,1426,,
2023,1103,1427,,
2023,1103,1428,,
2023,1103,1429,,
2023,1103,1430,,
2023,1103,1431,,
2023,1103,1433,,
2023,1103,1434,,
2023,1103,1435,,
2023,1103,1436,,
2023,1103,1437,,
2023,1103,1438,,
2023,1103,1439,,
2023,1103,1440,,
2023,1103,1441,,
2023,1103,1442,,
2023,1103,1443,,
2023,1103,1444,,
2023,1103,1447,,
2023,1103,1448,,
2023,1103,1449,,
2023,1103,1450,,
2023,1103,1451,,
2023,1103,1452,,
2023,1103,1453,,
2023,1103,1454,,
2023,1103,1455,,
2023,1103,1456,,
2023,1103,1457,,
2023,1103,1458,,
2023,1103,1459,,
2023,1103,1460,,
2023,1103,1461,,
2023,1103,1462,,
2023,1103,1463,,
2023,1103,1464,,
2023,1103,1465,,
2023,1103,1466,,
2023,1103,1467,,
2023,1103,1468,,
2023,1103,1469,,
2023,1103,1470,,
2023,1103,1471,,
2023,1103,1472,,
2023,1103,1473,,
2023,1103,1474,,
2023,1103,1475,,
2023,1103,1476,,
2023,1103,1477,,
2023,1104,1105,,
2023,1104,1106,,
2023,1104,1107,,
2023,1104,1108,,
2023,1104,1110,,
2023,1104,1111,,
2023,1104,1112,,
2023,1104,1113,,
2023,1104,1114,,
2023,1104,1115,,
2023,1104,1116,,
2023,1104,1117,,
2023,1104,1119,,
2023,1104,1120,,
2023,1104,1122,,
2023,1104,1123,,
2023,1104,1124,,
2023,1104,1125,,
2023,1104,1126,,
2023,1104,1127,,
2023,1104,1129,,
2023,1104,1130,,
2023,1104,1131,,
2023,1104,1132,,
2023,1104,1133,,
2023,1104,1135,,
2023,1104,1136,,
2023,1104,1137,,
2023,1104,1138,,
2023,1104,1139,,
2023,1104,1140,,
2023,1104,1141,,
2023,1104,1142,,
2023,1104,1143,,
2023,1104,1144,,
2023,1104,1145,,
2023,1104,1146,,
2023,1104,1148,,
2023,1104,1149,,
2023,1104,1150,,
2023,1104,1151,,
2023,1104,1152,,
2023,1104,1153,,
2023,1104,1154,,
2023,1104,1155,,
2023,1104,1156,,
2023,1104,1157,,
2023,1104,1158,,
2023,1104,1159,,
2023,1104,1160,,
2023,1104,1161,,
2023,1104,1162,,
2023,1104,1163,,
2023,1104,1164,,
2023,1104,1165,,
2023,1104,1166,,
2023,1104,1167,,
2023,1104,1168,,
2023,1104,1169,,
2023,1104,1170,,
2023,1104,1171,,
2023,1104,1172,,
2023,1104,1173,,
2023,1104,1174,,
2023,1104,1175,,
2023,1104,1176,,
2023,1104,1177,,
2023,1104,1178,,
2023,1104,1179,,
2023,1104,1180,,
2023,1104,1181,,
2023,1104,1182,,
2023,1104,1183,,
2023,1104,1184,,
2023,1104,1185,,
2023,1104,1186,,
2023,1104,1187,,
2023,1104,1188,,
2023,1104,1189,,
2023,1104,1190,,
2023,1104,1191,,
2023,1104,1192,,
2023,1104,1193,,
2023,1104,1194,,
2023,1104,1195,,
2023,1104,1196,,
2023,1104,1197,,
2023,1104,1198,,
2023,1104,1199,,
2023,1104,1200,,
2023,1104,1201,,
2023,1104,1202,,
2023,1104,1203,,
2023,1104,1204,,
2023,1104,1205,,
2023,1104,1206,,
2023,1104,1207,,
2023,1104,1208,,
2023,1104,1209,,
2023,1104,1210,,
2023,1104,1211,,
2023,1104,1212,,
2023,1104,1213,,
2023,1104,1214,,
2023,1104,1216,,
2023,1104,1217,,
2023,1104,1218,,
2023,1104,1219,,
2023,1104,1220,,
2023,1104,1221,,
2023,1104,1222,,
2023,1104,1223,,
2023,1104,1224,,
2023,1104,1225,,
2023,1104,1226,,
2023,1104,1227,,
2023,1104,1228,,
2023,1104,1229,,
2023,1104,1230,,
2023,1104,1231,,
2023,1104,1232,,
2023,1104,1233,,
2023,1104,1234,,
2023,1104,1235,,
2023,1104,1236,,
2023,1104,1237,,
2023,1104,1238,,
2023,1104,1239,,
2023,1104,1240,,
2023,1104,1241,,
2023,1104,1242,,
2023,1104,1243,,
2023,1104,1244,,
2023,1104,1245,,
2023,1104,1246,,
2023,1104,1247,,
2023,1104,1248,,
2023,1104,1249,,
2023,1104,1250,,
2023,1104,1251,,
2023,1104,1252,,
2023,1104,1253,,
2023,1104,1254,,
2023,1104,1255,,
2023,1104,1256,,
2023,1104,1257,,
2023,1104,1258,,
2023,1104,1259,,
2023,1104,1260,,
2023,1104,1261,,
2023,1104,1262,,
2023,1104,1263,,
2023,1104,1264,,
2023,1104,1265,,
2023,1104,1266,,
2023,1104,1267,,
2023,1104,1268,,
2023,1104,1269,,
2023,1104,1270,,
2023,1104,1271,,
2023,1104,1272,,
2023,1104,1273,,
2023,1104,1274,,
2023,1104,1275,,
2023,1104,1276,,
2023,1104,1277,,
2023,1104,1278,,
2023,1104,1279,,
2023,1104,1280,,
2023,1104,1281,,
2023,1104,1282,,
2023,1104,1283,,
2023,1104,1284,,
2023,1104,1285,,
2023,1104,1286,,
2023,1104,1287,,
2023,1104,1288,,
2023,1104,1290,,
2023,1104,1291,,
2023,1104,1292,,
2023,1104,1293,,
2023,1104,1294,,
2023,1104,1295,,
2023,1104,1296,,
2023,1104,1297,,
2023,1104,1298,,
