Season,TeamID,TPCT,Luck,WScore,LScore,MOV,SOS,OSRS,DSRS,SRS,TSPCT,eFGPCT,FGPCT,FG3PCT,FG3Ar,FTPCT,FTr,OR,DR,AST,TOV,STL,BLK,PF,WIN
2010,1107,0.11461666666666666,0.33052307856762775,-1.4064982652459947,-0.10973855492535697,-1.1844677773248404,-0.9475442408735952,-1.1920790587102672,-0.5700386978207165,-1.1194391008360907,-1.0469078206681148,0.465,0.409,0.332,0.337,0.721,0.314,0.627906976744186,0.437434279705573,0.3070751276440555,0.6324029952348535,0.3356009070294784,0.2699868938401048,0.5474452554744526,1
2010,1107,0.11461666666666666,0.8332755477529922,-1.4064982652459947,-0.10973855492535697,-1.1844677773248404,-0.9475442408735952,-1.1920790587102672,-0.5700386978207165,-1.1194391008360907,-0.05707948339090511,0.497,0.435,0.365,0.341,0.691,0.351,0.5193798449612402,0.36382754994742345,0.4237782640408462,0.3669162695711368,0.5952380952380953,0.40104849279161214,0.40145985401459855,0
2010,1108,0.05857574666666667,0.8200497580738709,-1.7781719694920828,2.3031670864836746,-3.5771914221257615,-1.5723489595941083,-1.7349020007012947,-2.9088764498542785,-2.9386119691523875,-2.7699423337062186,0.418,0.379,0.309,0.255,0.611,0.422,0.5503875968992248,0.4006309148264982,0.07221006564551419,0.9387338325391421,0.45578231292517013,0.28702490170380085,0.7518248175182483,1
2010,1108,0.05857574666666667,0.886345661391558,-1.7781719694920828,2.3031670864836746,-3.5771914221257615,-1.5723489595941083,-1.7349020007012947,-2.9088764498542785,-2.9386119691523875,0.6028060747939014,0.523,0.464,0.383,0.304,0.635,0.447,0.8294573643410852,0.6582544689800207,0.7738876732312182,0.5983662355343771,0.8979591836734695,0.5832241153342071,0.6569343065693432,0
2010,1110,0.28497957,0.39346761927555485,-1.4241970130672374,-0.4651277579235847,-0.8913831541664947,-1.1924244764528165,-1.4417776120261399,-0.24576581458498487,-1.0730215520788347,-0.49700318884744277,0.482,0.425,0.345,0.333,0.692,0.356,0.4193798449612403,0.5420609884332278,0.48942377826404093,0.5371000680735194,0.072562358276644,0.21494102228047182,0.5620437956204379,1
2010,1110,0.28497957,0.2065892458862244,-1.4241970130672374,-0.4651277579235847,-0.8913831541664947,-1.1924244764528165,-1.4417776120261399,-0.24576581458498487,-1.0730215520788347,-0.643644423999622,0.478,0.428,0.354,0.279,0.678,0.389,0.3937984496124031,0.3911671924290221,0.350838803792852,0.18175629680054456,0.5691609977324263,0.2529488859764089,0.43065693430656926,0
2010,1111,0.45699029,0.032212718648920946,0.735050221124319,-0.0536244702414239,0.7037659423674527,-0.44878081987768115,0.5821765002546918,-0.21130202989326458,0.23753349474837815,1.8125962647993759,0.545,0.476,0.397,0.35,0.738,0.391,0.5193798449612402,0.6372239747634068,0.3216630196936543,0.530292716133424,0.2891156462585034,0.23460026212319787,0.4598540145985402,1
2010,1111,0.45699029,0.6929255250723853,0.735050221124319,-0.0536244702414239,0.7037659423674527,-0.44878081987768115,0.5821765002546918,-0.21130202989326458,0.23753349474837815,-0.643644423999622,0.486,0.42,0.343,0.388,0.658,0.325,0.45736434108527135,0.26393270241850675,0.43836615609044494,0.2648059904697073,0.4852607709750567,0.21231979030144166,0.5693430656934307,0
2010,1112,0.35726152999999994,0.5715574802857931,0.2217865343082946,0.4326975970193099,-0.17869103774319495,1.506659884821101,1.2040964995072692,0.12706967435271627,0.8468872731149117,0.6028060747939014,0.501,0.443,0.358,0.322,0.733,0.443,0.413953488372093,0.48790746582544653,0.3435448577680526,0.4894486044928522,0.35374149659863946,0.20314547837483618,0.5766423357664233,1
2010,1112,0.35726152999999994,0.06762272343620801,0.2217865343082946,0.4326975970193099,-0.17869103774319495,1.506659884821101,1.2040964995072692,0.12706967435271627,0.8468872731149117,-0.24038102733112915,0.487,0.437,0.314,0.319,0.695,0.383,0.5348837209302326,0.41114616193480524,0.36542669584245074,0.4077603812117086,0.3356009070294784,0.3289646133682831,0.635036496350365,0
2010,1113,0.44447778,0.3910644218208864,-0.698548352396304,-2.0550268239682947,1.1233734356324068,1.0979259621999007,0.2968067250365515,1.9567833343495014,1.4226623991889624,1.2993519417667487,0.534,0.452,0.369,0.447,0.712,0.38,0.3193798449612402,0.42060988433228175,0.46024799416484324,0.3396868618107556,0.41609977324263037,0.19003931847968544,0.3722627737226276,1
2010,1113,0.44447778,0.5618740087621991,-0.698548352396304,-2.0550268239682947,1.1233734356324068,1.0979259621999007,0.2968067250365515,1.9567833343495014,1.4226623991889624,-1.4135109085485629,0.456,0.402,0.317,0.338,0.683,0.348,0.4728682170542635,0.327024185068349,0.33625091174325317,0.4077603812117086,0.30612244897959184,0.1939711664482307,0.4598540145985402,0
2010,1114,0.16299629666666668,0.15707601251098846,-0.5392596220051251,0.6384492408603889,-1.0435309093579856,-0.35334955160048465,-0.4864092341219312,-0.9883037211247762,-0.933768905807066,-0.09373979217894991,0.484,0.425,0.369,0.318,0.699,0.457,0.42403100775193786,0.46529968454258674,0.3216630196936543,0.44179714091218514,0.20634920634920637,0.2267365661861075,0.6277372262773722,1
2010,1114,0.16299629666666668,0.30629555621170934,-0.5392596220051251,0.6384492408603889,-1.0435309093579856,-0.35334955160048465,-0.4864092341219312,-0.9883037211247762,-0.933768905807066,0.45616483964172216,0.508,0.441,0.353,0.381,0.698,0.389,0.5348837209302326,0.4637223974763404,0.5404814004376368,0.3464942137508509,0.2664399092970522,0.3184796854521625,0.6204379562043796,0
2010,1115,0.7237298466666666,0.41626138847057137,-1.2295107870335722,-1.0075639098682516,-0.2571672483156482,-1.334671083884864,-1.171917063722029,-0.020184678420997627,-0.7589623924020796,-1.3401902909724732,0.447,0.408,0.303,0.262,0.668,0.484,0.6201550387596899,0.5320715036803363,0.3435448577680526,0.66643975493533,0.4376417233560091,0.33944954128440363,0.8175182481751825,1
2010,1115,0.7237298466666666,0.3870160208288477,-1.2295107870335722,-1.0075639098682516,-0.2571672483156482,-1.334671083884864,-1.171917063722029,-0.020184678420997627,-0.7589623924020796,-0.9735872030920253,0.455,0.406,0.322,0.307,0.662,0.545,0.3906976744186046,0.37749737118822285,0.2778993435448578,0.4758339006126616,0.5442176870748299,0.4469200524246396,0.6934306569343066,0
2010,1116,0.2917,0.2271639444292336,0.7173514733030777,0.7880868000175403,-0.032949503822924636,0.9646823046053243,1.3312721602023099,-0.3303587406464801,0.6394897148378096,0.16288236933736372,0.5,0.446,0.347,0.311,0.68,0.421,0.5116279069767441,0.4321766561514194,0.4456601021152445,0.46221919673247097,0.4954648526077097,0.40498034076015726,0.5401459854014597,1
2010,1116,0.2917,0.6875902709417754,0.7173514733030777,0.7880868000175403,-0.032949503822924636,0.9646823046053243,1.3312721602023099,-0.3303587406464801,0.6394897148378096,-0.020419174602860305,0.493,0.432,0.372,0.328,0.723,0.35,0.6201550387596899,0.49526813880126186,0.38730853391684905,0.530292716133424,0.42517006802721086,0.4796854521625164,0.6642335766423356,0
2010,1117,0.38653273666666665,0.9178608607713321,-0.16758591775903586,-0.5773559272914481,0.33220510863665365,-0.7422769845792478,-0.41351586762599324,-0.1157433541571311,-0.33626641648493805,-0.13040010096699473,0.496,0.446,0.349,0.286,0.663,0.396,0.5736434108527132,0.5899053627760249,0.39460247994164843,0.4758339006126616,0.25510204081632654,0.41808650065530806,0.4963503649635037,1
2010,1117,0.38653273666666665,0.3326883772511381,-0.16758591775903586,-0.5773559272914481,0.33220510863665365,-0.7422769845792478,-0.41351586762599324,-0.1157433541571311,-0.33626641648493805,-1.4135109085485629,0.454,0.409,0.293,0.305,0.704,0.337,0.5426356589147286,0.416403785488959,0.350838803792852,0.3601089176310414,0.4852607709750567,0.29619921363040624,0.6131386861313868,0
2010,1119,0.25619097,0.9545798028948087,-1.8312682129558104,-1.6248188413914915,-0.26357346958686884,-1.385087602974704,-2.1024706785637908,0.7928473331700396,-0.8399462008721863,-1.3401902909724732,0.466,0.414,0.326,0.317,0.654,0.314,0.45736434108527135,0.337539432176656,0.2778993435448578,0.5371000680735194,0.6077097505668935,0.20707732634338138,0.635036496350365,1
2010,1119,0.25619097,0.4750062045749621,-1.8312682129558104,-1.6248188413914915,-0.26357346958686884,-1.385087602974704,-2.1024706785637908,0.7928473331700396,-0.8399462008721863,0.0162411341851845,0.487,0.412,0.333,0.446,0.701,0.468,0.3806201550387597,0.4369085173501574,0.2706053975200584,0.6936691626957114,0.3185941043083901,0.2752293577981651,0.43795620437956206,0
2010,1120,0.28128333333333333,0.7307154737327013,0.8943389515155004,0.8442008847014707,0.08716714501246296,0.8908581159380591,1.3390267736593247,-0.3977197743621151,0.6019606328638578,0.34618391327758774,0.515,0.444,0.331,0.428,0.655,0.36,0.5813953488372093,0.4111461619348054,0.39460247994164843,0.46221919673247097,0.5668934240362812,0.23722149410222804,0.6204379562043796,1
2010,1120,0.28128333333333333,0.9977778750358359,0.8943389515155004,0.8442008847014707,0.08716714501246296,0.8908581159380591,1.3390267736593247,-0.3977197743621151,0.6019606328638578,0.7861076187341254,0.518,0.457,0.354,0.347,0.713,0.378,0.48837209302325574,0.5005257623554152,0.41648431801604674,0.5575221238938052,0.42517006802721086,0.3564875491480996,0.5109489051094891,0
2010,1122,0.38082036999999996,0.8107297557005874,0.3279790212357472,0.5075163765978855,-0.14345682075148125,-0.2543171033882995,0.19134398202115183,-0.7016276939163757,-0.32046469775906367,0.7494473099460807,0.513,0.455,0.366,0.317,0.694,0.457,0.49612403100775193,0.42166140904311245,0.41648431801604674,0.5030633083730429,0.3435374149659864,0.3106159895150721,0.42335766423357674,1
2010,1122,0.38082036999999996,0.4658574305335105,0.3279790212357472,0.5075163765978855,-0.14345682075148125,-0.2543171033882995,0.19134398202115183,-0.7016276939163757,-0.32046469775906367,0.19954267812540852,0.505,0.444,0.369,0.329,0.702,0.333,0.6046511627906975,0.41114616193480524,0.43836615609044494,0.44860449285228043,0.4988662131519275,0.3892529488859764,0.6934306569343066,0
2010,1123,0.33336666666666664,0.7745247259200839,-1.7781719694920828,-1.3629531128664807,-0.4413461098632425,-0.21830530403841403,-1.2215465898469229,0.5688327326738579,-0.4192254397957789,-1.0835681294561597,0.453,0.415,0.365,0.209,0.688,0.461,0.4728682170542635,0.49001051524710826,0.2487235594456601,0.5166780122532334,0.24829931972789118,0.2699868938401048,0.4671532846715328,1
2010,1123,0.33336666666666664,0.5315282212400969,-1.7781719694920828,-1.3629531128664807,-0.4413461098632425,-0.21830530403841403,-1.2215465898469229,0.5688327326738579,-0.4192254397957789,-1.5234918349126974,0.455,0.401,0.312,0.351,0.688,0.314,0.5426356589147286,0.3690851735015774,0.39460247994164843,0.33287950987066034,0.43650793650793657,0.30930537352555704,0.635036496350365,0
2010,1124,0.7764259266666667,0.8950058326411177,1.1244226731916493,-0.7644028762378846,1.6614960224149429,1.494055755048641,1.5328921100846915,1.3614997805834241,1.8344946934820654,1.775935956011331,0.549,0.487,0.385,0.325,0.725,0.358,0.6124031007751938,0.6056782334384857,0.4675419401896426,0.4554118447923757,0.41950113378684806,0.7536041939711665,0.4744525547445256,1
2010,1124,0.7764259266666667,0.1421859785384464,1.1244226731916493,-0.7644028762378846,1.6614960224149429,1.494055755048641,1.5328921100846915,1.3614997805834241,1.8344946934820654,-1.963415540369235,0.44,0.382,0.332,0.351,0.679,0.331,0.6744186046511628,0.22712933753943215,0.39460247994164843,0.3533015656909462,0.35714285714285715,0.182175622542595,0.5109489051094891,0
2010,1125,0.4376677433333333,0.5334833394300029,0.4341715081631998,-0.2219667242932178,0.5756415169430392,-0.565819167764809,0.4937739068447244,-0.2019028158864318,0.18815312373002044,0.7861076187341254,0.521,0.449,0.344,0.417,0.674,0.433,0.5891472868217054,0.5162986330178758,0.48942377826404093,0.6528250510551394,0.4852607709750567,0.2621231979030144,0.5766423357664233,1
2010,1125,0.4376677433333333,0.3544074531309782,0.4341715081631998,-0.2219667242932178,0.5756415169430392,-0.565819167764809,0.4937739068447244,-0.2019028158864318,0.18815312373002044,-1.3401902909724732,0.457,0.413,0.303,0.291,0.675,0.372,0.6666666666666666,0.3743427970557306,0.3216630196936543,0.5166780122532334,0.634920634920635,0.4560943643512452,0.6788321167883212,0
2010,1126,0.31758384,0.04472238888765134,-1.6719794825646288,-1.7183423158647095,-0.03615261445853498,-1.464313561544452,-2.242053720790055,0.2993885978113176,-1.2379519912801493,-1.1935490558202941,0.469,0.43,0.339,0.229,0.643,0.361,0.5813953488372093,0.31650893796004215,0.19766593727206422,0.40095302927161336,0.4535147392290249,0.3250327653997379,0.4890510948905109,1
2010,1126,0.31758384,0.5520459963891664,-1.6719794825646288,-1.7183423158647095,-0.03615261445853498,-1.464313561544452,-2.242053720790055,0.2993885978113176,-1.2379519912801493,-0.42368257127135317,0.485,0.424,0.367,0.33,0.65,0.458,0.441860465116279,0.3533123028391166,0.22684172137126193,0.4894486044928522,0.3435374149659864,0.3250327653997379,0.3430656934306569,0
2010,1127,0.30648494666666665,0.6314184701733841,-1.60118449127966,-0.4651277579235847,-1.0515386859470115,-0.7278722648392937,-1.337865791702143,-0.2144351012288755,-0.9870997065068922,-1.0469078206681148,0.471,0.423,0.29,0.333,0.665,0.342,0.5581395348837208,0.4164037854889586,0.1429613420860686,0.4962559564329475,0.28004535147392284,0.3892529488859764,0.42335766423357674,1
2010,1127,0.30648494666666665,0.2694727367590426,-1.60118449127966,-0.4651277579235847,-1.0515386859470115,-0.7278722648392937,-1.337865791702143,-0.2144351012288755,-0.9870997065068922,-0.38702226248330834,0.492,0.429,0.353,0.359,0.67,0.332,0.6046511627906975,0.3690851735015772,0.38730853391684905,0.3056501021102791,0.37981859410430846,0.20314547837483618,0.40145985401459855,0
2010,1129,0.26045,0.6019769316388083,0.6111589863756225,0.5823351561764585,0.03751893016050274,0.1706221289403493,0.5604635825750507,-0.6452324098753789,-0.04986026457846358,0.12622206054931892,0.51,0.46,0.332,0.298,0.675,0.298,0.5581395348837208,0.47423764458464746,0.6134208606856311,0.5030633083730429,0.5385487528344671,0.36041939711664484,0.40145985401459855,1
2010,1129,0.26045,0.30736559875382574,0.6111589863756225,0.5823351561764585,0.03751893016050274,0.1706221289403493,0.5604635825750507,-0.6452324098753789,-0.04986026457846358,0.12622206054931892,0.509,0.455,0.364,0.297,0.678,0.309,0.5038759689922481,0.45320715036803344,0.40919037199124736,0.530292716133424,0.3752834467120182,0.24508519003931847,0.3503649635036497,0
2010,1130,0.28632365666666665,0.5166449579282569,-0.25607965686524725,-0.6708794017646664,0.3434159958612898,1.3464073777141106,0.7326160013207765,0.8555087598822584,1.0058920677940235,-0.2770413361191739,0.491,0.447,0.326,0.273,0.716,0.305,0.6589147286821705,0.4269190325972658,0.5331874544128374,0.39414567733151795,0.24036281179138322,0.3289646133682831,0.40875912408759113,1
2010,1130,0.28632365666666665,0.17817830632945175,-0.25607965686524725,-0.6708794017646664,0.3434159958612898,1.3464073777141106,0.7326160013207765,0.8555087598822584,1.0058920677940235,-0.8636062767278908,0.478,0.436,0.301,0.283,0.672,0.31,0.49612403100775193,0.28496319663512076,0.29248723559445655,0.32607215793056493,0.3605442176870748,0.4823066841415466,0.4598540145985402,0
2010,1131,0.4292,0.7378099720835865,0.2748827777720209,-0.2406714191878604,0.450720202154236,-0.533408548349912,0.6287041809967798,-0.45098198706750103,0.11605778204321822,-0.20372071854308432,0.484,0.41,0.364,0.405,0.724,0.382,0.5348837209302326,0.5478443743427969,0.2706053975200584,0.4554118447923757,0.5056689342403627,0.30013106159895153,0.7299270072992701,1
2010,1131,0.4292,0.5097088435983805,0.2748827777720209,-0.2406714191878604,0.450720202154236,-0.533408548349912,0.6287041809967798,-0.45098198706750103,0.11605778204321822,-0.8636062767278908,0.468,0.411,0.322,0.352,0.674,0.424,0.5503875968992248,0.5846477392218715,0.35813274981765136,0.5234853641933287,0.38321995464852604,0.3106159895150721,0.5912408759124086,0
2010,1132,0.28058889,0.4286121097572019,-1.3534020217822684,-0.7082887915539516,-0.6223218607752264,-0.12107344579372317,-0.8694871388984565,0.23672717109909894,-0.4044113284902717,-0.5336634976354876,0.486,0.444,0.326,0.255,0.67,0.352,0.5038759689922481,0.395373291272345,0.39460247994164843,0.4826412525527569,0.4444444444444444,0.3053735255570118,0.3795620437956204,1
2010,1132,0.28058889,0.3262007413549646,-1.3534020217822684,-0.7082887915539516,-0.6223218607752264,-0.12107344579372317,-0.8694871388984565,0.23672717109909894,-0.4044113284902717,0.05290144297322931,0.503,0.433,0.365,0.385,0.68,0.346,0.4806201550387596,0.327024185068349,0.5185995623632387,0.4213750850918992,0.48185941043083896,0.2922673656618611,0.43795620437956206,0
2010,1133,0.33874301,0.20357597397782035,-0.5569583698263664,-0.42771836813429687,-0.14826148670489675,0.7882244877908855,0.28750118888813386,0.3902476665440347,0.429129334299606,0.30952360448954297,0.496,0.439,0.356,0.32,0.744,0.378,0.3666666666666667,0.44637223974763374,0.3070751276440555,0.3464942137508509,0.3866213151927438,0.2319790301441678,0.39416058394160575,1
2010,1133,0.33874301,0.2889276028175457,-0.5569583698263664,-0.42771836813429687,-0.14826148670489675,0.7882244877908855,0.28750118888813386,0.3902476665440347,0.429129334299606,-0.5336634976354876,0.474,0.411,0.308,0.41,0.773,0.305,0.5736434108527132,0.41114616193480524,0.40919037199124736,0.3601089176310414,0.32766439909297046,0.14285714285714288,0.4890510948905109,0
2010,1135,0.23736052333333335,0.8157641049667015,-0.6631508567538189,0.4326975970193099,-0.9746640306923633,-0.6396433564320743,-0.3902520272549492,-1.182554143932654,-0.9950005658698294,0.5661457660058565,0.507,0.441,0.347,0.38,0.733,0.374,0.2217054263565891,0.4921135646687696,0.4237782640408462,0.4145677331518039,0.11564625850340136,0.3722149410222805,0.20437956204379557,1
2010,1135,0.23736052333333335,0.25993145276408525,-0.6631508567538189,0.4326975970193099,-0.9746640306923633,-0.6396433564320743,-0.3902520272549492,-1.182554143932654,-0.9950005658698294,-0.460342880059398,0.497,0.443,0.353,0.304,0.678,0.238,0.6124031007751938,0.5110410094637221,0.4456601021152445,0.2171545268890401,0.45578231292517013,0.3381389252948886,0.5255474452554745,0
2010,1136,0.029662963333333334,0.4218641223581272,-3.6365404907225214,-0.35289958855572384,-0.07996659208134778,-0.48337786996739257,-0.3223437694099492,-0.3135744299199929,-0.40285937397255184,-2.8066026424942634,0.424,0.372,0.284,0.37,0.666,0.265,0.28682170542635654,0.2902208201892742,0.212253829321663,0.639210347174949,0.31179138321995464,0.3407601572739187,0.6131386861313868,1
2010,1136,0.029662963333333334,0.7952217576441165,-3.6365404907225214,-0.35289958855572384,-0.07996659208134778,-0.48337786996739257,-0.3223437694099492,-0.3135744299199929,-0.40285937397255184,0.30952360448954297,0.507,0.445,0.367,0.34,0.661,0.437,0.5813953488372093,0.5531019978969507,0.40919037199124736,0.3464942137508509,0.5770975056689343,0.31454783748361737,0.21897810218978103,0
2010,1137,0.36485668,0.23841880385516634,-0.6454521089325777,-0.315490198766436,-0.31322168443882903,-1.1834215266153452,-0.7578207051174451,-0.3836209533518659,-0.7243961326892295,-0.7902856591518013,0.467,0.41,0.329,0.347,0.73,0.347,0.49612403100775193,0.40588853838065164,0.3070751276440555,0.31926480599046964,0.22902494331065765,0.3512450851900393,0.4744525547445256,1
2010,1137,0.36485668,0.2867261814811072,-0.6454521089325777,-0.315490198766436,-0.31322168443882903,-1.1834215266153452,-0.7578207051174451,-0.3836209533518659,-0.7243961326892295,0.05290144297322931,0.493,0.431,0.389,0.319,0.719,0.378,0.45736434108527135,0.4742376445846476,0.33625091174325317,0.4077603812117086,0.29478458049886624,0.2699868938401048,0.4963503649635037,0
2010,1138,0.38753333333333334,0.6432976532237199,0.29258152559326217,0.2830600378621612,0.0295111535714769,-0.36055191147046173,0.57597280948908,-0.8050190479915366,-0.14072014725224166,-0.020419174602860305,0.493,0.433,0.347,0.343,0.717,0.363,0.6356589147286821,0.4006309148264982,0.5404814004376368,0.4894486044928522,0.5317460317460317,0.30930537352555704,0.5620437956204379,1
2010,1138,0.38753333333333334,0.14925848756951154,0.29258152559326217,0.2830600378621612,0.0295111535714769,-0.36055191147046173,0.57597280948908,-0.8050190479915366,-0.14072014725224166,0.6028060747939014,0.512,0.453,0.382,0.313,0.702,0.388,0.4806201550387596,0.4321766561514194,0.3070751276440555,0.5643294758339005,0.4591836734693877,0.27916120576671033,0.5401459854014597,0
2010,1139,0.9108070166666667,0.22582937164564743,-0.3445733959714586,-1.92409395970579,1.3299740716292732,0.9628817146378301,0.4348388445714128,1.9066541929797265,1.47895602214989,1.0060694714623943,0.51,0.442,0.342,0.398,0.738,0.469,0.3790697674418604,0.42744479495268145,0.3289569657184537,0.3464942137508509,0.4705215419501134,0.16906946264744427,0.4890510948905109,1
2010,1139,0.9108070166666667,0.7570655565762564,-0.3445733959714586,-1.92409395970579,1.3299740716292732,0.9628817146378301,0.4348388445714128,1.9066541929797265,1.47895602214989,-1.1202284382442045,0.466,0.416,0.317,0.316,0.679,0.346,0.3426356589147287,0.3154574132492113,0.2195477753464624,0.4758339006126616,0.2698412698412698,0.28702490170380085,0.6715328467153284,0
2010,1140,0.8366111099999999,0.5884298815195529,2.204046290287427,-0.6147653170807333,2.5119218961694876,0.588359001399021,2.5471955502622117,0.47014098560211354,1.9184413242132736,2.362500896620048,0.552,0.483,0.417,0.33,0.79,0.388,0.4496124031007751,0.6056782334384857,0.5915390226112327,0.31926480599046964,0.6405895691609976,0.3315858453473133,0.43795620437956206,1
2010,1140,0.8366111099999999,0.4982295214234931,2.204046290287427,-0.6147653170807333,2.5119218961694876,0.588359001399021,2.5471955502622117,0.47014098560211354,1.9184413242132736,-1.1935490558202941,0.462,0.408,0.333,0.323,0.682,0.358,0.45736434108527135,0.379600420609884,0.3435448577680526,0.5983662355343771,0.35714285714285715,0.25557011795543905,0.5328467153284673,0
2010,1141,0.3542,0.07967604937701134,-1.0702220566423932,-1.0449732996575394,-0.08900393994610552,-0.5964291972122117,-0.7547188597346391,0.2962555264757067,-0.2937992974091505,-0.5703238064235324,0.482,0.41,0.372,0.387,0.664,0.385,0.6201550387596899,0.305993690851735,0.2195477753464624,0.4962559564329475,0.6031746031746031,0.24377457404980343,0.7664233576642336,1
2010,1141,0.3542,0.27391765978271587,-1.0702220566423932,-1.0449732996575394,-0.08900393994610552,-0.5964291972122117,-0.7547188597346391,0.2962555264757067,-0.2937992974091505,0.34618391327758774,0.482,0.426,0.351,0.321,0.73,0.549,0.441860465116279,0.369085173501577,0.16849015317286653,0.5711368277739959,0.3344671201814059,0.3053735255570118,0.5401459854014597,0
2010,1142,0.2748989233333333,0.729336139550679,-0.07909217865282452,1.0499525285425497,-0.9794686966457788,-0.3677542713404388,0.14481630127906375,-1.3031773903536747,-0.7293341697910651,-0.42368257127135317,0.475,0.417,0.334,0.348,0.729,0.383,0.6201550387596899,0.4111461619348054,0.29248723559445655,0.44860449285228043,0.2993197278911564,0.18086500655307997,0.7810218978102189,1
2010,1142,0.2748989233333333,0.9677557931538546,-0.07909217865282452,1.0499525285425497,-0.9794686966457788,-0.3677542713404388,0.14481630127906375,-1.3031773903536747,-0.7293341697910651,1.2993519417667487,0.519,0.456,0.368,0.343,0.718,0.541,0.4317829457364341,0.45478443743427954,0.4456601021152445,0.3737236215112321,0.32086167800453513,0.31716906946264745,0.4744525547445256,0
2010,1143,0.75731217,0.0883157869642367,1.1598201688341345,-0.2780808089771482,1.2883336333663389,1.5354693243010096,2.129997346274822,0.6518591230675476,1.767337388897099,1.4459931769189278,0.533,0.476,0.374,0.3,0.757,0.354,0.5348837209302326,0.468980021030494,0.48212983223924155,0.3464942137508509,0.31519274376417233,0.19528178243774574,0.40875912408759113,1
