Season,Team0,Team1,Seed,Outcome
2023,3101,3359,,
2023,3101,3360,,
2023,3101,3361,,
2023,3101,3362,,
2023,3101,3363,,
2023,3101,3364,,
2023,3101,3365,,
2023,3101,3367,,
2023,3101,3368,,
2023,3101,3369,,
2023,3101,3370,,
2023,3101,3371,,
2023,3101,3372,,
2023,3101,3373,,
2023,3101,3374,,
2023,3101,3375,,
2023,3101,3376,,
2023,3101,3377,,
2023,3101,3378,,
2023,3101,3379,,
2023,3101,3380,,
2023,3101,3381,,
2023,3101,3382,,
2023,3101,3383,,
2023,3101,3384,,
2023,3101,3385,,
2023,3101,3386,,
2023,3101,3387,,
2023,3101,3388,,
2023,3101,3389,,
2023,3101,3390,,
2023,3101,3391,,
2023,3101,3392,,
2023,3101,3393,,
2023,3101,3394,,
2023,3101,3395,,
2023,3101,3396,,
2023,3101,3397,,
2023,3101,3398,,
2023,3101,3399,,
2023,3101,3400,,
2023,3101,3401,,
2023,3101,3402,,
2023,3101,3403,,
2023,3101,3404,,
2023,3101,3405,,
2023,3101,3406,,
2023,3101,3407,,
2023,3101,3408,,
2023,3101,3409,,
2023,3101,3410,,
2023,3101,3411,,
2023,3101,3412,,
2023,3101,3413,,
2023,3101,3414,,
2023,3101,3415,,
2023,3101,3416,,
2023,3101,3417,,
2023,3101,3418,,
2023,3101,3419,,
2023,3101,3420,,
2023,3101,3421,,
2023,3101,3422,,
2023,3101,3423,,
2023,3101,3424,,
2023,3101,3425,,
2023,3101,3426,,
2023,3101,3427,,
2023,3101,3428,,
2023,3101,3429,,
2023,3101,3430,,
2023,3101,3431,,
2023,3101,3433,,
2023,3101,3434,,
2023,3101,3435,,
2023,3101,3436,,
2023,3101,3437,,
2023,3101,3438,,
2023,3101,3439,,
2023,3101,3441,,
2023,3101,3442,,
2023,3101,3443,,
2023,3101,3444,,
2023,3101,3447,,
2023,3101,3448,,
2023,3101,3449,,
2023,3101,3450,,
2023,3101,3451,,
2023,3101,3452,,
2023,3101,3453,,
2023,3101,3454,,
2023,3101,3455,,
2023,3101,3456,,
2023,3101,3457,,
2023,3101,3458,,
2023,3101,3459,,
2023,3101,3460,,
2023,3101,3461,,
2023,3101,3462,,
2023,3101,3463,,
2023,3101,3464,,
2023,3101,3465,,
2023,3101,3466,,
2023,3101,3467,,
2023,3101,3468,,
2023,3101,3469,,
2023,3101,3470,,
2023,3101,3471,,
2023,3101,3472,,
2023,3101,3473,,
2023,3101,3474,,
2023,3101,3475,,
2023,3101,3476,,
2023,3101,3477,,
2023,3102,3103,,
2023,3102,3104,,
2023,3102,3105,,
2023,3102,3106,,
2023,3102,3107,,
2023,3102,3108,,
2023,3102,3110,,
2023,3102,3111,,
2023,3102,3112,,
2023,3102,3113,,
2023,3102,3114,,
2023,3102,3115,,
2023,3102,3116,,
2023,3102,3117,,
2023,3102,3119,,
2023,3102,3120,,
2023,3102,3122,,
2023,3102,3123,,
2023,3102,3124,,
2023,3102,3125,,
2023,3102,3126,,
2023,3102,3127,,
2023,3102,3129,,
2023,3102,3130,,
2023,3102,3131,,
2023,3102,3132,,
2023,3102,3133,,
2023,3102,3135,,
2023,3102,3136,,
2023,3102,3137,,
2023,3102,3138,,
2023,3102,3139,,
2023,3102,3140,,
2023,3102,3141,,
2023,3102,3142,,
2023,3102,3143,,
2023,3102,3144,,
2023,3102,3145,,
2023,3102,3146,,
2023,3102,3148,,
2023,3102,3149,,
2023,3102,3150,,
2023,3102,3151,,
2023,3102,3152,,
2023,3102,3153,,
2023,3102,3155,,
2023,3102,3156,,
2023,3102,3157,,
2023,3102,3158,,
2023,3102,3159,,
2023,3102,3160,,
2023,3102,3161,,
2023,3102,3162,,
2023,3102,3163,,
2023,3102,3164,,
2023,3102,3165,,
2023,3102,3166,,
2023,3102,3167,,
2023,3102,3168,,
2023,3102,3169,,
2023,3102,3170,,
2023,3102,3171,,
2023,3102,3172,,
2023,3102,3173,,
2023,3102,3174,,
2023,3102,3175,,
2023,3102,3176,,
2023,3102,3177,,
2023,3102,3178,,
2023,3102,3179,,
2023,3102,3180,,
2023,3102,3181,,
2023,3102,3182,,
2023,3102,3183,,
2023,3102,3184,,
2023,3102,3185,,
2023,3102,3186,,
2023,3102,3187,,
2023,3102,3188,,
2023,3102,3189,,
2023,3102,3190,,
2023,3102,3191,,
2023,3102,3192,,
2023,3102,3193,,
2023,3102,3194,,
2023,3102,3195,,
2023,3102,3196,,
2023,3102,3197,,
2023,3102,3198,,
2023,3102,3199,,
2023,3102,3200,,
2023,3102,3201,,
2023,3102,3202,,
2023,3102,3203,,
2023,3102,3204,,
2023,3102,3205,,
2023,3102,3206,,
2023,3102,3207,,
2023,3102,3208,,
2023,3102,3209,,
2023,3102,3210,,
2023,3102,3211,,
2023,3102,3212,,
2023,3102,3213,,
2023,3102,3214,,
2023,3102,3216,,
2023,3102,3217,,
2023,3102,3218,,
2023,3102,3219,,
2023,3102,3220,,
2023,3102,3221,,
2023,3102,3222,,
2023,3102,3223,,
2023,3102,3224,,
2023,3102,3225,,
2023,3102,3226,,
2023,3102,3227,,
2023,3102,3228,,
2023,3102,3229,,
2023,3102,3230,,
2023,3102,3231,,
2023,3102,3232,,
2023,3102,3233,,
2023,3102,3234,,
2023,3102,3235,,
2023,3102,3236,,
2023,3102,3237,,
2023,3102,3238,,
2023,3102,3239,,
2023,3102,3240,,
2023,3102,3241,,
2023,3102,3242,,
2023,3102,3243,,
2023,3102,3244,,
2023,3102,3245,,
2023,3102,3246,,
2023,3102,3247,,
2023,3102,3248,,
2023,3102,3249,,
2023,3102,3250,,
2023,3102,3251,,
2023,3102,3252,,
2023,3102,3253,,
2023,3102,3254,,
2023,3102,3255,,
2023,3102,3256,,
2023,3102,3257,,
2023,3102,3258,,
2023,3102,3259,,
2023,3102,3260,,
2023,3102,3261,,
2023,3102,3262,,
2023,3102,3263,,
2023,3102,3264,,
2023,3102,3265,,
2023,3102,3266,,
2023,3102,3267,,
2023,3102,3268,,
2023,3102,3269,,
2023,3102,3270,,
2023,3102,3271,,
2023,3102,3272,,
2023,3102,3273,,
2023,3102,3274,,
2023,3102,3275,,
2023,3102,3276,,
2023,3102,3277,,
2023,3102,3278,,
2023,3102,3279,,
2023,3102,3280,,
2023,3102,3281,,
2023,3102,3282,,
2023,3102,3283,,
2023,3102,3284,,
2023,3102,3285,,
2023,3102,3286,,
2023,3102,3287,,
2023,3102,3288,,
2023,3102,3290,,
2023,3102,3291,,
2023,3102,3292,,
2023,3102,3293,,
2023,3102,3294,,
2023,3102,3295,,
2023,3102,3296,,
2023,3102,3297,,
2023,3102,3298,,
2023,3102,3299,,
2023,3102,3300,,
2023,3102,3301,,
2023,3102,3303,,
2023,3102,3304,,
2023,3102,3305,,
2023,3102,3306,,
2023,3102,3307,,
2023,3102,3308,,
2023,3102,3309,,
2023,3102,3310,,
2023,3102,3311,,
2023,3102,3312,,
2023,3102,3313,,
2023,3102,3314,,
2023,3102,3315,,
2023,3102,3316,,
2023,3102,3317,,
2023,3102,3318,,
2023,3102,3319,,
2023,3102,3320,,
2023,3102,3321,,
2023,3102,3322,,
2023,3102,3323,,
2023,3102,3324,,
2023,3102,3325,,
2023,3102,3326,,
2023,3102,3328,,
2023,3102,3329,,
2023,3102,3330,,
2023,3102,3331,,
2023,3102,3332,,
2023,3102,3333,,
2023,3102,3334,,
2023,3102,3335,,
2023,3102,3336,,
2023,3102,3337,,
2023,3102,3338,,
2023,3102,3339,,
2023,3102,3340,,
2023,3102,3341,,
2023,3102,3342,,
2023,3102,3343,,
2023,3102,3344,,
2023,3102,3345,,
2023,3102,3346,,
2023,3102,3347,,
2023,3102,3348,,
2023,3102,3349,,
2023,3102,3350,,
2023,3102,3351,,
2023,3102,3352,,
2023,3102,3353,,
2023,3102,3354,,
2023,3102,3355,,
2023,3102,3356,,
2023,3102,3357,,
2023,3102,3358,,
2023,3102,3359,,
2023,3102,3360,,
2023,3102,3361,,
2023,3102,3362,,
2023,3102,3363,,
2023,3102,3364,,
2023,3102,3365,,
2023,3102,3367,,
2023,3102,3368,,
2023,3102,3369,,
2023,3102,3370,,
2023,3102,3371,,
2023,3102,3372,,
2023,3102,3373,,
2023,3102,3374,,
2023,3102,3375,,
2023,3102,3376,,
2023,3102,3377,,
2023,3102,3378,,
2023,3102,3379,,
2023,3102,3380,,
2023,3102,3381,,
2023,3102,3382,,
2023,3102,3383,,
2023,3102,3384,,
2023,3102,3385,,
2023,3102,3386,,
2023,3102,3387,,
2023,3102,3388,,
2023,3102,3389,,
2023,3102,3390,,
2023,3102,3391,,
2023,3102,3392,,
2023,3102,3393,,
2023,3102,3394,,
2023,3102,3395,,
2023,3102,3396,,
2023,3102,3397,,
2023,3102,3398,,
2023,3102,3399,,
2023,3102,3400,,
2023,3102,3401,,
2023,3102,3402,,
2023,3102,3403,,
2023,3102,3404,,
2023,3102,3405,,
2023,3102,3406,,
2023,3102,3407,,
2023,3102,3408,,
2023,3102,3409,,
2023,3102,3410,,
2023,3102,3411,,
2023,3102,3412,,
2023,3102,3413,,
2023,3102,3414,,
2023,3102,3415,,
2023,3102,3416,,
2023,3102,3417,,
2023,3102,3418,,
2023,3102,3419,,
2023,3102,3420,,
2023,3102,3421,,
2023,3102,3422,,
2023,3102,3423,,
2023,3102,3424,,
2023,3102,3425,,
2023,3102,3426,,
2023,3102,3427,,
2023,3102,3428,,
2023,3102,3429,,
2023,3102,3430,,
2023,3102,3431,,
2023,3102,3433,,
2023,3102,3434,,
2023,3102,3435,,
2023,3102,3436,,
2023,3102,3437,,
2023,3102,3438,,
2023,3102,3439,,
2023,3102,3441,,
2023,3102,3442,,
2023,3102,3443,,
2023,3102,3444,,
2023,3102,3447,,
2023,3102,3448,,
2023,3102,3449,,
2023,3102,3450,,
2023,3102,3451,,
2023,3102,3452,,
2023,3102,3453,,
2023,3102,3454,,
2023,3102,3455,,
2023,3102,3456,,
2023,3102,3457,,
2023,3102,3458,,
2023,3102,3459,,
2023,3102,3460,,
2023,3102,3461,,
2023,3102,3462,,
2023,3102,3463,,
2023,3102,3464,,
2023,3102,3465,,
2023,3102,3466,,
2023,3102,3467,,
2023,3102,3468,,
2023,3102,3469,,
2023,3102,3470,,
2023,3102,3471,,
2023,3102,3472,,
2023,3102,3473,,
2023,3102,3474,,
2023,3102,3475,,
2023,3102,3476,,
2023,3102,3477,,
2023,3103,3104,,
2023,3103,3105,,
2023,3103,3106,,
2023,3103,3107,,
2023,3103,3108,,
2023,3103,3110,,
2023,3103,3111,,
2023,3103,3112,,
2023,3103,3113,,
2023,3103,3114,,
2023,3103,3115,,
2023,3103,3116,,
2023,3103,3117,,
2023,3103,3119,,
2023,3103,3120,,
2023,3103,3122,,
2023,3103,3123,,
2023,3103,3124,,
2023,3103,3125,,
2023,3103,3126,,
2023,3103,3127,,
2023,3103,3129,,
2023,3103,3130,,
2023,3103,3131,,
2023,3103,3132,,
2023,3103,3133,,
2023,3103,3135,,
2023,3103,3136,,
2023,3103,3137,,
2023,3103,3138,,
2023,3103,3139,,
2023,3103,3140,,
2023,3103,3141,,
2023,3103,3142,,
2023,3103,3143,,
2023,3103,3144,,
2023,3103,3145,,
2023,3103,3146,,
2023,3103,3148,,
2023,3103,3149,,
2023,3103,3150,,
2023,3103,3151,,
2023,3103,3152,,
2023,3103,3153,,
2023,3103,3155,,
2023,3103,3156,,
2023,3103,3157,,
2023,3103,3158,,
2023,3103,3159,,
2023,3103,3160,,
2023,3103,3161,,
2023,3103,3162,,
2023,3103,3163,,
2023,3103,3164,,
2023,3103,3165,,
2023,3103,3166,,
2023,3103,3167,,
2023,3103,3168,,
2023,3103,3169,,
2023,3103,3170,,
2023,3103,3171,,
2023,3103,3172,,
2023,3103,3173,,
2023,3103,3174,,
2023,3103,3175,,
2023,3103,3176,,
2023,3103,3177,,
2023,3103,3178,,
2023,3103,3179,,
2023,3103,3180,,
2023,3103,3181,,
2023,3103,3182,,
2023,3103,3183,,
2023,3103,3184,,
2023,3103,3185,,
2023,3103,3186,,
2023,3103,3187,,
2023,3103,3188,,
2023,3103,3189,,
2023,3103,3190,,
2023,3103,3191,,
2023,3103,3192,,
2023,3103,3193,,
2023,3103,3194,,
2023,3103,3195,,
2023,3103,3196,,
2023,3103,3197,,
2023,3103,3198,,
2023,3103,3199,,
2023,3103,3200,,
2023,3103,3201,,
2023,3103,3202,,
2023,3103,3203,,
2023,3103,3204,,
2023,3103,3205,,
2023,3103,3206,,
2023,3103,3207,,
2023,3103,3208,,
2023,3103,3209,,
2023,3103,3210,,
2023,3103,3211,,
2023,3103,3212,,
2023,3103,3213,,
2023,3103,3214,,
2023,3103,3216,,
2023,3103,3217,,
2023,3103,3218,,
2023,3103,3219,,
2023,3103,3220,,
2023,3103,3221,,
2023,3103,3222,,
2023,3103,3223,,
2023,3103,3224,,
2023,3103,3225,,
2023,3103,3226,,
2023,3103,3227,,
2023,3103,3228,,
2023,3103,3229,,
2023,3103,3230,,
2023,3103,3231,,
2023,3103,3232,,
2023,3103,3233,,
2023,3103,3234,,
2023,3103,3235,,
2023,3103,3236,,
2023,3103,3237,,
2023,3103,3238,,
2023,3103,3239,,
2023,3103,3240,,
2023,3103,3241,,
2023,3103,3242,,
2023,3103,3243,,
2023,3103,3244,,
2023,3103,3245,,
2023,3103,3246,,
2023,3103,3247,,
2023,3103,3248,,
2023,3103,3249,,
2023,3103,3250,,
2023,3103,3251,,
2023,3103,3252,,
2023,3103,3253,,
2023,3103,3254,,
2023,3103,3255,,
2023,3103,3256,,
2023,3103,3257,,
2023,3103,3258,,
2023,3103,3259,,
2023,3103,3260,,
2023,3103,3261,,
2023,3103,3262,,
2023,3103,3263,,
2023,3103,3264,,
2023,3103,3265,,
2023,3103,3266,,
2023,3103,3267,,
2023,3103,3268,,
2023,3103,3269,,
2023,3103,3270,,
2023,3103,3271,,
2023,3103,3272,,
2023,3103,3273,,
2023,3103,3274,,
2023,3103,3275,,
2023,3103,3276,,
2023,3103,3277,,
2023,3103,3278,,
2023,3103,3279,,
2023,3103,3280,,
2023,3103,3281,,
2023,3103,3282,,
2023,3103,3283,,
2023,3103,3284,,
2023,3103,3285,,
2023,3103,3286,,
2023,3103,3287,,
2023,3103,3288,,
2023,3103,3290,,
2023,3103,3291,,
2023,3103,3292,,
2023,3103,3293,,
2023,3103,3294,,
2023,3103,3295,,
2023,3103,3296,,
2023,3103,3297,,
2023,3103,3298,,
2023,3103,3299,,
2023,3103,3300,,
2023,3103,3301,,
2023,3103,3303,,
2023,3103,3304,,
2023,3103,3305,,
2023,3103,3306,,
2023,3103,3307,,
2023,3103,3308,,
2023,3103,3309,,
2023,3103,3310,,
2023,3103,3311,,
2023,3103,3312,,
2023,3103,3313,,
2023,3103,3314,,
2023,3103,3315,,
2023,3103,3316,,
2023,3103,3317,,
2023,3103,3318,,
2023,3103,3319,,
2023,3103,3320,,
2023,3103,3321,,
2023,3103,3322,,
2023,3103,3323,,
2023,3103,3324,,
2023,3103,3325,,
2023,3103,3326,,
2023,3103,3328,,
2023,3103,3329,,
2023,3103,3330,,
2023,3103,3331,,
2023,3103,3332,,
2023,3103,3333,,
2023,3103,3334,,
2023,3103,3335,,
2023,3103,3336,,
2023,3103,3337,,
2023,3103,3338,,
2023,3103,3339,,
2023,3103,3340,,
2023,3103,3341,,
2023,3103,3342,,
2023,3103,3343,,
2023,3103,3344,,
2023,3103,3345,,
2023,3103,3346,,
2023,3103,3347,,
2023,3103,3348,,
2023,3103,3349,,
2023,3103,3350,,
2023,3103,3351,,
2023,3103,3352,,
2023,3103,3353,,
2023,3103,3354,,
2023,3103,3355,,
2023,3103,3356,,
2023,3103,3357,,
2023,3103,3358,,
2023,3103,3359,,
2023,3103,3360,,
2023,3103,3361,,
2023,3103,3362,,
2023,3103,3363,,
2023,3103,3364,,
2023,3103,3365,,
2023,3103,3367,,
2023,3103,3368,,
2023,3103,3369,,
2023,3103,3370,,
2023,3103,3371,,
2023,3103,3372,,
2023,3103,3373,,
2023,3103,3374,,
2023,3103,3375,,
2023,3103,3376,,
2023,3103,3377,,
2023,3103,3378,,
2023,3103,3379,,
2023,3103,3380,,
2023,3103,3381,,
2023,3103,3382,,
2023,3103,3383,,
2023,3103,3384,,
2023,3103,3385,,
2023,3103,3386,,
2023,3103,3387,,
2023,3103,3388,,
2023,3103,3389,,
2023,3103,3390,,
2023,3103,3391,,
2023,3103,3392,,
2023,3103,3393,,
2023,3103,3394,,
2023,3103,3395,,
2023,3103,3396,,
2023,3103,3397,,
2023,3103,3398,,
2023,3103,3399,,
2023,3103,3400,,
2023,3103,3401,,
2023,3103,3402,,
2023,3103,3403,,
2023,3103,3404,,
2023,3103,3405,,
2023,3103,3406,,
2023,3103,3407,,
2023,3103,3408,,
2023,3103,3409,,
2023,3103,3410,,
2023,3103,3411,,
2023,3103,3412,,
2023,3103,3413,,
2023,3103,3414,,
2023,3103,3415,,
2023,3103,3416,,
2023,3103,3417,,
2023,3103,3418,,
2023,3103,3419,,
2023,3103,3420,,
2023,3103,3421,,
2023,3103,3422,,
2023,3103,3423,,
2023,3103,3424,,
2023,3103,3425,,
2023,3103,3426,,
2023,3103,3427,,
2023,3103,3428,,
2023,3103,3429,,
2023,3103,3430,,
2023,3103,3431,,
2023,3103,3433,,
2023,3103,3434,,
2023,3103,3435,,
2023,3103,3436,,
2023,3103,3437,,
2023,3103,3438,,
2023,3103,3439,,
2023,3103,3441,,
2023,3103,3442,,
2023,3103,3443,,
2023,3103,3444,,
2023,3103,3447,,
2023,3103,3448,,
2023,3103,3449,,
2023,3103,3450,,
2023,3103,3451,,
2023,3103,3452,,
2023,3103,3453,,
2023,3103,3454,,
2023,3103,3455,,
2023,3103,3456,,
2023,3103,3457,,
2023,3103,3458,,
2023,3103,3459,,
2023,3103,3460,,
2023,3103,3461,,
2023,3103,3462,,
2023,3103,3463,,
2023,3103,3464,,
2023,3103,3465,,
2023,3103,3466,,
2023,3103,3467,,
2023,3103,3468,,
2023,3103,3469,,
2023,3103,3470,,
2023,3103,3471,,
2023,3103,3472,,
2023,3103,3473,,
2023,3103,3474,,
2023,3103,3475,,
2023,3103,3476,,
2023,3103,3477,,
2023,3104,3105,,
2023,3104,3106,,
2023,3104,3107,,
2023,3104,3108,,
2023,3104,3110,,
2023,3104,3111,,
2023,3104,3112,,
2023,3104,3113,,
2023,3104,3114,,
2023,3104,3115,,
2023,3104,3116,,
2023,3104,3117,,
2023,3104,3119,,
2023,3104,3120,,
2023,3104,3122,,
2023,3104,3123,,
2023,3104,3124,,
2023,3104,3125,,
2023,3104,3126,,
2023,3104,3127,,
2023,3104,3129,,
2023,3104,3130,,
2023,3104,3131,,
2023,3104,3132,,
2023,3104,3133,,
2023,3104,3135,,
2023,3104,3136,,
2023,3104,3137,,
2023,3104,3138,,
2023,3104,3139,,
2023,3104,3140,,
2023,3104,3141,,
2023,3104,3142,,
2023,3104,3143,,
2023,3104,3144,,
2023,3104,3145,,
2023,3104,3146,,
2023,3104,3148,,
2023,3104,3149,,
2023,3104,3150,,
2023,3104,3151,,
2023,3104,3152,,
2023,3104,3153,,
2023,3104,3155,,
2023,3104,3156,,
2023,3104,3157,,
2023,3104,3158,,
2023,3104,3159,,
2023,3104,3160,,
2023,3104,3161,,
2023,3104,3162,,
2023,3104,3163,,
2023,3104,3164,,
2023,3104,3165,,
2023,3104,3166,,
2023,3104,3167,,
2023,3104,3168,,
2023,3104,3169,,
2023,3104,3170,,
2023,3104,3171,,
2023,3104,3172,,
2023,3104,3173,,
2023,3104,3174,,
2023,3104,3175,,
2023,3104,3176,,
2023,3104,3177,,
2023,3104,3178,,
2023,3104,3179,,
2023,3104,3180,,
2023,3104,3181,,
2023,3104,3182,,
2023,3104,3183,,
2023,3104,3184,,
2023,3104,3185,,
2023,3104,3186,,
2023,3104,3187,,
2023,3104,3188,,
2023,3104,3189,,
2023,3104,3190,,
2023,3104,3191,,
2023,3104,3192,,
2023,3104,3193,,
2023,3104,3194,,
2023,3104,3195,,
2023,3104,3196,,
2023,3104,3197,,
2023,3104,3198,,
2023,3104,3199,,
2023,3104,3200,,
2023,3104,3201,,
2023,3104,3202,,
2023,3104,3203,,
2023,3104,3204,,
2023,3104,3205,,
2023,3104,3206,,
2023,3104,3207,,
2023,3104,3208,,
2023,3104,3209,,
2023,3104,3210,,
2023,3104,3211,,
2023,3104,3212,,
2023,3104,3213,,
2023,3104,3214,,
2023,3104,3216,,
2023,3104,3217,,
2023,3104,3218,,
2023,3104,3219,,
2023,3104,3220,,
2023,3104,3221,,
2023,3104,3222,,
2023,3104,3223,,
2023,3104,3224,,
2023,3104,3225,,
2023,3104,3226,,
2023,3104,3227,,
2023,3104,3228,,
2023,3104,3229,,
2023,3104,3230,,
2023,3104,3231,,
2023,3104,3232,,
2023,3104,3233,,
2023,3104,3234,,
2023,3104,3235,,
2023,3104,3236,,
2023,3104,3237,,
2023,3104,3238,,
2023,3104,3239,,
2023,3104,3240,,
2023,3104,3241,,
2023,3104,3242,,
2023,3104,3243,,
2023,3104,3244,,
2023,3104,3245,,
2023,3104,3246,,
2023,3104,3247,,
2023,3104,3248,,
2023,3104,3249,,
2023,3104,3250,,
2023,3104,3251,,
2023,3104,3252,,
2023,3104,3253,,
2023,3104,3254,,
2023,3104,3255,,
2023,3104,3256,,
2023,3104,3257,,
2023,3104,3258,,
2023,3104,3259,,
2023,3104,3260,,
2023,3104,3261,,
2023,3104,3262,,
2023,3104,3263,,
2023,3104,3264,,
2023,3104,3265,,
2023,3104,3266,,
2023,3104,3267,,
2023,3104,3268,,
2023,3104,3269,,
2023,3104,3270,,
2023,3104,3271,,
2023,3104,3272,,
2023,3104,3273,,
2023,3104,3274,,
2023,3104,3275,,
2023,3104,3276,,
2023,3104,3277,,
2023,3104,3278,,
2023,3104,3279,,
2023,3104,3280,,
2023,3104,3281,,
2023,3104,3282,,
2023,3104,3283,,
2023,3104,3284,,
2023,3104,3285,,
2023,3104,3286,,
2023,3104,3287,,
2023,3104,3288,,
2023,3104,3290,,
2023,3104,3291,,
2023,3104,3292,,
2023,3104,3293,,
2023,3104,3294,,
2023,3104,3295,,
2023,3104,3296,,
2023,3104,3297,,
2023,3104,3298,,
2023,3104,3299,,
2023,3104,3300,,
2023,3104,3301,,
2023,3104,3303,,
2023,3104,3304,,
2023,3104,3305,,
2023,3104,3306,,
