Season,Team0,Team1,DayDate,Seed,Site,MOV,FG2M,FG2A,FG3M,FG3A,FT1M,FT1A,ORB,DRB,AST,TOVR,STL,BLK,PFL,Outcome
2003,1190,1448,2003-03-21,-13,0,-3,-5,-9,-1,-13,8,8,-6,-4,-6,-4,4,-5,1,1
2003,1407,1462,2003-03-21,-11,0,-12,-3,1,5,9,-11,-12,-5,-9,-6,-1,1,2,8,1
2003,1112,1211,2003-03-22,-8,0,1,0,-3,-4,-6,5,8,2,2,-2,-2,2,-1,-5,0
2003,1163,1390,2003-03-22,1,0,11,4,6,-2,-13,5,4,6,4,0,-2,2,-5,-5,0
2003,1141,1181,2003-03-22,-8,0,-26,-11,5,-2,2,-2,-2,10,-4,-6,10,-11,-7,-4,1
2003,1113,1242,2003-03-22,-8,0,-32,-12,10,-1,6,-7,-11,5,-14,-10,-2,1,-1,1,1
2003,1266,1281,2003-03-22,-3,0,9,4,-10,-3,-18,4,1,-10,5,-1,0,2,-4,3,0
2003,1228,1323,2003-03-22,1,0,-8,-3,2,-8,-7,6,11,5,-1,0,-2,1,-1,-3,1
2003,1143,1328,2003-03-22,-7,0,-9,1,1,-2,3,-9,-12,-7,-5,-10,-3,3,2,8,1
2003,1409,1458,2003-03-22,-8,0,-1,4,2,-3,-11,-6,-12,1,8,0,6,-4,0,5,1
2003,1120,1448,2003-03-23,8,0,6,6,7,-4,-4,-2,-1,0,-2,6,-4,2,-1,-5,0
2003,1139,1257,2003-03-23,8,0,8,-1,-2,3,-3,7,15,2,-1,8,-2,-2,0,-10,0
2003,1246,1428,2003-03-23,-8,0,20,7,7,0,-1,6,2,5,8,3,-3,-3,1,-3,0
2003,1268,1462,2003-03-23,3,0,13,10,1,-4,-5,-3,-7,-1,12,7,1,0,6,5,0
2003,1196,1277,2003-03-23,5,0,-22,-9,-2,-1,5,-3,-6,-1,-7,-6,4,-3,1,2,1
2003,1231,1338,2003-03-23,-5,0,-22,-6,-3,2,8,-12,-18,-5,-6,-2,5,-6,1,4,1
2003,1329,1393,2003-03-23,-3,0,-12,-4,6,-2,7,-2,1,6,-6,0,5,-3,-5,0,1
2003,1345,1400,2003-03-23,-8,0,-10,-2,0,0,5,-6,-2,0,-5,2,0,3,2,3,1
2003,1112,1323,2003-03-27,-4,0,17,11,17,-3,-9,-2,-7,5,3,4,-9,6,1,1,0
2003,1181,1242,2003-03-27,-1,0,-4,-4,-2,9,14,-5,-9,-7,-7,-3,-3,2,2,2,1
2003,1246,1458,2003-03-27,-4,0,6,5,4,-7,-16,3,8,5,2,0,-1,3,3,-3,0
2003,1266,1338,2003-03-27,1,0,3,-1,-1,2,-2,3,7,0,-2,-2,-2,1,-1,-1,0
2003,1268,1277,2003-03-28,1,0,-2,-2,-2,-4,-1,6,6,-2,-2,-2,-3,4,1,-5,1
2003,1139,1328,2003-03-28,-11,0,-11,-8,-12,0,3,5,5,-12,-6,-5,0,1,1,0,1
2003,1120,1393,2003-03-28,-7,0,-1,-2,-3,5,8,-2,-4,-1,5,1,7,-4,-2,2,1
2003,1163,1400,2003-03-28,-4,0,-4,6,2,-1,-5,-15,-11,-7,-4,0,1,2,3,0,1
2003,1112,1242,2003-03-29,1,0,-3,-6,-12,2,-4,7,5,-4,4,0,4,-5,-3,-3,1
2003,1246,1266,2003-03-29,2,0,-14,-6,9,-6,-3,4,9,10,-10,-7,-4,4,-4,-3,1
2003,1328,1393,2003-03-30,2,0,-16,-7,10,3,16,-5,-8,2,-14,-6,-5,0,2,3,1
2003,1277,1400,2003-03-30,-6,0,-9,0,3,2,2,-11,-12,4,6,-5,8,-5,-2,6,1
2003,1242,1266,2003-04-05,-1,0,33,15,-3,5,3,-2,-1,-2,15,15,1,1,2,-2,0
2003,1393,1400,2003-04-05,2,0,11,5,-7,-3,-8,4,-1,-8,11,-6,-1,3,0,-5,0
2003,1242,1393,2003-04-07,1,0,-3,1,8,-7,2,2,13,15,1,5,1,-1,-3,-6,1
2004,1197,1250,2004-03-16,0,0,15,7,2,-1,-10,2,4,-2,4,-1,-5,1,-1,-5,0
2004,1104,1356,2004-03-18,-1,0,1,0,-6,-5,-6,6,11,1,4,-8,2,3,1,-7,0
2004,1163,1436,2004-03-18,-13,0,17,7,-8,-5,-18,8,17,0,13,4,1,-1,2,-11,0
2004,1173,1177,2004-03-18,-3,0,-7,3,20,-2,7,-11,-17,7,-6,-2,-1,1,0,10,1
2004,1106,1181,2004-03-18,-15,0,-35,-10,-9,-2,-6,-13,-14,-8,-7,-12,7,-7,-3,1,1
2004,1211,1434,2004-03-18,-13,0,27,11,-9,-3,-10,8,14,0,15,11,2,0,5,-6,0
2004,1196,1264,2004-03-18,7,0,-15,-5,-15,-3,-2,-2,1,-9,-1,-6,4,-4,0,-3,1
2004,1268,1431,2004-03-18,-9,0,3,0,3,3,1,0,7,7,1,4,0,5,4,-5,0
2004,1277,1305,2004-03-18,3,0,-6,3,9,-2,-6,-10,-11,1,-3,4,-3,3,-2,9,1
2004,1102,1314,2004-03-18,-5,0,-11,-5,-14,4,12,-5,-5,-12,-2,3,3,-3,1,0,1
2004,1112,1371,2004-03-18,-1,0,-4,1,-5,-3,-11,-3,-5,-5,1,0,4,-2,3,-4,1
2004,1251,1386,2004-03-18,-15,0,-19,-5,-9,-2,-3,-7,-10,-3,3,-1,12,-8,-2,5,1
2004,1390,1427,2004-03-18,-15,0,26,12,-9,4,-1,-2,-6,-11,12,9,1,3,6,5,0
2004,1140,1393,2004-03-18,-7,0,-5,2,9,-1,10,-8,-9,10,3,7,2,0,-3,8,1
2004,1343,1400,2004-03-18,-11,0,-17,-5,1,-6,11,-1,-2,-8,-12,1,-6,2,-1,2,1
2004,1150,1403,2004-03-18,-1,0,-3,-4,-1,2,13,3,3,-1,-2,-3,-2,4,2,4,1
2004,1433,1448,2004-03-18,-9,0,-1,1,3,5,4,-8,-14,-2,-3,1,6,0,2,6,1
2004,1130,1428,2004-03-19,-5,0,7,4,-6,0,-14,-1,1,-5,4,8,0,2,3,1,0
2004,1153,1190,2004-03-19,-9,0,3,0,-12,7,9,-4,-9,-5,12,8,11,-8,8,5,0
2004,1210,1320,2004-03-19,-11,0,5,4,1,-4,-9,1,2,5,4,-5,2,2,2,-2,0
2004,1228,1293,2004-03-19,-7,0,19,10,11,1,4,-2,-4,7,10,11,-2,1,3,4,0
2004,1227,1242,2004-03-19,-9,0,-25,-4,25,-2,4,-15,-26,5,-20,-8,-10,3,-8,6,1
2004,1197,1246,2004-03-19,-15,0,-20,-5,4,0,2,-10,-11,-1,-12,-10,0,5,-4,4,1
2004,1272,1376,2004-03-19,-3,0,16,8,17,7,14,-7,-9,10,1,7,-3,-2,0,1,0
2004,1280,1284,2004-03-19,-13,0,33,12,5,-1,-5,10,8,10,17,7,0,5,3,-5,0
2004,1301,1418,2004-03-19,-11,0,9,2,0,0,-5,5,1,2,3,1,0,-4,-2,-1,0
2004,1186,1329,2004-03-19,-13,0,-19,-9,4,1,13,-2,-3,1,-11,4,-1,-4,-3,-1,1
2004,1334,1344,2004-03-19,7,0,8,1,-11,0,-12,6,12,-8,1,5,-3,3,-1,-7,0
2004,1338,1416,2004-03-19,-11,0,9,-3,-8,0,-4,15,21,1,3,-3,-1,2,1,-7,0
2004,1412,1449,2004-03-19,1,0,2,-5,1,3,6,9,10,1,-5,4,-4,2,-3,-4,0
2004,1435,1444,2004-03-19,-5,0,13,4,-17,9,0,-4,2,-10,7,6,5,-4,4,-4,0
2004,1350,1458,2004-03-19,-5,0,-12,0,3,-1,-2,-11,-11,2,-2,3,5,1,0,8,1
2004,1257,1462,2004-03-19,-3,0,-10,2,17,1,14,-15,-16,1,-14,3,-5,1,0,11,1
2004,1104,1390,2004-03-20,7,0,3,-10,-30,-3,-5,26,33,-17,-3,-4,-4,4,8,-15,0
2004,1163,1177,2004-03-20,-5,0,17,6,1,0,1,5,10,4,5,3,-3,4,5,-5,0
2004,1181,1371,2004-03-20,-7,0,28,2,-9,1,-6,23,22,3,15,5,0,-1,3,-9,0
2004,1211,1305,2004-03-20,8,0,-19,-2,11,-5,5,-10,-11,5,-9,-9,2,0,-3,5,1
2004,1386,1403,2004-03-20,-7,0,5,2,4,9,19,-8,-9,2,0,-3,4,-3,-2,5,0
2004,1268,1393,2004-03-20,1,0,-2,-2,-3,-1,0,3,0,0,2,2,5,-2,1,1,1
2004,1314,1400,2004-03-20,-3,0,-3,-2,10,4,15,-3,-4,7,-6,4,0,0,0,2,1
2004,1264,1448,2004-03-20,-8,0,-4,0,6,-1,0,-3,-4,0,-5,0,-2,0,1,5,1
2004,1130,1210,2004-03-21,-3,0,-3,-3,-7,-1,-5,4,9,3,3,-1,5,-1,1,-3,1
2004,1153,1228,2004-03-21,1,0,-24,-8,3,-4,-3,-4,-3,12,1,-12,9,-8,4,0,1
2004,1242,1334,2004-03-21,-8,0,15,6,6,-1,-5,4,6,6,7,-2,-1,5,2,-3,0
2004,1272,1329,2004-03-21,-5,0,-17,-8,3,1,5,-2,-3,-3,-9,-9,-5,-2,2,-1,1
2004,1338,1458,2004-03-21,-3,0,4,4,11,-6,-8,2,2,8,1,1,-4,3,0,-3,0
2004,1246,1412,2004-03-21,8,0,-1,-3,-6,-1,2,6,5,2,6,-6,4,-5,3,-3,1
2004,1301,1435,2004-03-21,3,0,-2,4,8,3,6,-13,-13,3,1,-2,-2,-3,-1,7,1
2004,1280,1462,2004-03-21,5,0,-15,-4,17,-4,7,-3,-2,12,-10,0,-5,8,-6,7,1
2004,1104,1393,2004-03-25,3,0,9,0,-3,4,8,5,3,-6,-2,10,-9,6,2,-3,0
2004,1163,1435,2004-03-25,-4,0,20,7,-6,-2,-7,8,7,5,18,3,7,-2,4,-4,0
2004,1329,1338,2004-03-25,-1,0,12,1,-13,1,-9,9,6,-10,7,5,-2,1,4,-2,0
2004,1386,1448,2004-03-25,-3,0,4,2,7,4,8,-4,-2,3,-1,0,-4,2,4,-1,0
2004,1181,1228,2004-03-26,-4,0,10,2,-13,2,5,4,4,-9,2,2,1,5,3,-1,0
2004,1210,1305,2004-03-26,-7,0,5,5,-6,1,-2,-6,-2,-3,7,5,5,5,2,0,0
2004,1242,1412,2004-03-26,-5,0,26,7,-15,-4,-23,16,20,-4,16,9,5,-4,-1,-8,0
2004,1400,1462,2004-03-26,4,0,-8,3,4,-1,-9,-13,-18,-2,-2,-1,1,-5,3,5,1
2004,1104,1163,2004-03-27,-6,0,-16,-4,0,-4,2,-4,-11,-3,-4,-3,2,-1,-2,5,1
2004,1329,1386,2004-03-27,1,0,2,3,-4,-4,-9,0,2,6,12,-2,8,-6,3,2,0
2004,1181,1462,2004-03-28,-6,0,3,-1,-9,5,5,0,-3,-6,5,7,1,1,7,2,0
2004,1210,1242,2004-03-28,-1,0,8,-1,-9,-3,-3,13,15,-1,4,-1,-3,5,0,-9,0
2004,1163,1181,2004-04-03,1,0,1,-3,-19,0,-11,7,9,-4,11,-2,9,-3,3,-4,0
2004,1210,1329,2004-04-03,1,0,2,2,-1,3,2,-5,-9,-5,1,6,-1,4,4,4,0
2004,1163,1210,2004-04-05,-1,0,9,-1,-10,-2,-5,13,18,0,7,1,2,-5,1,-8,0
2005,1105,1324,2005-03-15,0,0,-10,-6,2,3,13,-1,-2,-4,-10,2,-3,4,1,3,1
2005,1112,1429,2005-03-17,-11,0,13,3,-6,-1,-5,8,8,-3,4,-6,-1,-3,3,-4,0
2005,1130,1335,2005-03-17,-9,0,20,5,-19,-2,-18,12,15,-8,15,7,2,-3,4,-5,0
2005,1153,1234,2005-03-17,-3,0,12,7,-2,4,1,-6,-3,-7,0,13,-3,-1,7,-1,0
2005,1211,1457,2005-03-17,-11,0,10,5,-1,-5,-10,5,10,1,3,-3,-3,1,5,-5,0
2005,1192,1228,2005-03-17,-15,0,-12,0,3,-2,-5,-10,-10,7,5,-5,9,-2,1,6,1
2005,1184,1246,2005-03-17,-13,0,-8,0,8,4,7,-12,-15,4,0,3,3,-4,-3,9,1
2005,1305,1400,2005-03-17,1,0,4,-1,-6,-2,4,8,12,3,6,9,3,-1,1,-2,0
2005,1310,1328,2005-03-17,-11,0,-17,-10,-6,3,15,0,0,-3,-8,-4,2,-1,-1,2,1
2005,1334,1338,2005-03-17,-1,0,8,1,-4,2,-3,4,5,0,5,5,2,-5,-2,-2,0
2005,1403,1417,2005-03-17,-5,0,12,6,-8,-3,-13,3,1,-5,10,5,1,2,0,-1,0
2005,1261,1412,2005-03-17,5,0,-14,-4,5,-1,15,-5,-14,5,2,-5,6,-2,3,3,1
2005,1428,1431,2005-03-17,-5,0,6,-1,-4,4,15,4,11,10,8,2,8,1,3,-7,0
2005,1151,1448,2005-03-17,-13,0,-16,-3,-6,-2,-8,-8,-12,-4,2,-4,7,-5,-1,7,1
2005,1285,1449,2005-03-17,-15,0,-11,1,7,0,1,-13,-14,3,-2,-4,2,-4,-1,2,1
2005,1166,1452,2005-03-17,-3,0,-2,-1,4,0,0,0,0,2,-4,-7,1,-4,-1,1,1
2005,1104,1454,2005-03-17,7,0,-10,0,0,-3,2,-7,-12,4,8,-3,12,-3,2,2,1
2005,1137,1242,2005-03-18,11,0,1,2,9,7,20,-10,-11,1,-5,3,-4,5,-2,6,0
2005,1163,1416,2005-03-18,-13,0,6,8,-3,-8,-22,-2,4,2,12,1,3,-3,0,-8,0
2005,1175,1181,2005-03-18,-15,0,-11,3,13,-1,-5,-16,-23,4,-6,1,3,-2,-5,8,1
2005,1196,1325,2005-03-18,-9,0,5,3,8,-2,5,1,-7,1,-2,7,-4,3,3,0,0
2005,1203,1210,2005-03-18,-7,0,-12,1,9,-1,0,-13,-6,2,-10,8,-3,-1,1,-2,1
2005,1235,1278,2005-03-18,1,0,11,4,-6,-3,-15,6,9,-5,3,3,-4,3,7,-1,0
2005,1257,1418,2005-03-18,-9,0,6,-2,4,2,10,8,9,3,-4,-2,-7,-2,2,-2,0
2005,1277,1330,2005-03-18,-7,0,8,3,-10,-4,-6,6,10,-5,5,-2,-2,0,0,-7,0
2005,1280,1390,2005-03-18,1,0,23,8,-6,5,-1,2,1,-2,11,4,4,-3,3,0,0
2005,1150,1301,2005-03-18,3,0,-12,-3,-1,4,2,-10,-8,1,2,-3,4,-6,-6,8,1
2005,1314,1324,2005-03-18,-15,0,28,12,0,6,4,-2,1,4,13,15,5,0,3,-3,0
2005,1329,1368,2005-03-18,-13,0,13,-2,-8,1,-3,16,19,3,8,3,0,-1,-1,-9,0
2005,1356,1388,2005-03-18,-3,0,9,8,10,0,-8,-7,-8,-4,-5,9,-10,6,0,5,0
2005,1393,1436,2005-03-18,9,0,-3,1,-4,-4,-9,-1,-2,1,6,-6,8,-1,3,0,1
2005,1307,1437,2005-03-18,-7,0,-8,2,4,-4,-4,-8,-12,-6,-6,-3,-3,-3,0,5,1
2005,1320,1458,2005-03-18,-5,0,-5,2,5,-7,-9,-2,-2,3,2,-6,0,1,0,2,1
2005,1112,1412,2005-03-19,-8,0,22,9,-7,1,-8,3,5,-4,11,1,2,-2,5,-8,0
2005,1228,1305,2005-03-19,-8,0,12,6,-5,-1,3,1,-5,-6,6,8,2,-1,2,1,0
2005,1153,1246,2005-03-19,-5,0,-9,-5,12,0,14,1,1,9,-8,-6,-5,-3,-1,2,1
2005,1211,1403,2005-03-19,3,0,-2,0,3,-2,2,0,2,9,3,-4,6,-5,0,3,1
2005,1328,1428,2005-03-19,3,0,-9,-1,29,-3,11,-4,-9,10,-16,-12,-13,6,1,5,1
2005,1334,1449,2005-03-19,-7,0,-18,-6,3,-1,1,-5,-2,5,-9,-4,1,2,-2,-2,1
2005,1448,1452,2005-03-19,5,0,-6,-1,1,2,2,-6,-3,7,4,3,7,2,-2,2,1
2005,1130,1454,2005-03-19,8,0,-8,-3,-5,-7,-13,5,13,5,5,-1,6,-5,-3,-4,1
2005,1181,1280,2005-03-20,-8,0,8,-1,-12,4,8,6,0,-5,9,-1,6,1,1,3,0
2005,1210,1257,2005-03-20,-1,0,-22,-2,11,-4,-5,-14,-18,-2,-13,1,-4,6,-7,6,1
2005,1277,1436,2005-03-20,-8,0,11,5,-14,-5,-10,6,8,-11,9,7,0,0,4,-3,0
2005,1163,1301,2005-03-20,8,0,-3,2,2,-8,-6,1,1,2,3,-4,1,-7,0,-2,1
2005,1235,1314,2005-03-20,-8,0,-27,-4,11,-4,-12,-15,-20,5,-8,0,4,-6,-2,5,1
2005,1329,1356,2005-03-20,-5,0,8,2,-10,0,-7,4,3,-4,6,4,3,-5,0,-5,0
2005,1196,1437,2005-03-20,1,0,-11,-4,-6,4,7,-7,-10,-7,-3,-1,5,-5,0,7,1
2005,1137,1458,2005-03-20,-8,0,-9,2,4,-2,-2,-11,-15,-1,0,-1,3,-1,1,12,1
2005,1112,1329,2005-03-24,1,0,1,2,-19,-3,-9,0,4,-8,12,0,6,-7,5,0,0
2005,1228,1454,2005-03-24,-11,0,14,6,0,2,-9,0,-3,-5,3,8,-3,3,-1,8,0
2005,1257,1449,2005-03-24,3,0,14,3,-11,5,1,3,0,-3,14,2,6,-1,4,-7,0
2005,1403,1452,2005-03-24,1,0,-5,0,5,-8,-14,3,3,4,-1,-4,-2,6,-2,0,1
2005,1246,1428,2005-03-25,-4,0,10,7,-2,0,3,-4,-9,-5,5,0,2,1,2,5,0
2005,1181,1277,2005-03-25,4,0,-10,-5,-14,2,9,-2,1,-7,2,-4,6,-2,2,0,1
2005,1314,1437,2005-03-25,-4,0,1,-3,-13,0,-9,7,5,-2,11,4,8,-2,-2,3,0
2005,1301,1458,2005-03-25,-4,0,-9,-2,8,5,12,-10,-12,-2,-12,5,-5,8,5,11,1
2005,1112,1228,2005-03-26,-2,0,-1,0,-10,-9,-17,8,6,-2,7,0,4,-1,6,-8,1
2005,1257,1452,2005-03-26,-3,0,8,6,11,-7,1,3,10,11,4,-4,-3,3,2,-1,0
2005,1246,1277,2005-03-27,3,0,-6,1,5,-1,0,-7,-7,-1,-2,-1,-2,1,0,5,1
2005,1314,1458,2005-03-27,-5,0,6,4,3,-6,-8,4,5,2,2,2,-3,0,5,-2,0
2005,1228,1257,2005-04-02,-3,0,15,6,2,6,10,-3,-4,3,9,11,2,-1,-4,-1,0
2005,1277,1314,2005-04-02,-4,0,-16,-10,3,1,3,3,1,2,-11,-3,-1,5,-2,2,1
2005,1228,1314,2005-04-04,0,0,-5,0,18,3,24,-8,-13,9,-4,6,-2,4,-1,5,1
2006,1214,1284,2006-03-14,0,0,-22,-8,2,-6,-11,0,4,8,-4,-14,4,2,-6,0,1
2006,1104,1266,2006-03-16,3,0,5,-4,-6,5,1,8,12,3,1,2,2,-5,-1,-5,0
2006,1130,1334,2006-03-16,-9,0,12,3,-6,-4,-2,10,11,-7,0,4,-7,8,0,-6,0
2006,1181,1380,2006-03-16,-15,0,16,2,-13,1,2,11,10,-7,10,7,4,-5,4,-9,0
2006,1196,1375,2006-03-16,-11,0,26,10,4,1,5,5,4,1,7,13,-5,1,4,-8,0
2006,1203,1423,2006-03-16,-1,0,3,-1,12,-1,0,6,4,7,-6,-4,-5,4,0,-2,0
2006,1211,1462,2006-03-16,-11,0,4,5,-1,-4,-16,-2,-6,-2,4,-3,2,0,3,5,0
2006,1102,1228,2006-03-16,-9,0,-9,-8,-9,5,5,2,4,-6,-7,-2,0,1,0,-4,1
2006,1231,1361,2006-03-16,-5,0,4,4,16,-2,8,-2,1,5,-10,-1,-7,4,-2,-3,0
2006,1233,1261,2006-03-16,-9,0,-16,-4,10,-2,8,-6,-2,4,-14,-10,-3,2,-8,2,1
2006,1285,1305,2006-03-16,7,0,8,-4,-14,1,-6,15,17,-7,3,3,-1,-3,-5,-11,0
2006,1397,1457,2006-03-16,-13,0,2,2,-3,-2,-3,0,-3,-4,2,-2,-2,-1,3,0,0
2006,1393,1401,2006-03-16,7,0,-8,0,-5,-3,-1,-5,-1,-3,0,-2,2,-2,-3,-3,1
2006,1125,1417,2006-03-16,-13,0,-34,-13,3,0,6,-8,-4,0,-18,-11,0,-3,-1,2,1
2006,1429,1449,2006-03-16,-7,0,-14,-3,-8,-9,-14,1,2,4,9,-2,15,-8,1,0,1
2006,1328,1454,2006-03-16,5,0,-8,7,6,-1,-6,-21,-24,0,3,5,6,0,3,10,1
2006,1371,1455,2006-03-16,-3,0,-20,-6,4,-4,-2,-4,-13,-3,-5,-9,-2,4,3,4,1
2006,1112,1458,2006-03-17,-1,0,19,10,1,-5,-10,4,1,-1,10,0,-1,5,3,2,0
2006,1133,1242,2006-03-17,9,0,4,-3,-6,4,3,6,13,0,-1,6,-2,-6,0,-8,0
2006,1116,1137,2006-03-17,1,0,-4,2,3,-9,-9,1,6,4,-1,3,-1,-6,2,-2,1
2006,1107,1163,2006-03-17,-15,0,-13,-3,6,-4,-1,-3,-5,1,-7,-5,-4,5,-4,5,1
2006,1206,1277,2006-03-17,5,0,10,3,-11,-5,-14,9,21,4,12,-10,4,2,4,-13,0
2006,1207,1320,2006-03-17,-3,0,5,3,-2,-2,-7,1,2,-1,2,5,1,0,1,-3,0
2006,1246,1412,2006-03-17,-1,0,5,-6,3,0,1,17,13,7,2,-5,-2,-3,-4,-4,0
2006,1272,1331,2006-03-17,-15,0,16,9,8,4,7,-6,-4,5,4,2,0,6,-2,4,0
2006,1143,1301,2006-03-17,3,0,-6,-1,5,0,0,-4,-7,2,-1,-1,2,2,0,3,1
2006,1293,1314,2006-03-17,-11,0,-4,3,17,2,9,-12,-13,5,-9,-10,-4,-1,-1,7,1
2006,1234,1322,2006-03-17,11,0,-1,-5,-19,-3,-5,12,12,-5,10,-7,8,-5,1,-4,1
2006,1172,1326,2006-03-17,-13,0,-8,0,3,0,0,-8,-16,-1,2,3,5,-1,-1,7,1
2006,1245,1338,2006-03-17,-7,0,-15,-8,13,3,8,-2,-2,10,-9,-6,-2,2,-6,6,1
2006,1335,1400,2006-03-17,-13,0,-8,-1,8,8,17,-14,-13,-3,-18,3,-3,0,-5,6,1
2006,1284,1437,2006-03-17,-15,0,-13,-2,-11,-3,-8,-6,-6,-9,0,5,5,-6,2,0,1
2006,1356,1452,2006-03-17,-5,0,-18,-2,-3,-7,-19,-7,-7,-3,-2,-3,4,-1,-1,4,1
2006,1130,1285,2006-03-18,-8,0,13,7,8,1,-3,-2,-2,9,6,-3,1,-1,6,-2,0
2006,1181,1203,2006-03-18,-7,0,13,0,-24,1,-2,12,18,-10,10,2,4,-4,7,-14,0
2006,1196,1454,2006-03-18,-8,0,22,8,-5,1,0,5,2,-4,12,7,-1,0,4,1,0
2006,1211,1231,2006-03-18,-3,0,10,-3,-8,-14,-25,30,35,0,3,-5,-6,7,-1,-15,0
2006,1261,1401,2006-03-18,-8,0,1,-3,1,-4,-1,11,11,2,-3,-4,-4,-3,3,-10,0
2006,1104,1417,2006-03-18,-8,0,-3,-5,-8,-7,-14,14,12,3,6,-7,4,2,-1,-5,1
2006,1228,1449,2006-03-18,1,0,-3,8,18,0,3,-19,-28,2,-2,7,1,-1,-5,11,1
2006,1397,1455,2006-03-18,5,0,-7,3,19,1,14,-14,-16,9,-5,-1,-3,6,5,8,1
2006,1133,1338,2006-03-19,8,0,6,-3,-2,-4,-14,16,21,4,-2,3,-6,6,0,-7,0
2006,1163,1246,2006-03-19,-7,0,4,2,0,-4,-11,4,12,2,-1,1,-2,0,0,-5,0
2006,1206,1314,2006-03-19,8,0,5,0,-6,-6,-14,11,15,-2,0,-2,-5,4,-8,-7,0
2006,1207,1326,2006-03-19,5,0,18,8,11,1,-2,1,3,9,4,8,-3,2,1,-4,0
2006,1137,1272,2006-03-19,-8,0,-16,-8,-7,-5,-4,5,3,4,4,-7,10,-6,-2,0,1
2006,1301,1400,2006-03-19,-8,0,-21,-4,0,-5,3,-8,-7,-3,-7,-7,3,-1,0,3,1
2006,1112,1437,2006-03-19,-7,0,-4,0,13,-4,-2,0,0,8,-5,2,-3,1,-2,0,1
2006,1322,1452,2006-03-19,-8,0,-13,3,9,-1,-2,-18,-22,9,4,2,10,-6,1,9,1
