TeamID,TeamName,Sports,BetExp,Name0,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10
1171,Dartmouth,Dartmouth,Dartmouth,Dartmouth,dartmouth,,,,,,,,,
1172,Davidson,Davidson,Davidson,Davidson,davidson,,,,,,,,,
1173,Dayton,Dayton,Dayton,Dayton,dayton,,,,,,,,,
1174,Delaware,Delaware,Delaware,Delaware,delaware,,,,,,,,,
1175,Delaware State,Delaware State,Delaware State,Delaware St,delaware st,delaware st.,delaware state,delaware-st,delaware-state,,,,,
1176,Denver,Denver,Denver,Denver,denver,,,,,,,,,
1177,DePaul,DePaul,DePaul,DePaul,depaul,,,,,,,,,
1178,Detroit Mercy,Detroit Mercy,Detroit,Detroit,detroit,detroit mercy,detroit-mercy,,,,,,,
1179,Drake,Drake,Drake,Drake,drake,,,,,,,,,
1180,Drexel,Drexel,Drexel,Drexel,drexel,,,,,,,,,
1181,Duke,Duke,Duke,Duke,duke,,,,,,,,,
1182,Duquesne,Duquesne,Duquesne,Duquesne,duquesne,,,,,,,,,
1183,Eastern Illinois,Eastern Illinois,Eastern Illinois,E Illinois,e illinois,eastern ill.,eastern illinois,eastern-ill,eastern-illinois,,,,,
1184,Eastern Kentucky,Eastern Kentucky,Eastern Kentucky,E Kentucky,e kentucky,eastern kentucky,eastern ky.,eastern-kentucky,eastern-ky,,,,,
1185,Eastern Michigan,Eastern Michigan,Eastern Michigan,E Michigan,e michigan,eastern mich.,eastern michigan,eastern-mich,eastern-michigan,,,,,
1186,Eastern Washington,Eastern Washington,East. Washington,E Washington,e washington,eastern wash.,eastern washington,eastern-wash,eastern-washington,,,,,
1187,East Carolina,East Carolina,East Carolina,East Carolina,east carolina,east-carolina,,,,,,,,
1188,SIU Edwardsville,SIU Edwardsville,Siu Edwardsville,SIUE,edwardsville,siu - edwardsville,siu edwardsville,siu-edwardsville,siue,southern illinois-edwardsville,southern-illinois-edwardsville,,,
1189,Elon,Elon,Elon,Elon,elon,elon university,,,,,,,,
1190,East Tennessee State,East Tennessee State,East Tennessee St,ETSU,east tenn. st.,east tennessee st.,east tennessee state,east-tennessee-state,etsu,,,,,
1191,Evansville,Evansville,Evansville,Evansville,evansville,,,,,,,,,
1192,Fairleigh Dickinson,Fairleigh Dickinson,Fairleigh Dickinson,F Dickinson,f dickinson,fairleigh dickinson,fairleigh-dickinson,,,,,,,
1193,Fairfield,Fairfield,Fairfield,Fairfield,fairfield,,,,,,,,,
1194,Florida Atlantic,Florida Atlantic,Florida Atlantic,FL Atlantic,fl atlantic,fla-atlantic,fla. atlantic,florida atlantic,florida-atlantic,,,,,
1195,Florida Gulf Coast,Florida Gulf Coast,Florida Gulf Coast,FL Gulf Coast,fgcu,fl gulf coast,florida gulf coast,florida-gulf-coast,,,,,,
1196,Florida,Florida,Florida,Florida,florida,,,,,,,,,
1197,Florida A&M,Florida A&M,Florida A&M,Florida A&M,florida a&m,florida-am,,,,,,,,
1198,Florida International,Florida International,Florida International,Florida Intl,fiu,florida internationa,florida international,florida intl,florida-international,,,,,
1199,Florida State,Florida State,Florida State,Florida St,florida st,florida st.,florida state,florida-st,florida-state,,,,,
1200,Fordham,Fordham,Fordham,Fordham,fordham,,,,,,,,,
1201,Fresno State,Fresno State,Fresno State,Fresno St,fresno st,fresno st.,fresno state,fresno-st,fresno-state,,,,,
1202,Furman,Furman,Furman,Furman,furman,,,,,,,,,
1203,George Washington,George Washington,George Washington,G Washington,g washington,george washington,george-washington,,,,,,,
1204,Georgia Southern,Georgia Southern,Georgia Southern,Ga Southern,ga southern,ga-southern,ga. southern,georgia southern,georgia-southern,,,,,
1205,Gardner-Webb,Gardner-Webb,Gardner Webb,Gardner Webb,gardner webb,gardner-webb,,,,,,,,
1206,George Mason,George Mason,George Mason,George Mason,george mason,george-mason,,,,,,,,
1207,Georgetown,Georgetown,Georgetown,Georgetown,georgetown,,,,,,,,,
1208,Georgia,Georgia,Georgia,Georgia,georgia,,,,,,,,,
1209,Georgia State,Georgia State,Georgia State,Georgia St,georgia st,georgia st.,georgia state,georgia-st,georgia-state,,,,,
1210,Georgia Tech,Georgia Tech,Georgia Tech,Georgia Tech,georgia tech,georgia-tech,,,,,,,,
1211,Gonzaga,Gonzaga,Gonzaga,Gonzaga,gonzaga,,,,,,,,,
1212,Grambling,Grambling,Grambling St.,Grambling,grambling,grambling st.,grambling state,grambling-state,,,,,,
1213,Grand Canyon,Grand Canyon,Grand Canyon,Grand Canyon,grand canyon,grand-canyon,,,,,,,,
1214,Hampton,Hampton,Hampton,Hampton,hampton,,,,,,,,,
1216,Hartford,Hartford,Hartford,Hartford,hartford,,,,,,,,,
1217,Harvard,Harvard,Harvard,Harvard,harvard,,,,,,,,,
1218,Hawaii,Hawaii,Hawaii,Hawaii,hawai'i,hawaii,,,,,,,,
1219,High Point,High Point,High Point,High Point,high point,high-point,,,,,,,,
1220,Hofstra,Hofstra,Hofstra,Hofstra,hofstra,,,,,,,,,
1221,Holy Cross,Holy Cross,Holy Cross,Holy Cross,holy cross,holy-cross,,,,,,,,
1222,Houston,Houston,Houston,Houston,houston,,,,,,,,,
1223,Houston Christian,Houston Christian,Houston Christian,Houston Chr,houston bap,houston baptist,houston chr,houston-baptist,,,,,,
1224,Howard,Howard,Howard,Howard,howard,,,,,,,,,
1225,Idaho,Idaho,Idaho,Idaho,idaho,,,,,,,,,
1226,Idaho State,Idaho State,Idaho State,Idaho St,idaho st,idaho st.,idaho state,idaho-st,idaho-state,,,,,
1227,Illinois-Chicago,Illinois-Chicago,Illinois (Chi.),IL Chicago,il chicago,ill-chicago,ill.-chicago,illinois-chicago,uic,,,,,
1228,Illinois,Illinois,Illinois,Illinois,illinois,,,,,,,,,
1229,Illinois State,Illinois State,Illinois State,Illinois St,illinois st,illinois st.,illinois state,illinois-st,illinois-state,,,,,
1230,Incarnate Word,Incarnate Word,Incarnate Word,Incarnate Word,incarnate word,incarnate-word,,,,,,,,
1231,Indiana,Indiana,Indiana,Indiana,indiana,,,,,,,,,
1232,Indiana State,Indiana State,Indiana State,Indiana St,indiana st,indiana st.,indiana state,indiana-st,indiana-state,,,,,
1233,Iona,Iona,Iona,Iona,iona,,,,,,,,,
1234,Iowa,Iowa,Iowa,Iowa,iowa,,,,,,,,,
1235,Iowa State,Iowa State,Iowa State,Iowa St,iowa st,iowa st.,iowa state,iowa-st,iowa-state,,,,,
1236,Purdue-Fort Wayne,Purdue-Fort Wayne,IPFW,PFW,fort wayne,fort wayne(ipfw),fort-wayne,ipfw,iupu - ft. wayne,iupu-fort wayne,iupu-fort-wayne,pfw,purdue fort wayne,
1237,IUPUI,IUPUI,IUPUI,IUPUI,indiana - purdue,iupui,,,,,,,,
1238,Jackson State,Jackson State,Jackson State,Jackson St,jackson st,jackson st.,jackson state,jackson-st,jackson-state,,,,,
1239,Jacksonville,Jacksonville,Jacksonville,Jacksonville,jacksonville,,,,,,,,,
1240,Jacksonville State,Jacksonville State,Jacksonville State,Jacksonville St,jacksonville st,jacksonville st.,jacksonville state,jacksonville-st,jacksonville-state,,,,,
1241,James Madison,James Madison,James Madison,James Madison,james madison,james-madison,,,,,,,,
1242,Kansas,Kansas,Kansas,Kansas,kansas,,,,,,,,,
1243,Kansas State,Kansas State,Kansas State,Kansas St,kansas st,kansas st.,kansas state,kansas-st,kansas-state,,,,,
1244,Kennesaw State,Kennesaw State,Kennesaw State,Kennesaw,kennesaw,kennesaw st.,kennesaw state,kennesaw-st,kennesaw-state,,,,,
1245,Kent State,Kent State,Kent State,Kent,kent,kent st.,kent state,kent-st,kent-state,,,,,
1246,Kentucky,Kentucky,Kentucky,Kentucky,kentucky,,,,,,,,,
1247,La Salle,La Salle,La Salle,La Salle,la salle,la-salle,,,,,,,,
1248,Lafayette,Lafayette,Lafayette,Lafayette,lafayette,,,,,,,,,
1249,Lamar,Lamar,Lamar,Lamar,lamar,lamar university,lamar-university,,,,,,,
1250,Lehigh,Lehigh,Lehigh,Lehigh,lehigh,,,,,,,,,
1251,Liberty,Liberty,Liberty,Liberty,liberty,,,,,,,,,
1252,Lipscomb,Lipscomb,Lipscomb,Lipscomb,lipscomb,,,,,,,,,
1253,Long Beach State,Long Beach State,Long Beach State,Long Beach St,long beach st,long beach st.,long beach state,long-beach-st,long-beach-state,longbeach state,,,,
1254,Long Island University,Long Island University,LIU Sharks,LIU Brooklyn,liu brooklyn,liu-brooklyn,long island,long island university,long-island,long-island-university,,,,
1255,Longwood,Longwood,Longwood,Longwood,longwood,,,,,,,,,
1256,Louisiana Tech,Louisiana Tech,Louisiana Tech,Louisiana Tech,louisiana tech,louisiana-tech,,,,,,,,
1257,Louisville,Louisville,Louisville,Louisville,louisville,,,,,,,,,
1258,Loyola Marymount,Loyola Marymount,Loyola Marymount,Loy Marymount,loy marymount,loyola marymount,loyola-marymount,,,,,,,
1259,Loyola MD,Loyola (MD),Loyola Maryland,Loyola MD,loyola (md),loyola maryland,loyola md,loyola-maryland,loyola-md,,,,,
1260,Loyola IL,Loyola (IL),Loyola Chicago,Loyola-Chicago,loyola (il),loyola chicago,loyola-c,loyola-chicago,loyola-il,,,,,
1261,Louisiana State,Louisiana State,LSU,LSU,louisiana state,louisiana-state,lsu,,,,,,,
1262,MA-Lowell,Massachusetts-Lowell,UMass Lowell,MA Lowell,ma lowell,massachusetts lowell,massachusetts-lowell,umass lowell,umass-lowell,,,,,
1263,Maine,Maine,Maine Black Bears,Maine,maine,,,,,,,,,
1264,Manhattan,Manhattan,Manhattan,Manhattan,manhattan,,,,,,,,,
1265,Marist,Marist,Marist,Marist,marist,,,,,,,,,
1266,Marquette,Marquette,Marquette,Marquette,marquette,,,,,,,,,
1267,Marshall,Marshall,Marshall,Marshall,marshall,,,,,,,,,
1268,Maryland,Maryland,Maryland,Maryland,maryland,,,,,,,,,
1269,Massachusetts,Massachusetts,UMass,Massachusetts,massachusetts,umass,,,,,,,,
1270,McNeese State,McNeese State,McNeese State,McNeese St,mcneese,mcneese st,mcneese st.,mcneese state,mcneese-state,,,,,
1271,MD-Eastern Shore,Maryland-Eastern Shore,Md.-East. Shore,MD E Shore,maryland - e. shore,maryland-eastern shore,maryland-eastern-shore,md e shore,md. eastern shore,umes,,,,
1272,Memphis,Memphis,Memphis,Memphis,memphis,,,,,,,,,
1273,Mercer,Mercer,Mercer,Mercer,mercer,,,,,,,,,
1274,Miami FL,Miami (FL),Miami (FL),Miami FL,miami (fl),miami (fla.),miami - florida,miami fl,miami-fl,miami-florida,,,,
1275,Miami OH,Miami (OH),Miami (Ohio),Miami OH,miami (oh),miami (ohio),miami oh,miami-oh,miami-ohio,,,,,
1276,Michigan,Michigan,Michigan,Michigan,michigan,,,,,,,,,
1277,Michigan State,Michigan State,Michigan State,Michigan St,michigan st,michigan st.,michigan state,michigan-st,michigan-state,,,,,
1278,Minnesota,Minnesota,Minnesota,Minnesota,minnesota,,,,,,,,,
1279,Mississippi,Mississippi,Ole Miss,Mississippi,mississippi,ole miss,ole-miss,,,,,,,
1280,Mississippi State,Mississippi State,Mississippi St.,Mississippi St,mississippi st,mississippi st.,mississippi state,mississippi-st,mississippi-state,,,,,
1281,Missouri,Missouri,Missouri,Missouri,missouri,,,,,,,,,
1282,Kansas City,Kansas City,UMKC,Missouri KC,missouri kc,missouri-kansas city,missouri-kansas-city,mo kansas city,umkc,,,,,
1283,Missouri State,Missouri State,Missouri State,Missouri St,missouri st,missouri st.,missouri state,missouri-st,missouri-state,southwest missouri state,sw missouri st.,,,
1284,Monmouth,Monmouth,Monmouth,Monmouth NJ,monmouth,monmouth nj,monmouth-nj,,,,,,,
1285,Montana,Montana,Montana,Montana,montana,,,,,,,,,
1286,Montana State,Montana State,Montana State,Montana St,montana st,montana st.,montana state,montana-st,montana-state,,,,,
1287,Morehead State,Morehead State,Morehead State,Morehead St,morehead st,morehead st.,morehead state,morehead-st,morehead-state,,,,,
1288,Morgan State,Morgan State,Morgan State,Morgan St,morgan st,morgan st.,morgan state,morgan-st,morgan-state,,,,,
1290,Mississippi Valley State,Mississippi Valley State,Miss. Valley St.,MS Valley St,miss valley st.,mississippi val.,mississippi valley state,mississippi-val,mississippi-valley-state,ms valley st,ms valley state,mvsu(miss. valley st,,
1291,Mount St Marys,Mount St. Mary's,Mount St. Mary's,Mt St Mary's,mount saint mary`s,mount st. mary's,mount st. marys,mount-st-marys,mt st mary's,mt st. mary's,mt-st-marys,mt. st. mary's,mt. st. mary`s,
1292,Middle Tennessee,Middle Tennessee,Middle Tenn. St.,MTSU,middle tenn st,middle tenn st.,middle tenn.,middle tennessee,middle tennessee st.,middle tennessee state,middle-tenn,middle-tennessee,middle-tennessee-state,mtsu
1293,Murray State,Murray State,Murray State,Murray St,murray st,murray st.,murray state,murray-st,murray-state,,,,,
1294,Northern Colorado,Northern Colorado,Northern Colorado,N Colorado,n colorado,northern colo.,northern colorado,northern-colo,northern-colorado,,,,,
1295,North Dakota State,North Dakota State,North Dakota St,N Dakota St,n dakota st,north dakota st.,north dakota state,north-dakota-st,north-dakota-state,,,,,
1296,Northern Illinois,Northern Illinois,Northern Illinois,N Illinois,n illinois,northern ill.,northern illinois,northern-ill,northern-illinois,,,,,
1297,Northern Kentucky,Northern Kentucky,Northern Kentucky,N Kentucky,n kentucky,northern kentucky,northern ky.,northern-kentucky,northern-ky,,,,,
1298,Navy,Navy,Navy,Navy,navy,,,,,,,,,
1299,North Carolina A&T,North Carolina A&T,N. Carolina A&T,NC A&T,n. carolina a&t,n.c. a&t,nc a&t,nc-at,no.carolina a&t,north carolina a&t,north-carolina-at,,,
1300,North Carolina Central,North Carolina Central,N. Carolina Central,NC Central,n.c. central,nc central,nc-central,north carolina central,north-carolina-central,,,,,
1301,NC State,NC State,NC State,NC State,n.c. state,nc state,nc-state,north carolina st.,north carolina state,north-carolina-st,north-carolina-state,,,
1303,Omaha,Omaha,Nebraska O.,NE Omaha,ne omaha,nebraska omaha,nebraska-omaha,omaha,,,,,,
1304,Nebraska,Nebraska,Nebraska,Nebraska,nebraska,,,,,,,,,
1305,Nevada,Nevada,Nevada,Nevada,nevada,,,,,,,,,
1306,New Hampshire,New Hampshire,New Hampshire,New Hampshire,new hampshire,new-hampshire,,,,,,,,
1307,New Mexico,New Mexico,New Mexico,New Mexico,new mexico,new-mexico,,,,,,,,
1308,New Mexico State,New Mexico State,New Mexico State,New Mexico St,new mexico st,new mexico st.,new mexico state,new-mexico-st,new-mexico-state,,,,,
1309,New Orleans,New Orleans,New Orleans,New Orleans,new orleans,new-orleans,neworleans,,,,,,,
1310,Niagara,Niagara,Niagara,Niagara,niagara,,,,,,,,,
1311,Nicholls State,Nicholls State,Nicholls State,Nicholls St,nicholls,nicholls st,nicholls st.,nicholls state,nicholls-st,nicholls-state,,,,
1312,NJIT,NJIT,NJIT,NJIT,n.j.i.t.,new jersey tech,new-jersey-tech,njit,,,,,,
1313,Norfolk State,Norfolk State,Norfolk State,Norfolk St,norfolk st,norfolk st.,norfolk state,norfolk-st,norfolk-state,,,,,
1314,North Carolina,North Carolina,North Carolina,North Carolina,north carolina,north-carolina,unc,,,,,,,
1315,North Dakota,North Dakota,North Dakota,North Dakota,north dakota,north-dakota,,,,,,,,
1316,North Florida,North Florida,North Florida,North Florida,north florida,north-florida,,,,,,,,
1317,North Texas,North Texas,North Texas,North Texas,north texas,north-texas,,,,,,,,
1318,Northeastern,Northeastern,Northeastern,Northeastern,northeastern,,,,,,,,,
1319,Northern Arizona,Northern Arizona,Northern Arizona,Northern Arizona,northern ariz.,northern arizona,northern-ariz,northern-arizona,,,,,,
1320,Northern Iowa,Northern Iowa,Northern Iowa,Northern Iowa,northern iowa,northern-iowa,uni,,,,,,,
1321,Northwestern,Northwestern,Northwestern,Northwestern,northwestern,,,,,,,,,
1322,Northwestern State,Northwestern State,Northwestern St.,Northwestern LA,northwestern la,northwestern st.,northwestern state,northwestern-st,northwestern-state,,,,,
1323,Notre Dame,Notre Dame,Notre Dame,Notre Dame,notre dame,notre-dame,,,,,,,,
1324,Oakland,Oakland,Oakland,Oakland,oakland,,,,,,,,,
1325,Ohio,Ohio,Ohio,Ohio,ohio,,,,,,,,,
1326,Ohio State,Ohio State,Ohio State,Ohio St,ohio st,ohio st.,ohio state,ohio-st,ohio-state,,,,,
1328,Oklahoma,Oklahoma,Oklahoma,Oklahoma,oklahoma,,,,,,,,,
1329,Oklahoma State,Oklahoma State,Oklahoma State,Oklahoma St,oklahoma st,oklahoma st.,oklahoma state,oklahoma-st,oklahoma-state,,,,,
1330,Old Dominion,Old Dominion,Old Dominion,Old Dominion,old dominion,old-dominion,,,,,,,,
1331,Oral Roberts,Oral Roberts,Oral Roberts,Oral Roberts,oral roberts,oral-roberts,,,,,,,,
1332,Oregon,Oregon,Oregon,Oregon,oregon,,,,,,,,,
1333,Oregon State,Oregon State,Oregon State,Oregon St,oregon st,oregon st.,oregon state,oregon-st,oregon-state,,,,,
1334,Pacific,Pacific,Pacific,Pacific,pacific,,,,,,,,,
1335,Penn,Pennsylvania,Penn,Penn,penn,pennsylvania,,,,,,,,
1336,Penn State,Penn State,Penn State,Penn St,penn st,penn st.,penn state,penn-st,penn-state,,,,,
1337,Pepperdine,Pepperdine,Pepperdine,Pepperdine,pepperdine,,,,,,,,,
1338,Pittsburgh,Pittsburgh,Pittsburgh,Pittsburgh,pitt,pittsburgh,,,,,,,,
1339,Portland,Portland,Portland,Portland,portland,,,,,,,,,
1340,Portland State,Portland State,Portland State,Portland St,portland st,portland st.,portland state,portland-st,portland-state,,,,,
1341,Prairie View,Prairie View,Prairie View A&M,Prairie View,prairie view,prairie view a&m,prairie-view,prairie-view-am,,,,,,
1342,Presbyterian,Presbyterian,Presbyterian,Presbyterian,presbyterian,,,,,,,,,
1343,Princeton,Princeton,Princeton,Princeton,princeton,,,,,,,,,
1344,Providence,Providence,Providence,Providence,providence,,,,,,,,,
1345,Purdue,Purdue,Purdue,Purdue,purdue,,,,,,,,,
1346,Quinnipiac,Quinnipiac,Quinnipiac,Quinnipiac,quinnipiac,,,,,,,,,
1347,Radford,Radford,Radford,Radford,radford,,,,,,,,,
1348,Rhode Island,Rhode Island,Rhode Island,Rhode Island,rhode island,rhode-island,,,,,,,,
1349,Rice,Rice,Rice,Rice,rice,,,,,,,,,
1350,Richmond,Richmond,Richmond,Richmond,richmond,,,,,,,,,
1351,Rider,Rider,Rider,Rider,rider,,,,,,,,,
1352,Robert Morris,Robert Morris,Robert Morris,Robert Morris,robert morris,robert-morris,,,,,,,,
1353,Rutgers,Rutgers,Rutgers,Rutgers,rutgers,,,,,,,,,
1354,South Carolina State,South Carolina State,South Carolina St,S Carolina St,s carolina st,s carolina state,sc state,south carolina st.,south carolina state,south-carolina-st,south-carolina-state,,,
1355,South Dakota State,South Dakota State,South Dakota St.,S Dakota St,s dakota st,south dakota st.,south dakota state,south-dakota-st,south-dakota-state,,,,,
1356,Southern Illinois,Southern Illinois,Southern Illinois,S Illinois,s illinois,southern ill.,southern illinois,southern-ill,southern-illinois,,,,,
1357,Sacred Heart,Sacred Heart,Sacred Heart,Sacred Heart,sacred heart,sacred-heart,,,,,,,,
1358,Sam Houston State,Sam Houston State,Sam Houston St.,Sam Houston St,sam houston,sam houston st,sam houston st.,sam houston state,sam-houston-st,sam-houston-state,,,,
1359,Samford,Samford,Samford,Samford,samford,,,,,,,,,
1360,San Diego,San Diego,San Diego Toreros,San Diego,san diego,san-diego,,,,,,,,
1361,San Diego State,San Diego State,San Diego State,San Diego St,san diego st,san diego st.,san diego state,san-diego-st,san-diego-state,sd state,,,,
1362,San Francisco,San Francisco,San Francisco,San Francisco,san francisco,san-francisco,,,,,,,,
1363,San Jose State,San Jose State,San Jose State,San Jose St,san jose st,san jose st.,san jose state,san-jose-st,san-jose-state,,,,,
1364,Santa Barbara,UC Santa Barbara,UC Santa Barbara,UC Santa Barbara,california-santa barbara,california-santa-barbara,santa barbara,uc santa barb.,uc santa barbara,uc-santa barbara,uc-santa-barbara,ucsb,,
1365,Santa Clara,Santa Clara,Santa Clara,Santa Clara,santa clara,santa-clara,,,,,,,,
1366,Savannah State,Savannah State,,Savannah St,savannah st,savannah st.,savannah state,savannah-st,savannah-state,,,,,
1367,South Carolina Upstate,South Carolina Upstate,USC Upstate,SC Upstate,sc upstate,south carolina upstat,south carolina upstate,south-carolina-upstate,usc upstate,usc-upstate,,,,
1368,Southeastern Louisiana,Southeastern Louisiana,SE Louisiana,SE Louisiana,se louisiana,southeastern la.,southeastern louisiana,southeastern-la,southeastern-louisiana,,,,,
1369,Southeast Missouri State,Southeast Missouri State,Southeast Missouri State,SE Missouri St,se missouri st,se missouri st.,se missouri st.(se,se missouri state,southeast missouri state,southeast mo. st.,southeast-missouri-state,southeast-mo-st,,
