Season,TeamID,ConfAbbrev,Conference,ConfRank,ConfSRS,ConfSOS,WinPCT,Wins,Losses,Schools
2010,1149,big_south,Big South Conference,30,-12.4,-7.59,0.508960573,142,137,9
2010,1150,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1151,southern,Southern Conference,19,-4.63,-2.5,0.487244898,191,201,12
2010,1152,gwc,Great West Conference,33,-18.72,-7.39,0.293650794,37,89,4
2010,1153,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1154,southern,Southern Conference,19,-4.63,-2.5,0.487244898,191,201,12
2010,1155,acc,Atlantic Coast Conference,2,13.24,7.76,0.640394089,260,146,12
2010,1156,horizon,Horizon League,13,0.29,0.93,0.536585366,176,152,10
2010,1157,big_south,Big South Conference,30,-12.4,-7.59,0.508960573,142,137,9
2010,1158,southern,Southern Conference,19,-4.63,-2.5,0.487244898,191,201,12
2010,1159,patriot,Patriot League,27,-8.9,-7.31,0.455284553,112,134,8
2010,1160,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1161,mwc,Mountain West Conference,7,5.68,3.84,0.584459459,173,123,9
2010,1162,ivy,Ivy League,24,-6.73,-4.33,0.4875,117,123,8
2010,1163,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1164,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
2010,1165,ivy,Ivy League,24,-6.73,-4.33,0.4875,117,123,8
2010,1166,mvc,Missouri Valley Conference,9,4.12,2.46,0.577507599,190,139,10
2010,1167,ind,Independent,31,-13.8,-4.75,0.403508772,23,34,2
2010,1168,big_west,Big West Conference,17,-3.89,-1.67,0.487719298,139,146,9
2010,1169,big_west,Big West Conference,17,-3.89,-1.67,0.487719298,139,146,9
2010,1170,big_sky,Big Sky Conference,18,-4.35,-2.01,0.489051095,134,140,9
2010,1171,ivy,Ivy League,24,-6.73,-4.33,0.4875,117,123,8
2010,1172,southern,Southern Conference,19,-4.63,-2.5,0.487244898,191,201,12
2010,1173,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1174,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1175,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
2010,1176,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1177,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1178,horizon,Horizon League,13,0.29,0.93,0.536585366,176,152,10
2010,1179,mvc,Missouri Valley Conference,9,4.12,2.46,0.577507599,190,139,10
2010,1180,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1181,acc,Atlantic Coast Conference,2,13.24,7.76,0.640394089,260,146,12
2010,1182,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1183,ovc,Ohio Valley Conference,21,-5.8,-3.33,0.490625,157,163,10
2010,1184,ovc,Ohio Valley Conference,21,-5.8,-3.33,0.490625,157,163,10
2010,1185,mac,Mid-American Conference,15,-2.25,-1.27,0.506493506,195,190,12
2010,1186,big_sky,Big Sky Conference,18,-4.35,-2.01,0.489051095,134,140,9
2010,1187,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1188,ind,Independent,31,-13.8,-4.75,0.403508772,23,34,2
2010,1189,southern,Southern Conference,19,-4.63,-2.5,0.487244898,191,201,12
2010,1190,a_sun,Atlantic Sun Conference,20,-5.41,-2.71,0.505263158,144,141,9
2010,1191,mvc,Missouri Valley Conference,9,4.12,2.46,0.577507599,190,139,10
2010,1192,nec,Northeast Conference,28,-11.25,-7.91,0.444444444,152,190,11
2010,1193,maac,Metro Atlantic Athletic Conference,16,-2.72,-2.91,0.509433962,162,156,10
2010,1194,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1195,a_sun,Atlantic Sun Conference,20,-5.41,-2.71,0.505263158,144,141,9
2010,1196,sec,Southeastern Conference,5,10.71,6.47,0.60199005,242,160,12
2010,1197,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
2010,1198,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1199,acc,Atlantic Coast Conference,2,13.24,7.76,0.640394089,260,146,12
2010,1200,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1201,wac,Western Athletic Conference,11,1.88,0.96,0.552542373,163,132,9
2010,1202,southern,Southern Conference,19,-4.63,-2.5,0.487244898,191,201,12
2010,1203,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1204,southern,Southern Conference,19,-4.63,-2.5,0.487244898,191,201,12
2010,1205,big_south,Big South Conference,30,-12.4,-7.59,0.508960573,142,137,9
2010,1206,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1207,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1208,sec,Southeastern Conference,5,10.71,6.47,0.60199005,242,160,12
2010,1209,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1210,acc,Atlantic Coast Conference,2,13.24,7.76,0.640394089,260,146,12
2010,1211,wcc,West Coast Conference,12,1.25,2.1,0.521235521,135,124,8
2010,1212,swac,Southwest Athletic Conference,32,-18.01,-11.01,0.38961039,120,188,10
2010,1214,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
2010,1216,aec,America East Conference,25,-8.18,-5.8,0.463157895,132,153,9
2010,1217,ivy,Ivy League,24,-6.73,-4.33,0.4875,117,123,8
2010,1218,wac,Western Athletic Conference,11,1.88,0.96,0.552542373,163,132,9
2010,1219,big_south,Big South Conference,30,-12.4,-7.59,0.508960573,142,137,9
2010,1220,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1221,patriot,Patriot League,27,-8.9,-7.31,0.455284553,112,134,8
2010,1222,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1223,gwc,Great West Conference,33,-18.72,-7.39,0.293650794,37,89,4
2010,1224,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
2010,1225,wac,Western Athletic Conference,11,1.88,0.96,0.552542373,163,132,9
2010,1226,big_sky,Big Sky Conference,18,-4.35,-2.01,0.489051095,134,140,9
2010,1227,horizon,Horizon League,13,0.29,0.93,0.536585366,176,152,10
2010,1228,big_ten,Big Ten Conference,4,11.38,7.92,0.584450402,218,155,11
2010,1229,mvc,Missouri Valley Conference,9,4.12,2.46,0.577507599,190,139,10
2010,1231,big_ten,Big Ten Conference,4,11.38,7.92,0.584450402,218,155,11
2010,1232,mvc,Missouri Valley Conference,9,4.12,2.46,0.577507599,190,139,10
2010,1233,maac,Metro Atlantic Athletic Conference,16,-2.72,-2.91,0.509433962,162,156,10
2010,1234,big_ten,Big Ten Conference,4,11.38,7.92,0.584450402,218,155,11
2010,1235,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1236,summit,Summit League,26,-8.42,-4.68,0.487179487,152,160,10
2010,1237,summit,Summit League,26,-8.42,-4.68,0.487179487,152,160,10
2010,1238,swac,Southwest Athletic Conference,32,-18.01,-11.01,0.38961039,120,188,10
2010,1239,a_sun,Atlantic Sun Conference,20,-5.41,-2.71,0.505263158,144,141,9
2010,1240,ovc,Ohio Valley Conference,21,-5.8,-3.33,0.490625,157,163,10
2010,1241,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1242,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1243,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1244,a_sun,Atlantic Sun Conference,20,-5.41,-2.71,0.505263158,144,141,9
2010,1245,mac,Mid-American Conference,15,-2.25,-1.27,0.506493506,195,190,12
2010,1246,sec,Southeastern Conference,5,10.71,6.47,0.60199005,242,160,12
2010,1247,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1248,patriot,Patriot League,27,-8.9,-7.31,0.455284553,112,134,8
2010,1249,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1250,patriot,Patriot League,27,-8.9,-7.31,0.455284553,112,134,8
2010,1251,big_south,Big South Conference,30,-12.4,-7.59,0.508960573,142,137,9
2010,1252,a_sun,Atlantic Sun Conference,20,-5.41,-2.71,0.505263158,144,141,9
2010,1253,big_west,Big West Conference,17,-3.89,-1.67,0.487719298,139,146,9
2010,1254,nec,Northeast Conference,28,-11.25,-7.91,0.444444444,152,190,11
2010,1255,ind,Independent,31,-13.8,-4.75,0.403508772,23,34,2
2010,1256,wac,Western Athletic Conference,11,1.88,0.96,0.552542373,163,132,9
2010,1257,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1258,wcc,West Coast Conference,12,1.25,2.1,0.521235521,135,124,8
2010,1259,maac,Metro Atlantic Athletic Conference,16,-2.72,-2.91,0.509433962,162,156,10
2010,1260,horizon,Horizon League,13,0.29,0.93,0.536585366,176,152,10
2010,1261,sec,Southeastern Conference,5,10.71,6.47,0.60199005,242,160,12
2010,1263,aec,America East Conference,25,-8.18,-5.8,0.463157895,132,153,9
2010,1264,maac,Metro Atlantic Athletic Conference,16,-2.72,-2.91,0.509433962,162,156,10
2010,1265,maac,Metro Atlantic Athletic Conference,16,-2.72,-2.91,0.509433962,162,156,10
2010,1266,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1267,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1268,acc,Atlantic Coast Conference,2,13.24,7.76,0.640394089,260,146,12
2010,1269,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1270,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1271,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
2010,1272,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1273,a_sun,Atlantic Sun Conference,20,-5.41,-2.71,0.505263158,144,141,9
2010,1274,acc,Atlantic Coast Conference,2,13.24,7.76,0.640394089,260,146,12
2010,1275,mac,Mid-American Conference,15,-2.25,-1.27,0.506493506,195,190,12
2010,1276,big_ten,Big Ten Conference,4,11.38,7.92,0.584450402,218,155,11
2010,1277,big_ten,Big Ten Conference,4,11.38,7.92,0.584450402,218,155,11
2010,1278,big_ten,Big Ten Conference,4,11.38,7.92,0.584450402,218,155,11
2010,1279,sec,Southeastern Conference,5,10.71,6.47,0.60199005,242,160,12
2010,1280,sec,Southeastern Conference,5,10.71,6.47,0.60199005,242,160,12
2010,1281,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1282,summit,Summit League,26,-8.42,-4.68,0.487179487,152,160,10
2010,1283,mvc,Missouri Valley Conference,9,4.12,2.46,0.577507599,190,139,10
2010,1284,nec,Northeast Conference,28,-11.25,-7.91,0.444444444,152,190,11
2010,1285,big_sky,Big Sky Conference,18,-4.35,-2.01,0.489051095,134,140,9
2010,1286,big_sky,Big Sky Conference,18,-4.35,-2.01,0.489051095,134,140,9
2010,1287,ovc,Ohio Valley Conference,21,-5.8,-3.33,0.490625,157,163,10
2010,1288,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
2010,1290,swac,Southwest Athletic Conference,32,-18.01,-11.01,0.38961039,120,188,10
2010,1291,nec,Northeast Conference,28,-11.25,-7.91,0.444444444,152,190,11
2010,1292,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1293,ovc,Ohio Valley Conference,21,-5.8,-3.33,0.490625,157,163,10
2010,1294,big_sky,Big Sky Conference,18,-4.35,-2.01,0.489051095,134,140,9
2010,1295,summit,Summit League,26,-8.42,-4.68,0.487179487,152,160,10
2010,1296,mac,Mid-American Conference,15,-2.25,-1.27,0.506493506,195,190,12
2010,1298,patriot,Patriot League,27,-8.9,-7.31,0.455284553,112,134,8
2010,1299,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
2010,1300,ind,Independent,31,-13.8,-4.75,0.403508772,23,34,2
2010,1301,acc,Atlantic Coast Conference,2,13.24,7.76,0.640394089,260,146,12
2010,1304,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1305,wac,Western Athletic Conference,11,1.88,0.96,0.552542373,163,132,9
2010,1306,aec,America East Conference,25,-8.18,-5.8,0.463157895,132,153,9
2010,1307,mwc,Mountain West Conference,7,5.68,3.84,0.584459459,173,123,9
2010,1308,wac,Western Athletic Conference,11,1.88,0.96,0.552542373,163,132,9
2010,1309,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1310,maac,Metro Atlantic Athletic Conference,16,-2.72,-2.91,0.509433962,162,156,10
2010,1311,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1312,gwc,Great West Conference,33,-18.72,-7.39,0.293650794,37,89,4
2010,1313,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
2010,1314,acc,Atlantic Coast Conference,2,13.24,7.76,0.640394089,260,146,12
2010,1315,gwc,Great West Conference,33,-18.72,-7.39,0.293650794,37,89,4
2010,1316,a_sun,Atlantic Sun Conference,20,-5.41,-2.71,0.505263158,144,141,9
2010,1317,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1318,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1319,big_sky,Big Sky Conference,18,-4.35,-2.01,0.489051095,134,140,9
2010,1320,mvc,Missouri Valley Conference,9,4.12,2.46,0.577507599,190,139,10
2010,1321,big_ten,Big Ten Conference,4,11.38,7.92,0.584450402,218,155,11
2010,1322,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1323,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1324,summit,Summit League,26,-8.42,-4.68,0.487179487,152,160,10
2010,1325,mac,Mid-American Conference,15,-2.25,-1.27,0.506493506,195,190,12
2010,1326,big_ten,Big Ten Conference,4,11.38,7.92,0.584450402,218,155,11
2010,1328,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1329,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1330,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1331,summit,Summit League,26,-8.42,-4.68,0.487179487,152,160,10
2010,1332,pac_ten,Pacific-10 Conference,6,8.81,6.69,0.549382716,178,146,10
2010,1333,pac_ten,Pacific-10 Conference,6,8.81,6.69,0.549382716,178,146,10
2010,1334,big_west,Big West Conference,17,-3.89,-1.67,0.487719298,139,146,9
2010,1335,ivy,Ivy League,24,-6.73,-4.33,0.4875,117,123,8
2010,1336,big_ten,Big Ten Conference,4,11.38,7.92,0.584450402,218,155,11
2010,1337,wcc,West Coast Conference,12,1.25,2.1,0.521235521,135,124,8
2010,1338,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1339,wcc,West Coast Conference,12,1.25,2.1,0.521235521,135,124,8
2010,1340,big_sky,Big Sky Conference,18,-4.35,-2.01,0.489051095,134,140,9
2010,1341,swac,Southwest Athletic Conference,32,-18.01,-11.01,0.38961039,120,188,10
2010,1342,big_south,Big South Conference,30,-12.4,-7.59,0.508960573,142,137,9
2010,1343,ivy,Ivy League,24,-6.73,-4.33,0.4875,117,123,8
2010,1344,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1345,big_ten,Big Ten Conference,4,11.38,7.92,0.584450402,218,155,11
2010,1346,nec,Northeast Conference,28,-11.25,-7.91,0.444444444,152,190,11
2010,1347,big_south,Big South Conference,30,-12.4,-7.59,0.508960573,142,137,9
2010,1348,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1349,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1350,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1351,maac,Metro Atlantic Athletic Conference,16,-2.72,-2.91,0.509433962,162,156,10
2010,1352,nec,Northeast Conference,28,-11.25,-7.91,0.444444444,152,190,11
2010,1353,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1354,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
2010,1355,summit,Summit League,26,-8.42,-4.68,0.487179487,152,160,10
2010,1356,mvc,Missouri Valley Conference,9,4.12,2.46,0.577507599,190,139,10
2010,1357,nec,Northeast Conference,28,-11.25,-7.91,0.444444444,152,190,11
2010,1358,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1359,southern,Southern Conference,19,-4.63,-2.5,0.487244898,191,201,12
2010,1360,wcc,West Coast Conference,12,1.25,2.1,0.521235521,135,124,8
2010,1361,mwc,Mountain West Conference,7,5.68,3.84,0.584459459,173,123,9
2010,1362,wcc,West Coast Conference,12,1.25,2.1,0.521235521,135,124,8
2010,1363,wac,Western Athletic Conference,11,1.88,0.96,0.552542373,163,132,9
2010,1364,big_west,Big West Conference,17,-3.89,-1.67,0.487719298,139,146,9
2010,1365,wcc,West Coast Conference,12,1.25,2.1,0.521235521,135,124,8
2010,1366,ind,Independent,31,-13.8,-4.75,0.403508772,23,34,2
2010,1367,a_sun,Atlantic Sun Conference,20,-5.41,-2.71,0.505263158,144,141,9
2010,1368,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1369,ovc,Ohio Valley Conference,21,-5.8,-3.33,0.490625,157,163,10
2010,1370,ind,Independent,31,-13.8,-4.75,0.403508772,23,34,2
2010,1371,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1372,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1373,maac,Metro Atlantic Athletic Conference,16,-2.72,-2.91,0.509433962,162,156,10
2010,1374,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1375,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1376,sec,Southeastern Conference,5,10.71,6.47,0.60199005,242,160,12
2010,1377,gwc,Great West Conference,33,-18.72,-7.39,0.293650794,37,89,4
2010,1378,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1379,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1380,swac,Southwest Athletic Conference,32,-18.01,-11.01,0.38961039,120,188,10
2010,1381,summit,Summit League,26,-8.42,-4.68,0.487179487,152,160,10
2010,1382,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1383,nec,Northeast Conference,28,-11.25,-7.91,0.444444444,152,190,11
2010,1384,nec,Northeast Conference,28,-11.25,-7.91,0.444444444,152,190,11
2010,1385,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1386,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1387,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1388,wcc,West Coast Conference,12,1.25,2.1,0.521235521,135,124,8
2010,1389,maac,Metro Atlantic Athletic Conference,16,-2.72,-2.91,0.509433962,162,156,10
2010,1390,pac_ten,Pacific-10 Conference,6,8.81,6.69,0.549382716,178,146,10
2010,1391,a_sun,Atlantic Sun Conference,20,-5.41,-2.71,0.505263158,144,141,9
2010,1392,aec,America East Conference,25,-8.18,-5.8,0.463157895,132,153,9
2010,1393,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1394,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1395,mwc,Mountain West Conference,7,5.68,3.84,0.584459459,173,123,9
2010,1396,a_ten,Atlantic 10 Conference,8,4.17,3.21,0.560869565,258,202,14
2010,1397,sec,Southeastern Conference,5,10.71,6.47,0.60199005,242,160,12
2010,1398,ovc,Ohio Valley Conference,21,-5.8,-3.33,0.490625,157,163,10
2010,1399,ovc,Ohio Valley Conference,21,-5.8,-3.33,0.490625,157,163,10
2010,1400,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1401,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1402,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1403,big_twelve,Big 12 Conference,1,13.62,8.0,0.640394089,260,146,12
2010,1404,ovc,Ohio Valley Conference,21,-5.8,-3.33,0.490625,157,163,10
2010,1405,mac,Mid-American Conference,15,-2.25,-1.27,0.506493506,195,190,12
2010,1406,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1407,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1408,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1409,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1410,gwc,Great West Conference,33,-18.72,-7.39,0.293650794,37,89,4
2010,1411,swac,Southwest Athletic Conference,32,-18.01,-11.01,0.38961039,120,188,10
2010,1412,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1413,big_west,Big West Conference,17,-3.89,-1.67,0.487719298,139,146,9
2010,1414,big_west,Big West Conference,17,-3.89,-1.67,0.487719298,139,146,9
2010,1415,big_west,Big West Conference,17,-3.89,-1.67,0.487719298,139,146,9
2010,1416,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1417,pac_ten,Pacific-10 Conference,6,8.81,6.69,0.549382716,178,146,10
2010,1418,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1419,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1420,aec,America East Conference,25,-8.18,-5.8,0.463157895,132,153,9
2010,1421,big_south,Big South Conference,30,-12.4,-7.59,0.508960573,142,137,9
2010,1422,southern,Southern Conference,19,-4.63,-2.5,0.487244898,191,201,12
2010,1423,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1424,mwc,Mountain West Conference,7,5.68,3.84,0.584459459,173,123,9
2010,1425,pac_ten,Pacific-10 Conference,6,8.81,6.69,0.549382716,178,146,10
2010,1426,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1427,southland,Southland Conference,23,-6.54,-4.35,0.526470588,179,161,11
2010,1428,mwc,Mountain West Conference,7,5.68,3.84,0.584459459,173,123,9
2010,1429,wac,Western Athletic Conference,11,1.88,0.96,0.552542373,163,132,9
2010,1430,gwc,Great West Conference,33,-18.72,-7.39,0.293650794,37,89,4
2010,1431,cusa,Conference USA,10,4.05,2.64,0.54822335,216,178,12
2010,1433,caa,Colonial Athletic Association,14,0.23,0.42,0.505076142,199,195,12
2010,1434,horizon,Horizon League,13,0.29,0.93,0.536585366,176,152,10
2010,1435,sec,Southeastern Conference,5,10.71,6.47,0.60199005,242,160,12
2010,1436,aec,America East Conference,25,-8.18,-5.8,0.463157895,132,153,9
2010,1437,big_east,Big East Conference,3,12.01,7.85,0.608938547,327,210,16
2010,1438,acc,Atlantic Coast Conference,2,13.24,7.76,0.640394089,260,146,12
2010,1439,acc,Atlantic Coast Conference,2,13.24,7.76,0.640394089,260,146,12
2010,1440,big_south,Big South Conference,30,-12.4,-7.59,0.508960573,142,137,9
2010,1441,southern,Southern Conference,19,-4.63,-2.5,0.487244898,191,201,12
2010,1442,summit,Summit League,26,-8.42,-4.68,0.487179487,152,160,10
2010,1443,sun_belt,Sun Belt Conference,22,-5.85,-3.73,0.484184915,199,212,13
2010,1444,mac,Mid-American Conference,15,-2.25,-1.27,0.506493506,195,190,12
2010,1445,meac,Mid-Eastern Athletic Conference,29,-12.07,-7.19,0.427350427,150,201,11
