Season,TeamID,ConfAbbrev,Conference,ConfRank,ConfSRS,ConfSOS,WinPCT,Wins,Losses,Schools
2010,3162,ivy,Ivy League,21,-5.74,-3.13,0.466666667,105,120,8
2010,3163,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3164,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3165,ivy,Ivy League,21,-5.74,-3.13,0.466666667,105,120,8
2010,3166,mvc,Missouri Valley Conference,11,1.45,1.61,0.51572327,164,154,10
2010,3167,ind,Independent,30,-13.29,-4.59,0.340136054,50,97,5
2010,3168,big_west,Big West Conference,17,-3.17,-0.46,0.429090909,118,157,9
2010,3169,big_west,Big West Conference,17,-3.17,-0.46,0.429090909,118,157,9
2010,3170,big_sky,Big Sky Conference,20,-5.71,-2.73,0.468864469,128,145,9
2010,3171,ivy,Ivy League,21,-5.74,-3.13,0.466666667,105,120,8
2010,3172,southern,Southern Conference,22,-6.31,-4.49,0.485549133,168,178,11
2010,3173,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3174,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3175,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3176,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3177,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3178,horizon,Horizon League,15,-2.23,-0.5,0.469453376,146,165,10
2010,3179,mvc,Missouri Valley Conference,11,1.45,1.61,0.51572327,164,154,10
2010,3180,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3181,acc,Atlantic Coast Conference,6,14.97,9.18,0.627848101,248,147,12
2010,3182,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3183,ovc,Ohio Valley Conference,31,-13.46,-9.36,0.447368421,136,168,10
2010,3184,ovc,Ohio Valley Conference,31,-13.46,-9.36,0.447368421,136,168,10
2010,3185,mac,Mid-American Conference,14,-0.97,-0.47,0.485254692,181,192,12
2010,3186,big_sky,Big Sky Conference,20,-5.71,-2.73,0.468864469,128,145,9
2010,3187,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3188,ind,Independent,30,-13.29,-4.59,0.340136054,50,97,5
2010,3189,southern,Southern Conference,22,-6.31,-4.49,0.485549133,168,178,11
2010,3190,a_sun,Atlantic Sun Conference,26,-10.14,-7.9,0.461077844,154,180,11
2010,3191,mvc,Missouri Valley Conference,11,1.45,1.61,0.51572327,164,154,10
2010,3192,nec,Northeast Conference,23,-8.47,-6.54,0.454293629,164,197,12
2010,3193,maac,Metro Atlantic Athletic Conference,19,-5.29,-3.95,0.463022508,144,167,10
2010,3194,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3195,a_sun,Atlantic Sun Conference,26,-10.14,-7.9,0.461077844,154,180,11
2010,3196,sec,Southeastern Conference,2,16.35,10.53,0.605670103,235,153,12
2010,3197,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3198,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3199,acc,Atlantic Coast Conference,6,14.97,9.18,0.627848101,248,147,12
2010,3200,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3201,wac,Western Athletic Conference,13,0.13,0.98,0.510638298,144,138,9
2010,3202,southern,Southern Conference,22,-6.31,-4.49,0.485549133,168,178,11
2010,3203,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3204,southern,Southern Conference,22,-6.31,-4.49,0.485549133,168,178,11
2010,3205,big_south,Big South Conference,24,-9.22,-6.98,0.498194946,138,139,9
2010,3206,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3207,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3208,sec,Southeastern Conference,2,16.35,10.53,0.605670103,235,153,12
2010,3209,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3210,acc,Atlantic Coast Conference,6,14.97,9.18,0.627848101,248,147,12
2010,3211,wcc,West Coast Conference,9,2.4,2.8,0.501992032,126,125,8
2010,3212,swac,Southwest Athletic Conference,32,-15.87,-10.86,0.421768707,124,170,10
2010,3214,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3216,aec,America East Conference,16,-2.55,-0.67,0.476534296,132,145,9
2010,3217,ivy,Ivy League,21,-5.74,-3.13,0.466666667,105,120,8
2010,3218,wac,Western Athletic Conference,13,0.13,0.98,0.510638298,144,138,9
2010,3219,big_south,Big South Conference,24,-9.22,-6.98,0.498194946,138,139,9
2010,3220,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3221,patriot,Patriot League,25,-9.84,-7.05,0.462809917,112,130,8
2010,3222,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3223,gwc,Great West Conference,33,-18.0,-9.47,0.377358491,80,132,7
2010,3224,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3225,wac,Western Athletic Conference,13,0.13,0.98,0.510638298,144,138,9
2010,3226,big_sky,Big Sky Conference,20,-5.71,-2.73,0.468864469,128,145,9
2010,3227,horizon,Horizon League,15,-2.23,-0.5,0.469453376,146,165,10
2010,3228,big_ten,Big Ten Conference,3,15.47,11.53,0.588888889,212,148,11
2010,3229,mvc,Missouri Valley Conference,11,1.45,1.61,0.51572327,164,154,10
2010,3231,big_ten,Big Ten Conference,3,15.47,11.53,0.588888889,212,148,11
2010,3232,mvc,Missouri Valley Conference,11,1.45,1.61,0.51572327,164,154,10
2010,3233,maac,Metro Atlantic Athletic Conference,19,-5.29,-3.95,0.463022508,144,167,10
2010,3234,big_ten,Big Ten Conference,3,15.47,11.53,0.588888889,212,148,11
2010,3235,big_twelve,Big 12 Conference,1,19.71,12.74,0.639303483,257,145,12
2010,3236,summit,Summit League,27,-11.06,-6.54,0.424836601,130,176,10
2010,3237,summit,Summit League,27,-11.06,-6.54,0.424836601,130,176,10
2010,3238,swac,Southwest Athletic Conference,32,-15.87,-10.86,0.421768707,124,170,10
2010,3239,a_sun,Atlantic Sun Conference,26,-10.14,-7.9,0.461077844,154,180,11
2010,3240,ovc,Ohio Valley Conference,31,-13.46,-9.36,0.447368421,136,168,10
2010,3241,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3242,big_twelve,Big 12 Conference,1,19.71,12.74,0.639303483,257,145,12
2010,3243,big_twelve,Big 12 Conference,1,19.71,12.74,0.639303483,257,145,12
2010,3244,a_sun,Atlantic Sun Conference,26,-10.14,-7.9,0.461077844,154,180,11
2010,3245,mac,Mid-American Conference,14,-0.97,-0.47,0.485254692,181,192,12
2010,3246,sec,Southeastern Conference,2,16.35,10.53,0.605670103,235,153,12
2010,3247,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3248,patriot,Patriot League,25,-9.84,-7.05,0.462809917,112,130,8
2010,3249,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3250,patriot,Patriot League,25,-9.84,-7.05,0.462809917,112,130,8
2010,3251,big_south,Big South Conference,24,-9.22,-6.98,0.498194946,138,139,9
2010,3252,a_sun,Atlantic Sun Conference,26,-10.14,-7.9,0.461077844,154,180,11
2010,3253,big_west,Big West Conference,17,-3.17,-0.46,0.429090909,118,157,9
2010,3254,nec,Northeast Conference,23,-8.47,-6.54,0.454293629,164,197,12
2010,3255,ind,Independent,30,-13.29,-4.59,0.340136054,50,97,5
2010,3256,wac,Western Athletic Conference,13,0.13,0.98,0.510638298,144,138,9
2010,3257,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3258,wcc,West Coast Conference,9,2.4,2.8,0.501992032,126,125,8
2010,3259,maac,Metro Atlantic Athletic Conference,19,-5.29,-3.95,0.463022508,144,167,10
2010,3260,horizon,Horizon League,15,-2.23,-0.5,0.469453376,146,165,10
2010,3261,sec,Southeastern Conference,2,16.35,10.53,0.605670103,235,153,12
2010,3263,aec,America East Conference,16,-2.55,-0.67,0.476534296,132,145,9
2010,3264,maac,Metro Atlantic Athletic Conference,19,-5.29,-3.95,0.463022508,144,167,10
2010,3265,maac,Metro Atlantic Athletic Conference,19,-5.29,-3.95,0.463022508,144,167,10
2010,3266,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3267,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3268,acc,Atlantic Coast Conference,6,14.97,9.18,0.627848101,248,147,12
2010,3269,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3270,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3271,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3272,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3273,a_sun,Atlantic Sun Conference,26,-10.14,-7.9,0.461077844,154,180,11
2010,3274,acc,Atlantic Coast Conference,6,14.97,9.18,0.627848101,248,147,12
2010,3275,mac,Mid-American Conference,14,-0.97,-0.47,0.485254692,181,192,12
2010,3276,big_ten,Big Ten Conference,3,15.47,11.53,0.588888889,212,148,11
2010,3277,big_ten,Big Ten Conference,3,15.47,11.53,0.588888889,212,148,11
2010,3278,big_ten,Big Ten Conference,3,15.47,11.53,0.588888889,212,148,11
2010,3279,sec,Southeastern Conference,2,16.35,10.53,0.605670103,235,153,12
2010,3280,sec,Southeastern Conference,2,16.35,10.53,0.605670103,235,153,12
2010,3281,big_twelve,Big 12 Conference,1,19.71,12.74,0.639303483,257,145,12
2010,3282,summit,Summit League,27,-11.06,-6.54,0.424836601,130,176,10
2010,3283,mvc,Missouri Valley Conference,11,1.45,1.61,0.51572327,164,154,10
2010,3284,nec,Northeast Conference,23,-8.47,-6.54,0.454293629,164,197,12
2010,3285,big_sky,Big Sky Conference,20,-5.71,-2.73,0.468864469,128,145,9
2010,3286,big_sky,Big Sky Conference,20,-5.71,-2.73,0.468864469,128,145,9
2010,3287,ovc,Ohio Valley Conference,31,-13.46,-9.36,0.447368421,136,168,10
2010,3288,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3290,swac,Southwest Athletic Conference,32,-15.87,-10.86,0.421768707,124,170,10
2010,3291,nec,Northeast Conference,23,-8.47,-6.54,0.454293629,164,197,12
2010,3292,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3293,ovc,Ohio Valley Conference,31,-13.46,-9.36,0.447368421,136,168,10
2010,3294,big_sky,Big Sky Conference,20,-5.71,-2.73,0.468864469,128,145,9
2010,3295,summit,Summit League,27,-11.06,-6.54,0.424836601,130,176,10
2010,3296,mac,Mid-American Conference,14,-0.97,-0.47,0.485254692,181,192,12
2010,3298,patriot,Patriot League,25,-9.84,-7.05,0.462809917,112,130,8
2010,3299,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3300,ind,Independent,30,-13.29,-4.59,0.340136054,50,97,5
2010,3301,acc,Atlantic Coast Conference,6,14.97,9.18,0.627848101,248,147,12
2010,3304,big_twelve,Big 12 Conference,1,19.71,12.74,0.639303483,257,145,12
2010,3305,wac,Western Athletic Conference,13,0.13,0.98,0.510638298,144,138,9
2010,3306,aec,America East Conference,16,-2.55,-0.67,0.476534296,132,145,9
2010,3307,mwc,Mountain West Conference,7,6.08,4.65,0.553633218,160,129,9
2010,3308,wac,Western Athletic Conference,13,0.13,0.98,0.510638298,144,138,9
2010,3309,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3310,maac,Metro Atlantic Athletic Conference,19,-5.29,-3.95,0.463022508,144,167,10
2010,3311,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3312,gwc,Great West Conference,33,-18.0,-9.47,0.377358491,80,132,7
2010,3313,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3314,acc,Atlantic Coast Conference,6,14.97,9.18,0.627848101,248,147,12
2010,3315,gwc,Great West Conference,33,-18.0,-9.47,0.377358491,80,132,7
2010,3316,a_sun,Atlantic Sun Conference,26,-10.14,-7.9,0.461077844,154,180,11
2010,3317,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3318,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3319,big_sky,Big Sky Conference,20,-5.71,-2.73,0.468864469,128,145,9
2010,3320,mvc,Missouri Valley Conference,11,1.45,1.61,0.51572327,164,154,10
2010,3321,big_ten,Big Ten Conference,3,15.47,11.53,0.588888889,212,148,11
2010,3322,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3323,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3324,summit,Summit League,27,-11.06,-6.54,0.424836601,130,176,10
2010,3325,mac,Mid-American Conference,14,-0.97,-0.47,0.485254692,181,192,12
2010,3326,big_ten,Big Ten Conference,3,15.47,11.53,0.588888889,212,148,11
2010,3328,big_twelve,Big 12 Conference,1,19.71,12.74,0.639303483,257,145,12
2010,3329,big_twelve,Big 12 Conference,1,19.71,12.74,0.639303483,257,145,12
2010,3330,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3331,summit,Summit League,27,-11.06,-6.54,0.424836601,130,176,10
2010,3332,pac_ten,Pacific-10 Conference,4,15.31,12.06,0.565349544,186,143,10
2010,3333,pac_ten,Pacific-10 Conference,4,15.31,12.06,0.565349544,186,143,10
2010,3334,big_west,Big West Conference,17,-3.17,-0.46,0.429090909,118,157,9
2010,3335,ivy,Ivy League,21,-5.74,-3.13,0.466666667,105,120,8
2010,3336,big_ten,Big Ten Conference,3,15.47,11.53,0.588888889,212,148,11
2010,3337,wcc,West Coast Conference,9,2.4,2.8,0.501992032,126,125,8
2010,3338,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3339,wcc,West Coast Conference,9,2.4,2.8,0.501992032,126,125,8
2010,3340,big_sky,Big Sky Conference,20,-5.71,-2.73,0.468864469,128,145,9
2010,3341,swac,Southwest Athletic Conference,32,-15.87,-10.86,0.421768707,124,170,10
2010,3342,big_south,Big South Conference,24,-9.22,-6.98,0.498194946,138,139,9
2010,3343,ivy,Ivy League,21,-5.74,-3.13,0.466666667,105,120,8
2010,3344,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3345,big_ten,Big Ten Conference,3,15.47,11.53,0.588888889,212,148,11
2010,3346,nec,Northeast Conference,23,-8.47,-6.54,0.454293629,164,197,12
2010,3347,big_south,Big South Conference,24,-9.22,-6.98,0.498194946,138,139,9
2010,3348,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3349,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3350,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3351,maac,Metro Atlantic Athletic Conference,19,-5.29,-3.95,0.463022508,144,167,10
2010,3352,nec,Northeast Conference,23,-8.47,-6.54,0.454293629,164,197,12
2010,3353,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3354,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3355,summit,Summit League,27,-11.06,-6.54,0.424836601,130,176,10
2010,3356,mvc,Missouri Valley Conference,11,1.45,1.61,0.51572327,164,154,10
2010,3357,nec,Northeast Conference,23,-8.47,-6.54,0.454293629,164,197,12
2010,3358,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3359,southern,Southern Conference,22,-6.31,-4.49,0.485549133,168,178,11
2010,3360,wcc,West Coast Conference,9,2.4,2.8,0.501992032,126,125,8
2010,3361,mwc,Mountain West Conference,7,6.08,4.65,0.553633218,160,129,9
2010,3362,wcc,West Coast Conference,9,2.4,2.8,0.501992032,126,125,8
2010,3363,wac,Western Athletic Conference,13,0.13,0.98,0.510638298,144,138,9
2010,3364,big_west,Big West Conference,17,-3.17,-0.46,0.429090909,118,157,9
2010,3365,wcc,West Coast Conference,9,2.4,2.8,0.501992032,126,125,8
2010,3366,ind,Independent,30,-13.29,-4.59,0.340136054,50,97,5
2010,3367,a_sun,Atlantic Sun Conference,26,-10.14,-7.9,0.461077844,154,180,11
2010,3368,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3369,ovc,Ohio Valley Conference,31,-13.46,-9.36,0.447368421,136,168,10
2010,3370,ind,Independent,30,-13.29,-4.59,0.340136054,50,97,5
2010,3371,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3372,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3373,maac,Metro Atlantic Athletic Conference,19,-5.29,-3.95,0.463022508,144,167,10
2010,3374,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3375,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3376,sec,Southeastern Conference,2,16.35,10.53,0.605670103,235,153,12
2010,3378,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3379,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3380,swac,Southwest Athletic Conference,32,-15.87,-10.86,0.421768707,124,170,10
2010,3381,summit,Summit League,27,-11.06,-6.54,0.424836601,130,176,10
2010,3382,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3383,nec,Northeast Conference,23,-8.47,-6.54,0.454293629,164,197,12
2010,3384,nec,Northeast Conference,23,-8.47,-6.54,0.454293629,164,197,12
2010,3385,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3386,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3387,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3388,wcc,West Coast Conference,9,2.4,2.8,0.501992032,126,125,8
2010,3389,maac,Metro Atlantic Athletic Conference,19,-5.29,-3.95,0.463022508,144,167,10
2010,3390,pac_ten,Pacific-10 Conference,4,15.31,12.06,0.565349544,186,143,10
2010,3391,a_sun,Atlantic Sun Conference,26,-10.14,-7.9,0.461077844,154,180,11
2010,3392,aec,America East Conference,16,-2.55,-0.67,0.476534296,132,145,9
2010,3393,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3394,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3395,mwc,Mountain West Conference,7,6.08,4.65,0.553633218,160,129,9
2010,3396,a_ten,Atlantic 10 Conference,8,3.67,3.05,0.523917995,230,209,14
2010,3397,sec,Southeastern Conference,2,16.35,10.53,0.605670103,235,153,12
2010,3398,ovc,Ohio Valley Conference,31,-13.46,-9.36,0.447368421,136,168,10
2010,3399,ovc,Ohio Valley Conference,31,-13.46,-9.36,0.447368421,136,168,10
2010,3400,big_twelve,Big 12 Conference,1,19.71,12.74,0.639303483,257,145,12
2010,3401,big_twelve,Big 12 Conference,1,19.71,12.74,0.639303483,257,145,12
2010,3402,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3403,big_twelve,Big 12 Conference,1,19.71,12.74,0.639303483,257,145,12
2010,3404,ovc,Ohio Valley Conference,31,-13.46,-9.36,0.447368421,136,168,10
2010,3405,mac,Mid-American Conference,14,-0.97,-0.47,0.485254692,181,192,12
2010,3406,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3407,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3408,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3409,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3410,gwc,Great West Conference,33,-18.0,-9.47,0.377358491,80,132,7
2010,3411,swac,Southwest Athletic Conference,32,-15.87,-10.86,0.421768707,124,170,10
2010,3412,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3413,big_west,Big West Conference,17,-3.17,-0.46,0.429090909,118,157,9
2010,3414,big_west,Big West Conference,17,-3.17,-0.46,0.429090909,118,157,9
2010,3415,big_west,Big West Conference,17,-3.17,-0.46,0.429090909,118,157,9
2010,3416,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3417,pac_ten,Pacific-10 Conference,4,15.31,12.06,0.565349544,186,143,10
2010,3418,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3419,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3420,aec,America East Conference,16,-2.55,-0.67,0.476534296,132,145,9
2010,3421,big_south,Big South Conference,24,-9.22,-6.98,0.498194946,138,139,9
2010,3422,southern,Southern Conference,22,-6.31,-4.49,0.485549133,168,178,11
2010,3423,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3424,mwc,Mountain West Conference,7,6.08,4.65,0.553633218,160,129,9
2010,3425,pac_ten,Pacific-10 Conference,4,15.31,12.06,0.565349544,186,143,10
2010,3426,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3427,southland,Southland Conference,28,-11.66,-9.11,0.486187845,176,186,12
2010,3428,mwc,Mountain West Conference,7,6.08,4.65,0.553633218,160,129,9
2010,3429,wac,Western Athletic Conference,13,0.13,0.98,0.510638298,144,138,9
2010,3430,gwc,Great West Conference,33,-18.0,-9.47,0.377358491,80,132,7
2010,3431,cusa,Conference USA,12,1.35,0.28,0.530831099,198,175,12
2010,3433,caa,Colonial Athletic Association,10,1.96,1.22,0.528795812,202,180,12
2010,3434,horizon,Horizon League,15,-2.23,-0.5,0.469453376,146,165,10
2010,3435,sec,Southeastern Conference,2,16.35,10.53,0.605670103,235,153,12
2010,3436,aec,America East Conference,16,-2.55,-0.67,0.476534296,132,145,9
2010,3437,big_east,Big East Conference,5,15.23,9.86,0.623106061,329,199,16
2010,3438,acc,Atlantic Coast Conference,6,14.97,9.18,0.627848101,248,147,12
2010,3439,acc,Atlantic Coast Conference,6,14.97,9.18,0.627848101,248,147,12
2010,3441,southern,Southern Conference,22,-6.31,-4.49,0.485549133,168,178,11
2010,3442,summit,Summit League,27,-11.06,-6.54,0.424836601,130,176,10
2010,3443,sun_belt,Sun Belt Conference,18,-4.03,-3.07,0.496259352,199,202,13
2010,3444,mac,Mid-American Conference,14,-0.97,-0.47,0.485254692,181,192,12
2010,3445,meac,Mid-Eastern Athletic Conference,29,-13.27,-9.62,0.47005988,157,177,11
2010,3447,nec,Northeast Conference,23,-8.47,-6.54,0.454293629,164,197,12
2010,3448,acc,Atlantic Coast Conference,6,14.97,9.18,0.627848101,248,147,12
