TeamID,TeamName,Name0,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10,Name11
3164,Coppin St,Coppin State,coppin st,coppin st.,coppin state,coppin-st,coppin-state,,,,,,Coppin State
3165,Cornell,Cornell,cornell,,,,,,,,,,Cornell
3166,Creighton,Creighton,creighton,,,,,,,,,,Creighton
3167,CS Bakersfield,CSU Bakersfield,bakersfield,cal state bakersfield,cal-state-bakersfield,cal. state - bakersfield,cs bakersfield,csu bakersfield,csu-bakersfield,,,,CSU Bakersfield
3168,CS Fullerton,CSU Fullerton,cal st. fullerton,cal state fullerton,cal state-fullerton,cal-st-fullerton,cal-state-fullerton,cs fullerton,,,,,CS Fullerton
3169,CS Northridge,CSU Northridge,cal st. northridge,cal state northridge,cal-state-northridge,cs northridge,csu northridge,csun,,,,,CS Northridge
3170,CS Sacramento,Sacramento State,cs sacramento,sacramento st.,sacramento state,sacramento-st,sacramento-state,,,,,,Sacramento State
3171,Dartmouth,Dartmouth,dartmouth,,,,,,,,,,Dartmouth
3172,Davidson,Davidson,davidson,,,,,,,,,,Davidson
3173,Dayton,Dayton,dayton,,,,,,,,,,Dayton
3174,Delaware,Delaware,delaware,,,,,,,,,,Delaware
3175,Delaware St,Delaware State,delaware st,delaware st.,delaware state,delaware-st,delaware-state,,,,,,Delaware State
3176,Denver,Denver,denver,,,,,,,,,,Denver
3177,DePaul,Depaul,depaul,,,,,,,,,,DePaul
3178,Detroit,Detroit,detroit,detroit mercy,detroit-mercy,,,,,,,,Detroit
3179,Drake,Drake,drake,,,,,,,,,,Drake
3180,Drexel,Drexel,drexel,,,,,,,,,,Drexel
3181,Duke,Duke,duke,,,,,,,,,,Duke
3182,Duquesne,Duquesne,duquesne,,,,,,,,,,Duquesne
3183,E Illinois,Eastern Illinois,e illinois,eastern ill.,eastern illinois,eastern-ill,eastern-illinois,,,,,,Eastern Illinois
3184,E Kentucky,Eastern Kentucky,e kentucky,eastern kentucky,eastern ky.,eastern-kentucky,eastern-ky,,,,,,Eastern Kentucky
3185,E Michigan,Eastern Michigan,e michigan,eastern mich.,eastern michigan,eastern-mich,eastern-michigan,,,,,,Eastern Michigan
3186,E Washington,Eastern Washington,e washington,eastern wash.,eastern washington,eastern-wash,eastern-washington,,,,,,East. Washington
3187,East Carolina,East Carolina,east carolina,east-carolina,,,,,,,,,East Carolina
3188,SIUE,SIU Edwardsville,edwardsville,siu - edwardsville,siu edwardsville,siu-edwardsville,siue,southern illinois-edwardsville,southern-illinois-edwardsville,,,,Siu Edwardsville
3189,Elon,Elon,elon,elon university,,,,,,,,,Elon
3190,ETSU,East Tennessee State,east tenn. st.,east tennessee st.,east tennessee state,east-tennessee-state,etsu,,,,,,East Tennessee St
3191,Evansville,Evansville,evansville,,,,,,,,,,Evansville
3192,F Dickinson,Fairleigh Dickinson,f dickinson,fairleigh dickinson,fairleigh-dickinson,,,,,,,,Fairleigh Dickinson
3193,Fairfield,Fairfield,fairfield,,,,,,,,,,Fairfield
3194,FL Atlantic,Florida Atlantic,fl atlantic,fla-atlantic,fla. atlantic,florida atlantic,florida-atlantic,,,,,,Florida Atlantic
3195,FL Gulf Coast,Florida Gulf Coast,fgcu,fl gulf coast,florida gulf coast,florida-gulf-coast,,,,,,,Florida Gulf Coast
3196,Florida,Florida,florida,,,,,,,,,,Florida
3197,Florida A&M,Florida AM,florida a&m,florida-am,,,,,,,,,Florida A&M
3198,Florida Intl,Florida International,fiu,florida internationa,florida international,florida intl,florida-international,,,,,,Florida International
3199,Florida St,Florida State,florida st,florida st.,florida state,florida-st,florida-state,,,,,,Florida State
3200,Fordham,Fordham,fordham,,,,,,,,,,Fordham
3201,Fresno St,Fresno State,fresno st,fresno st.,fresno state,fresno-st,fresno-state,,,,,,Fresno State
3202,Furman,Furman,furman,,,,,,,,,,Furman
3203,G Washington,George Washington,g washington,george washington,george-washington,,,,,,,,George Washington
3204,Ga Southern,Georgia Southern,ga southern,ga-southern,ga. southern,georgia southern,georgia-southern,,,,,,Georgia Southern
3205,Gardner Webb,Gardner Webb,gardner webb,gardner-webb,,,,,,,,,Gardner Webb
3206,George Mason,George Mason,george mason,george-mason,,,,,,,,,George Mason
3207,Georgetown,Georgetown,georgetown,,,,,,,,,,Georgetown
3208,Georgia,Georgia,georgia,,,,,,,,,,Georgia
3209,Georgia St,Georgia State,georgia st,georgia st.,georgia state,georgia-st,georgia-state,,,,,,Georgia State
3210,Georgia Tech,Georgia Tech,georgia tech,georgia-tech,,,,,,,,,Georgia Tech
3211,Gonzaga,Gonzaga,gonzaga,,,,,,,,,,Gonzaga
3212,Grambling,Grambling,grambling,grambling st.,grambling state,grambling-state,,,,,,,Grambling St.
3213,Grand Canyon,Grand Canyon,grand canyon,grand-canyon,,,,,,,,,Grand Canyon
3214,Hampton,Hampton,hampton,,,,,,,,,,Hampton
3216,Hartford,Hartford,hartford,,,,,,,,,,Hartford
3217,Harvard,Harvard,harvard,,,,,,,,,,Harvard
3218,Hawaii,Hawaii,hawai'i,hawaii,,,,,,,,,Hawaii
3219,High Point,High Point,high point,high-point,,,,,,,,,High Point
3220,Hofstra,Hofstra,hofstra,,,,,,,,,,Hofstra
3221,Holy Cross,Holy Cross,holy cross,holy-cross,,,,,,,,,Holy Cross
3222,Houston,Houston,houston,,,,,,,,,,Houston
3223,Houston Chr,Houston Christian,houston bap,houston baptist,houston chr,houston-baptist,,,,,,,Houston Christian
3224,Howard,Howard,howard,,,,,,,,,,Howard
3225,Idaho,Idaho,idaho,,,,,,,,,,Idaho
3226,Idaho St,Idaho State,idaho st,idaho st.,idaho state,idaho-st,idaho-state,,,,,,Idaho State
3227,IL Chicago,Illinois Chicago,il chicago,ill-chicago,ill.-chicago,illinois-chicago,uic,,,,,,Illinois (Chi.)
3228,Illinois,Illinois,illinois,,,,,,,,,,Illinois
3229,Illinois St,Illinois State,illinois st,illinois st.,illinois state,illinois-st,illinois-state,,,,,,Illinois State
3230,Incarnate Word,Incarnate Word,incarnate word,incarnate-word,,,,,,,,,Incarnate Word
3231,Indiana,Indiana,indiana,,,,,,,,,,Indiana
3232,Indiana St,Indiana State,indiana st,indiana st.,indiana state,indiana-st,indiana-state,,,,,,Indiana State
3233,Iona,Iona,iona,,,,,,,,,,Iona
3234,Iowa,Iowa,iowa,,,,,,,,,,Iowa
3235,Iowa St,Iowa State,iowa st,iowa st.,iowa state,iowa-st,iowa-state,,,,,,Iowa State
3236,PFW,Fort Wayne,fort wayne,fort wayne(ipfw),fort-wayne,ipfw,iupu - ft. wayne,iupu-fort wayne,iupu-fort-wayne,pfw,purdue fort wayne,,IPFW
3237,IUPUI,Indiana Purdue,indiana - purdue,iupui,,,,,,,,,IUPUI
3238,Jackson St,Jackson State,jackson st,jackson st.,jackson state,jackson-st,jackson-state,,,,,,Jackson State
3239,Jacksonville,Jacksonville,jacksonville,,,,,,,,,,Jacksonville
3240,Jacksonville St,Jacksonville State,jacksonville st,jacksonville st.,jacksonville state,jacksonville-st,jacksonville-state,,,,,,Jacksonville State
3241,James Madison,James Madison,james madison,james-madison,,,,,,,,,James Madison
3242,Kansas,Kansas,kansas,,,,,,,,,,Kansas
3243,Kansas St,Kansas State,kansas st,kansas st.,kansas state,kansas-st,kansas-state,,,,,,Kansas State
3244,Kennesaw,Kennesaw,kennesaw,kennesaw st.,kennesaw state,kennesaw-st,kennesaw-state,,,,,,Kennesaw State
3245,Kent,Kent,kent,kent st.,kent state,kent-st,kent-state,,,,,,Kent State
3246,Kentucky,Kentucky,kentucky,,,,,,,,,,Kentucky
3247,La Salle,La Salle,la salle,la-salle,,,,,,,,,La Salle
3248,Lafayette,Lafayette,lafayette,,,,,,,,,,Lafayette
3249,Lamar,Lamar,lamar,lamar university,lamar-university,,,,,,,,Lamar
3250,Lehigh,Lehigh,lehigh,,,,,,,,,,Lehigh
3251,Liberty,Liberty,liberty,,,,,,,,,,Liberty
3252,Lipscomb,Lipscomb,lipscomb,,,,,,,,,,Lipscomb
3253,Long Beach St,Long Beach State,long beach st,long beach st.,long beach state,long-beach-st,long-beach-state,longbeach state,,,,,Long Beach State
3254,LIU Brooklyn,LIU Brooklyn,liu brooklyn,liu-brooklyn,long island,long island university,long-island,long-island-university,,,,,LIU Sharks
3255,Longwood,Longwood,longwood,,,,,,,,,,Longwood
3256,Louisiana Tech,Louisiana Tech,louisiana tech,louisiana-tech,,,,,,,,,Louisiana Tech
3257,Louisville,Louisville,louisville,,,,,,,,,,Louisville
3258,Loy Marymount,Loyola Marymount,loy marymount,loyola marymount,loyola-marymount,,,,,,,,Loyola Marymount
3259,Loyola MD,Loyola Maryland,loyola (md),loyola maryland,loyola md,loyola-maryland,loyola-md,,,,,,Loyola Maryland
3260,Loyola-Chicago,Loyola Chicago,loyola (il),loyola chicago,loyola-c,loyola-chicago,loyola-il,,,,,,Loyola Chicago
3261,LSU,Louisiana State,louisiana state,louisiana-state,lsu,,,,,,,,LSU
3262,MA Lowell,Massachusetts Lowell,ma lowell,massachusetts lowell,massachusetts-lowell,umass lowell,umass-lowell,,,,,,UMass Lowell
3263,Maine,Maine,maine,,,,,,,,,,Maine Black Bears
3264,Manhattan,Manhattan,manhattan,,,,,,,,,,Manhattan
3265,Marist,Marist,marist,,,,,,,,,,Marist
3266,Marquette,Marquette,marquette,,,,,,,,,,Marquette
3267,Marshall,Marshall,marshall,,,,,,,,,,Marshall
3268,Maryland,Maryland,maryland,,,,,,,,,,Maryland
3269,Massachusetts,Massachusetts,massachusetts,umass,,,,,,,,,UMass
3270,McNeese St,McNeese,mcneese,mcneese st,mcneese st.,mcneese state,mcneese-state,,,,,,McNeese State
3271,MD E Shore,Maryland East Shore,maryland - e. shore,maryland-eastern shore,maryland-eastern-shore,md e shore,md. eastern shore,umes,,,,,Md.-East. Shore
3272,Memphis,Memphis,memphis,,,,,,,,,,Memphis
3273,Mercer,Mercer,mercer,,,,,,,,,,Mercer
3274,Miami FL,Miami FL,miami (fl),miami (fla.),miami - florida,miami fl,miami-fl,miami-florida,,,,,Miami (FL)
3275,Miami OH,Miami OH,miami (oh),miami (ohio),miami oh,miami-oh,miami-ohio,,,,,,Miami (Ohio)
3276,Michigan,Michigan,michigan,,,,,,,,,,Michigan
3277,Michigan St,Michigan State,michigan st,michigan st.,michigan state,michigan-st,michigan-state,,,,,,Michigan State
3278,Minnesota,Minnesota,minnesota,,,,,,,,,,Minnesota
3279,Mississippi,Mississippi,mississippi,ole miss,ole-miss,,,,,,,,Ole Miss
3280,Mississippi St,Mississippi State,mississippi st,mississippi st.,mississippi state,mississippi-st,mississippi-state,,,,,,Mississippi St.
3281,Missouri,Missouri,missouri,,,,,,,,,,Missouri
3282,Missouri KC,UM Kansas City,missouri kc,missouri-kansas city,missouri-kansas-city,mo kansas city,umkc,,,,,,UMKC
3283,Missouri St,Missouri State,missouri st,missouri st.,missouri state,missouri-st,missouri-state,southwest missouri state,sw missouri st.,,,,Missouri State
3284,Monmouth NJ,Monmouth,monmouth,monmouth nj,monmouth-nj,,,,,,,,Monmouth
3285,Montana,Montana,montana,,,,,,,,,,Montana
3286,Montana St,Montana State,montana st,montana st.,montana state,montana-st,montana-state,,,,,,Montana State
3287,Morehead St,Morehead State,morehead st,morehead st.,morehead state,morehead-st,morehead-state,,,,,,Morehead State
3288,Morgan St,Morgan State,morgan st,morgan st.,morgan state,morgan-st,morgan-state,,,,,,Morgan State
3289,Morris Brown,Morris Brown,morris brown,morris-brown,,,,,,,,,
3290,MS Valley St,Miss Valley State,miss valley st.,mississippi val.,mississippi valley state,mississippi-val,mississippi-valley-state,ms valley st,ms valley state,mvsu(miss. valley st,,,Miss. Valley St.
3291,Mt St Mary's,Mount Saint Marys,mount saint mary`s,mount st. mary's,mount st. marys,mount-st-marys,mt st mary's,mt st. mary's,mt-st-marys,mt. st. mary's,mt. st. mary`s,,Mount St. Mary's
3292,MTSU,Middle Tennessee State,middle tenn st,middle tenn st.,middle tenn.,middle tennessee,middle tennessee st.,middle tennessee state,middle-tenn,middle-tennessee,middle-tennessee-state,mtsu,Middle Tenn. St.
3293,Murray St,Murray State,murray st,murray st.,murray state,murray-st,murray-state,,,,,,Murray State
3294,N Colorado,Northern Colorado,n colorado,northern colo.,northern colorado,northern-colo,northern-colorado,,,,,,Northern Colorado
3295,N Dakota St,North Dakota State,n dakota st,north dakota st.,north dakota state,north-dakota-st,north-dakota-state,,,,,,North Dakota St
3296,N Illinois,Northern Illinois,n illinois,northern ill.,northern illinois,northern-ill,northern-illinois,,,,,,Northern Illinois
3297,N Kentucky,Northern Kentucky,n kentucky,northern kentucky,northern ky.,northern-kentucky,northern-ky,,,,,,Northern Kentucky
3298,Navy,Navy,navy,,,,,,,,,,Navy
3299,NC A&T,North Carolina AT,n. carolina a&t,n.c. a&t,nc a&t,nc-at,no.carolina a&t,north carolina a&t,north-carolina-at,,,,N. Carolina A&T
3300,NC Central,North Carolina Central,n.c. central,nc central,nc-central,north carolina central,north-carolina-central,,,,,,N. Carolina Central
3301,NC State,North Carolina State,n.c. state,nc state,nc-state,north carolina st.,north carolina state,north-carolina-st,north-carolina-state,,,,NC State
3303,NE Omaha,Nebraska Omaha,ne omaha,nebraska omaha,nebraska-omaha,omaha,,,,,,,Nebraska O.
3304,Nebraska,Nebraska,nebraska,,,,,,,,,,Nebraska
3305,Nevada,Nevada,nevada,,,,,,,,,,Nevada
3306,New Hampshire,New Hampshire,new hampshire,new-hampshire,,,,,,,,,New Hampshire
3307,New Mexico,New Mexico,new mexico,new-mexico,,,,,,,,,New Mexico
3308,New Mexico St,New Mexico State,new mexico st,new mexico st.,new mexico state,new-mexico-st,new-mexico-state,,,,,,New Mexico State
3309,New Orleans,New Orleans,new orleans,new-orleans,neworleans,,,,,,,,New Orleans
3310,Niagara,Niagara,niagara,,,,,,,,,,Niagara
3311,Nicholls St,Nicholls,nicholls,nicholls st,nicholls st.,nicholls state,nicholls-st,nicholls-state,,,,,Nicholls State
3312,NJIT,NJIT,n.j.i.t.,new jersey tech,new-jersey-tech,njit,,,,,,,NJIT
3313,Norfolk St,Norfolk State,norfolk st,norfolk st.,norfolk state,norfolk-st,norfolk-state,,,,,,Norfolk State
3314,North Carolina,North Carolina,north carolina,north-carolina,unc,,,,,,,,North Carolina
3315,North Dakota,North Dakota,north dakota,north-dakota,,,,,,,,,North Dakota
3316,North Florida,North Florida,north florida,north-florida,,,,,,,,,North Florida
3317,North Texas,North Texas,north texas,north-texas,,,,,,,,,North Texas
3318,Northeastern,Northeastern,northeastern,,,,,,,,,,Northeastern
3319,Northern Arizona,Northern Arizona,northern ariz.,northern arizona,northern-ariz,northern-arizona,,,,,,,Northern Arizona
3320,Northern Iowa,Northern Iowa,northern iowa,northern-iowa,uni,,,,,,,,Northern Iowa
3321,Northwestern,Northwestern,northwestern,,,,,,,,,,Northwestern
3322,Northwestern LA,Northwestern Louisiana,northwestern la,northwestern st.,northwestern state,northwestern-st,northwestern-state,,,,,,Northwestern St.
3323,Notre Dame,Notre Dame,notre dame,notre-dame,,,,,,,,,Notre Dame
3324,Oakland,Oakland,oakland,,,,,,,,,,Oakland
3325,Ohio,Ohio,ohio,,,,,,,,,,Ohio
3326,Ohio St,Ohio State,ohio st,ohio st.,ohio state,ohio-st,ohio-state,,,,,,Ohio State
3328,Oklahoma,Oklahoma,oklahoma,,,,,,,,,,Oklahoma
3329,Oklahoma St,Oklahoma State,oklahoma st,oklahoma st.,oklahoma state,oklahoma-st,oklahoma-state,,,,,,Oklahoma State
3330,Old Dominion,Old Dominion,old dominion,old-dominion,,,,,,,,,Old Dominion
3331,Oral Roberts,Oral Roberts,oral roberts,oral-roberts,,,,,,,,,Oral Roberts
3332,Oregon,Oregon,oregon,,,,,,,,,,Oregon
3333,Oregon St,Oregon State,oregon st,oregon st.,oregon state,oregon-st,oregon-state,,,,,,Oregon State
3334,Pacific,Pacific,pacific,,,,,,,,,,Pacific
3335,Penn,Penn,penn,pennsylvania,,,,,,,,,Penn
3336,Penn St,Penn State,penn st,penn st.,penn state,penn-st,penn-state,,,,,,Penn State
3337,Pepperdine,Pepperdine,pepperdine,,,,,,,,,,Pepperdine
3338,Pittsburgh,Pittsburgh,pitt,pittsburgh,,,,,,,,,Pittsburgh
3339,Portland,Portland,portland,,,,,,,,,,Portland
3340,Portland St,Portland State,portland st,portland st.,portland state,portland-st,portland-state,,,,,,Portland State
3341,Prairie View,Prairie View,prairie view,prairie view a&m,prairie-view,prairie-view-am,,,,,,,Prairie View A&M
3342,Presbyterian,Presbyterian,presbyterian,,,,,,,,,,Presbyterian
3343,Princeton,Princeton,princeton,,,,,,,,,,Princeton
3344,Providence,Providence,providence,,,,,,,,,,Providence
3345,Purdue,Purdue,purdue,,,,,,,,,,Purdue
3346,Quinnipiac,Quinnipiac,quinnipiac,,,,,,,,,,Quinnipiac
3347,Radford,Radford,radford,,,,,,,,,,Radford
3348,Rhode Island,Rhode Island,rhode island,rhode-island,,,,,,,,,Rhode Island
3349,Rice,Rice,rice,,,,,,,,,,Rice
3350,Richmond,Richmond,richmond,,,,,,,,,,Richmond
3351,Rider,Rider,rider,,,,,,,,,,Rider
3352,Robert Morris,Robert Morris,robert morris,robert-morris,,,,,,,,,Robert Morris
3353,Rutgers,Rutgers,rutgers,,,,,,,,,,Rutgers
3354,S Carolina St,South Carolina State,s carolina st,s carolina state,sc state,south carolina st.,south carolina state,south-carolina-st,south-carolina-state,,,,South Carolina St
3355,S Dakota St,South Dakota State,s dakota st,south dakota st.,south dakota state,south-dakota-st,south-dakota-state,,,,,,South Dakota St.
3356,S Illinois,Southern Illinois,s illinois,southern ill.,southern illinois,southern-ill,southern-illinois,,,,,,Southern Illinois
3357,Sacred Heart,Sacred Heart,sacred heart,sacred-heart,,,,,,,,,Sacred Heart
3358,Sam Houston St,Sam Houston,sam houston,sam houston st,sam houston st.,sam houston state,sam-houston-st,sam-houston-state,,,,,Sam Houston St.
3359,Samford,Samford,samford,,,,,,,,,,Samford
3360,San Diego,San Diego,san diego,san-diego,,,,,,,,,San Diego Toreros
3361,San Diego St,San Diego State,san diego st,san diego st.,san diego state,san-diego-st,san-diego-state,sd state,,,,,San Diego State
3362,San Francisco,San Francisco,san francisco,san-francisco,,,,,,,,,San Francisco
3363,San Jose St,San Jose State,san jose st,san jose st.,san jose state,san-jose-st,san-jose-state,,,,,,San Jose State
3364,UC Santa Barbara,UC Santa Barbara,california-santa barbara,california-santa-barbara,santa barbara,uc santa barb.,uc santa barbara,uc-santa barbara,uc-santa-barbara,ucsb,,,UC Santa Barbara
3365,Santa Clara,UC Santa Clara,santa clara,santa-clara,,,,,,,,,Santa Clara
3366,Savannah St,Savannah State,savannah st,savannah st.,savannah state,savannah-st,savannah-state,,,,,,
3367,SC Upstate,South Carolina Upstate,sc upstate,south carolina upstat,south carolina upstate,south-carolina-upstate,usc upstate,usc-upstate,,,,,USC Upstate
3368,SE Louisiana,Southeastern Louisiana,se louisiana,southeastern la.,southeastern louisiana,southeastern-la,southeastern-louisiana,,,,,,SE Louisiana
3369,SE Missouri St,Southeast Missouri State,se missouri st,se missouri st.,se missouri st.(se,se missouri state,southeast missouri state,southeast mo. st.,southeast-missouri-state,southeast-mo-st,,,Southeast Missouri State
3370,Seattle,Seattle,seattle,seattle u,seattle-u,,,,,,,,Seattle
3371,Seton Hall,Seton Hall,seton hall,seton-hall,,,,,,,,,Seton Hall
3372,SF Austin,Stephen F Austin,sf austin,sfa,stephen f. austin,stephen-f-austin,,,,,,,Stephen F. Austin
3373,Siena,Siena,siena,,,,,,,,,,Siena
3374,SMU,Southern Methodist,smu,southern methodist,southern-methodist,,,,,,,,SMU Mustangs
3375,South Alabama,South Alabama,south ala.,south alabama,south-ala,south-alabama,,,,,,,South Alabama
3376,South Carolina,South Carolina,south carolina,south-carolina,,,,,,,,,South Carolina
3377,South Dakota,South Dakota,south dakota,south-dakota,,,,,,,,,South Dakota Coyotes
3378,South Florida,South Florida,south fla.,south florida,south-fla,south-florida,,,,,,,South Florida
3379,Southern Miss,Southern Mississippi,southern miss,southern miss.,southern mississippi,southern-miss,southern-mississippi,,,,,,Southern Miss
3380,Southern Univ,Southern,southern,southern u,southern u.,southern un,southern univ,southern-u,southern-university,,,,Southern Univ.
3381,Southern Utah,Southern Utah,southern utah,southern-utah,,,,,,,,,Southern Utah
3382,St Bonaventure,St Bonaventure,saint bonaventure,st bonaventure,st-bonaventure,st. bonaventure,,,,,,,St. Bonaventure
3383,St Francis NY,St Francis NY,saint francis (ny),st francis (ny),st francis ny,st-francis-brooklyn,st-francis-ny,st. francis (bkn),st. francis (ny),st. francis brooklyn,st. francis-ny,,St. Francis Brooklyn
3384,St Francis PA,St Francis PA,saint francis (pa),saint-francis-pa,st francis (pa),st francis pa,st-francis-pa,st. francis (pa),,,,,St. Francis (PA)
3385,St John's,St Johns,saint john`s,st john's,st john's (ny),st-johns,st-johns-ny,st. john's,st. john's (ny),st. john`s (ny),st. johns,,St. John's (N.Y.)
3386,St Joseph's PA,St Josephs,saint joseph's,saint joseph`s,saint josephs,saint-josephs,sju (pa),st joseph's,st joseph's pa,st-josephs-pa,st. joseph's,st. joseph's pa,Saint Josephs
3387,St Louis,Saint Louis,saint louis,saint-louis,saintlouis,st louis,,,,,,,St. Louis
3388,St Mary's CA,St Marys,saint mary's,saint mary's (ca),saint mary`s,saint-marys,saint-marys-ca,st mary's (ca),st mary's ca,st-marys-ca,st. mary's,st. mary`s (ca),St. Marys (CA)
3389,St Peter's,St Peters,saint peter's,saint peter`s,saint peters,saint-peters,st peter's,st-peters,st. peter's,,,,St. Peters
3390,Stanford,Stanford,stanford,,,,,,,,,,Stanford
3391,Stetson,Stetson,stetson,,,,,,,,,,Stetson
3392,Stony Brook,Stony Brook,stony brook,stony-brook,,,,,,,,,Stony Brook
3393,Syracuse,Syracuse,syracuse,,,,,,,,,,Syracuse
3394,TAM C. Christi,Texas AM Corpus Chris,a&m-corpus chris,a&m-corpus christi,am-corpus-chris,tam c,tam c. christi,texas a&m cc,texas a&m corpus,texas a&m-cc,texas a&m-corpus christi,texas-am-corpus-christi,Texas A&M-CC
3395,TCU,Texas Christian,tcu,texas christian,texas-christian,,,,,,,,TCU
3396,Temple,Temple,temple,,,,,,,,,,Temple
3397,Tennessee,Tennessee,tennessee,,,,,,,,,,Tennessee
3398,Tennessee St,Tennessee State,tennessee st,tennessee st.,tennessee state,tennessee-st,tennessee-state,,,,,,Tennessee State
