Season,StartDate,TeamID,ConfAbbrev,Description,RegionW,RegionX,RegionY,RegionZ
2000,1999-11-01,3133,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3135,ivy,Ivy League,East,Midwest,Mideast,West
2000,1999-11-01,3137,patriot,Patriot League,East,Midwest,Mideast,West
2000,1999-11-01,3138,mac,Mid-American Conference,East,Midwest,Mideast,West
2000,1999-11-01,3139,mw_coll,Midwestern Collegiate Conference,East,Midwest,Mideast,West
2000,1999-11-01,3140,mwc,Mountain West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3141,mac,Mid-American Conference,East,Midwest,Mideast,West
2000,1999-11-01,3142,big_west,Big West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3143,pac_ten,Pacific-10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3144,a_sun,Atlantic Sun Conference,East,Midwest,Mideast,West
2000,1999-11-01,3145,maac,Metro Atlantic Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3147,ind,Independent,East,Midwest,Mideast,West
2000,1999-11-01,3148,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3149,big_south,Big South Conference,East,Midwest,Mideast,West
2000,1999-11-01,3150,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3151,southern,Southern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3152,mid_cont,Mid-Continent Conference,East,Midwest,Mideast,West
2000,1999-11-01,3153,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3155,acc,Atlantic Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3156,mw_coll,Midwestern Collegiate Conference,East,Midwest,Mideast,West
2000,1999-11-01,3157,big_south,Big South Conference,East,Midwest,Mideast,West
2000,1999-11-01,3158,southern,Southern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3159,patriot,Patriot League,East,Midwest,Mideast,West
2000,1999-11-01,3160,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3161,mwc,Mountain West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3162,ivy,Ivy League,East,Midwest,Mideast,West
2000,1999-11-01,3163,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3164,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3165,ivy,Ivy League,East,Midwest,Mideast,West
2000,1999-11-01,3166,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3168,big_west,Big West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3169,big_sky,Big Sky Conference,East,Midwest,Mideast,West
2000,1999-11-01,3170,big_sky,Big Sky Conference,East,Midwest,Mideast,West
2000,1999-11-01,3171,ivy,Ivy League,East,Midwest,Mideast,West
2000,1999-11-01,3172,southern,Southern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3173,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3174,aec,America East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3175,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3176,sun_belt,Sun Belt Conference,East,Midwest,Mideast,West
2000,1999-11-01,3177,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3178,mw_coll,Midwestern Collegiate Conference,East,Midwest,Mideast,West
2000,1999-11-01,3179,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3180,aec,America East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3181,acc,Atlantic Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3182,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3183,ovc,Ohio Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3184,ovc,Ohio Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3185,mac,Mid-American Conference,East,Midwest,Mideast,West
2000,1999-11-01,3186,big_sky,Big Sky Conference,East,Midwest,Mideast,West
2000,1999-11-01,3187,caa,Colonial Athletic Association,East,Midwest,Mideast,West
2000,1999-11-01,3189,big_south,Big South Conference,East,Midwest,Mideast,West
2000,1999-11-01,3190,southern,Southern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3191,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3192,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3193,maac,Metro Atlantic Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3194,a_sun,Atlantic Sun Conference,East,Midwest,Mideast,West
2000,1999-11-01,3196,sec,Southeastern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3197,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3198,sun_belt,Sun Belt Conference,East,Midwest,Mideast,West
2000,1999-11-01,3199,acc,Atlantic Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3200,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3201,wac,Western Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3202,southern,Southern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3203,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3204,southern,Southern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3206,caa,Colonial Athletic Association,East,Midwest,Mideast,West
2000,1999-11-01,3207,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3208,sec,Southeastern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3209,a_sun,Atlantic Sun Conference,East,Midwest,Mideast,West
2000,1999-11-01,3210,acc,Atlantic Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3211,wcc,West Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3212,swac,Southwest Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3214,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3216,aec,America East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3217,ivy,Ivy League,East,Midwest,Mideast,West
2000,1999-11-01,3218,wac,Western Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3219,big_south,Big South Conference,East,Midwest,Mideast,West
2000,1999-11-01,3220,aec,America East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3221,patriot,Patriot League,East,Midwest,Mideast,West
2000,1999-11-01,3222,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3224,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3225,big_west,Big West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3226,big_sky,Big Sky Conference,East,Midwest,Mideast,West
2000,1999-11-01,3227,mw_coll,Midwestern Collegiate Conference,East,Midwest,Mideast,West
2000,1999-11-01,3228,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3229,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3231,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3232,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3233,maac,Metro Atlantic Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3234,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3235,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3237,mid_cont,Mid-Continent Conference,East,Midwest,Mideast,West
2000,1999-11-01,3238,swac,Southwest Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3240,a_sun,Atlantic Sun Conference,East,Midwest,Mideast,West
2000,1999-11-01,3241,caa,Colonial Athletic Association,East,Midwest,Mideast,West
2000,1999-11-01,3242,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3243,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3245,mac,Mid-American Conference,East,Midwest,Mideast,West
2000,1999-11-01,3246,sec,Southeastern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3247,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3248,patriot,Patriot League,East,Midwest,Mideast,West
2000,1999-11-01,3249,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3250,patriot,Patriot League,East,Midwest,Mideast,West
2000,1999-11-01,3251,big_south,Big South Conference,East,Midwest,Mideast,West
2000,1999-11-01,3253,big_west,Big West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3254,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3256,sun_belt,Sun Belt Conference,East,Midwest,Mideast,West
2000,1999-11-01,3257,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3258,wcc,West Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3259,maac,Metro Atlantic Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3260,mw_coll,Midwestern Collegiate Conference,East,Midwest,Mideast,West
2000,1999-11-01,3261,sec,Southeastern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3263,aec,America East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3264,maac,Metro Atlantic Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3265,maac,Metro Atlantic Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3266,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3267,mac,Mid-American Conference,East,Midwest,Mideast,West
2000,1999-11-01,3268,acc,Atlantic Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3269,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3270,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3271,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3272,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3273,a_sun,Atlantic Sun Conference,East,Midwest,Mideast,West
2000,1999-11-01,3274,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3275,mac,Mid-American Conference,East,Midwest,Mideast,West
2000,1999-11-01,3276,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3277,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3278,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3279,sec,Southeastern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3280,sec,Southeastern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3281,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3282,mid_cont,Mid-Continent Conference,East,Midwest,Mideast,West
2000,1999-11-01,3283,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3284,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3285,big_sky,Big Sky Conference,East,Midwest,Mideast,West
2000,1999-11-01,3286,big_sky,Big Sky Conference,East,Midwest,Mideast,West
2000,1999-11-01,3287,ovc,Ohio Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3288,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3290,swac,Southwest Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3291,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3292,ovc,Ohio Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3293,ovc,Ohio Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3296,mac,Mid-American Conference,East,Midwest,Mideast,West
2000,1999-11-01,3298,patriot,Patriot League,East,Midwest,Mideast,West
2000,1999-11-01,3299,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3301,acc,Atlantic Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3304,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3305,big_west,Big West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3306,aec,America East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3307,mwc,Mountain West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3308,big_west,Big West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3309,sun_belt,Sun Belt Conference,East,Midwest,Mideast,West
2000,1999-11-01,3310,maac,Metro Atlantic Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3311,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3313,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3314,acc,Atlantic Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3317,big_west,Big West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3318,aec,America East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3319,big_sky,Big Sky Conference,East,Midwest,Mideast,West
2000,1999-11-01,3320,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3321,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3322,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3323,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3324,mid_cont,Mid-Continent Conference,East,Midwest,Mideast,West
2000,1999-11-01,3325,mac,Mid-American Conference,East,Midwest,Mideast,West
2000,1999-11-01,3326,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3328,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3329,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3330,caa,Colonial Athletic Association,East,Midwest,Mideast,West
2000,1999-11-01,3331,mid_cont,Mid-Continent Conference,East,Midwest,Mideast,West
2000,1999-11-01,3332,pac_ten,Pacific-10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3333,pac_ten,Pacific-10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3334,big_west,Big West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3335,ivy,Ivy League,East,Midwest,Mideast,West
2000,1999-11-01,3336,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3337,wcc,West Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3338,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3339,wcc,West Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3340,big_sky,Big Sky Conference,East,Midwest,Mideast,West
2000,1999-11-01,3341,swac,Southwest Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3343,ivy,Ivy League,East,Midwest,Mideast,West
2000,1999-11-01,3344,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3345,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3346,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3347,big_south,Big South Conference,East,Midwest,Mideast,West
2000,1999-11-01,3348,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3349,wac,Western Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3350,caa,Colonial Athletic Association,East,Midwest,Mideast,West
2000,1999-11-01,3351,maac,Metro Atlantic Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3352,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3353,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3354,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3356,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3357,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3358,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3359,a_sun,Atlantic Sun Conference,East,Midwest,Mideast,West
2000,1999-11-01,3360,wcc,West Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3361,mwc,Mountain West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3362,wcc,West Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3363,wac,Western Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3364,big_west,Big West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3365,wcc,West Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3368,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3369,ovc,Ohio Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3371,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3372,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3373,maac,Metro Atlantic Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3374,wac,Western Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3375,sun_belt,Sun Belt Conference,East,Midwest,Mideast,West
2000,1999-11-01,3376,sec,Southeastern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3378,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3379,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3380,swac,Southwest Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3381,mid_cont,Mid-Continent Conference,East,Midwest,Mideast,West
2000,1999-11-01,3382,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3383,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3384,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3385,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3386,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3387,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3388,wcc,West Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3389,maac,Metro Atlantic Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3390,pac_ten,Pacific-10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3391,a_sun,Atlantic Sun Conference,East,Midwest,Mideast,West
2000,1999-11-01,3392,ind,Independent,East,Midwest,Mideast,West
2000,1999-11-01,3393,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3394,ind,Independent,East,Midwest,Mideast,West
2000,1999-11-01,3395,wac,Western Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3396,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3397,sec,Southeastern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3398,ovc,Ohio Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3399,ovc,Ohio Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3400,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3401,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3402,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3403,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3404,ovc,Ohio Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3405,mac,Mid-American Conference,East,Midwest,Mideast,West
2000,1999-11-01,3406,aec,America East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3407,a_sun,Atlantic Sun Conference,East,Midwest,Mideast,West
2000,1999-11-01,3408,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3409,wac,Western Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3410,ind,Independent,East,Midwest,Mideast,West
2000,1999-11-01,3411,swac,Southwest Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3412,cusa,Conference USA,East,Midwest,Mideast,West
2000,1999-11-01,3414,big_west,Big West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3416,a_sun,Atlantic Sun Conference,East,Midwest,Mideast,West
2000,1999-11-01,3417,pac_ten,Pacific-10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3418,sun_belt,Sun Belt Conference,East,Midwest,Mideast,West
2000,1999-11-01,3419,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3420,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3421,big_south,Big South Conference,East,Midwest,Mideast,West
2000,1999-11-01,3422,southern,Southern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3423,caa,Colonial Athletic Association,East,Midwest,Mideast,West
2000,1999-11-01,3424,mwc,Mountain West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3425,pac_ten,Pacific-10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3426,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3427,southland,Southland Conference,East,Midwest,Mideast,West
2000,1999-11-01,3428,mwc,Mountain West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3431,wac,Western Athletic Conference,East,Midwest,Mideast,West
2000,1999-11-01,3433,caa,Colonial Athletic Association,East,Midwest,Mideast,West
2000,1999-11-01,3434,mid_cont,Mid-Continent Conference,East,Midwest,Mideast,West
2000,1999-11-01,3435,sec,Southeastern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3436,aec,America East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3437,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3438,acc,Atlantic Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3439,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3441,southern,Southern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3442,mid_cont,Mid-Continent Conference,East,Midwest,Mideast,West
2000,1999-11-01,3443,sun_belt,Sun Belt Conference,East,Midwest,Mideast,West
2000,1999-11-01,3444,mac,Mid-American Conference,East,Midwest,Mideast,West
2000,1999-11-01,3447,nec,Northeast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3448,acc,Atlantic Coast Conference,East,Midwest,Mideast,West
2000,1999-11-01,3449,pac_ten,Pacific-10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3450,pac_ten,Pacific-10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3451,big_sky,Big Sky Conference,East,Midwest,Mideast,West
2000,1999-11-01,3452,big_east,Big East Conference,East,Midwest,Mideast,West
2000,1999-11-01,3453,mw_coll,Midwestern Collegiate Conference,East,Midwest,Mideast,West
2000,1999-11-01,3454,mw_coll,Midwestern Collegiate Conference,East,Midwest,Mideast,West
2000,1999-11-01,3455,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2000,1999-11-01,3456,caa,Colonial Athletic Association,East,Midwest,Mideast,West
2000,1999-11-01,3457,big_south,Big South Conference,East,Midwest,Mideast,West
2000,1999-11-01,3458,big_ten,Big Ten Conference,East,Midwest,Mideast,West
2000,1999-11-01,3459,southern,Southern Conference,East,Midwest,Mideast,West
2000,1999-11-01,3460,mw_coll,Midwestern Collegiate Conference,East,Midwest,Mideast,West
2000,1999-11-01,3461,mwc,Mountain West Conference,East,Midwest,Mideast,West
2000,1999-11-01,3462,a_ten,Atlantic 10 Conference,East,Midwest,Mideast,West
2000,1999-11-01,3463,ivy,Ivy League,East,Midwest,Mideast,West
2000,1999-11-01,3464,mid_cont,Mid-Continent Conference,East,Midwest,Mideast,West
2001,2000-10-30,3102,mwc,Mountain West Conference,East,Midwest,Mideast,West
2001,2000-10-30,3103,mac,Mid-American Conference,East,Midwest,Mideast,West
2001,2000-10-30,3104,sec,Southeastern Conference,East,Midwest,Mideast,West
2001,2000-10-30,3105,swac,Southwest Athletic Conference,East,Midwest,Mideast,West
2001,2000-10-30,3106,swac,Southwest Athletic Conference,East,Midwest,Mideast,West
2001,2000-10-30,3107,ind,Independent,East,Midwest,Mideast,West
2001,2000-10-30,3108,swac,Southwest Athletic Conference,East,Midwest,Mideast,West
2001,2000-10-30,3110,caa,Colonial Athletic Association,East,Midwest,Mideast,West
2001,2000-10-30,3111,southern,Southern Conference,East,Midwest,Mideast,West
2001,2000-10-30,3112,pac_ten,Pacific-10 Conference,East,Midwest,Mideast,West
2001,2000-10-30,3113,pac_ten,Pacific-10 Conference,East,Midwest,Mideast,West
2001,2000-10-30,3114,sun_belt,Sun Belt Conference,East,Midwest,Mideast,West
2001,2000-10-30,3115,swac,Southwest Athletic Conference,East,Midwest,Mideast,West
2001,2000-10-30,3116,sec,Southeastern Conference,East,Midwest,Mideast,West
2001,2000-10-30,3117,sun_belt,Sun Belt Conference,East,Midwest,Mideast,West
2001,2000-10-30,3119,patriot,Patriot League,East,Midwest,Mideast,West
2001,2000-10-30,3120,sec,Southeastern Conference,East,Midwest,Mideast,West
2001,2000-10-30,3122,ovc,Ohio Valley Conference,East,Midwest,Mideast,West
2001,2000-10-30,3123,mac,Mid-American Conference,East,Midwest,Mideast,West
2001,2000-10-30,3124,big_twelve,Big 12 Conference,East,Midwest,Mideast,West
2001,2000-10-30,3125,ind,Independent,East,Midwest,Mideast,West
2001,2000-10-30,3126,meac,Mid-Eastern Athletic Conference,East,Midwest,Mideast,West
2001,2000-10-30,3129,big_west,Big West Conference,East,Midwest,Mideast,West
2001,2000-10-30,3130,big_east,Big East Conference,East,Midwest,Mideast,West
2001,2000-10-30,3131,aec,America East Conference,East,Midwest,Mideast,West
2001,2000-10-30,3132,mac,Mid-American Conference,East,Midwest,Mideast,West
2001,2000-10-30,3133,mvc,Missouri Valley Conference,East,Midwest,Mideast,West
2001,2000-10-30,3135,ivy,Ivy League,East,Midwest,Mideast,West
