Season,StartDate,TeamID,ConfAbbrev,Description,RegionW,RegionX,RegionY,RegionZ,CoachChg,CoachName
2000,1999-11-01,1183,ovc,Ohio Valley Conference,East,South,Midwest,West,1.0,rick_samuels
2000,1999-11-01,1184,ovc,Ohio Valley Conference,East,South,Midwest,West,1.0,scott_perry
2000,1999-11-01,1185,mac,Mid-American Conference,East,South,Midwest,West,1.0,milton_barnes
2000,1999-11-01,1186,big_sky,Big Sky Conference,East,South,Midwest,West,1.0,steve_aggers
2000,1999-11-01,1187,caa,Colonial Athletic Association,East,South,Midwest,West,1.0,bill_herrion
2000,1999-11-01,1189,big_south,Big South Conference,East,South,Midwest,West,1.0,mark_simons
2000,1999-11-01,1190,southern,Southern Conference,East,South,Midwest,West,1.0,ed_dechellis
2000,1999-11-01,1191,mvc,Missouri Valley Conference,East,South,Midwest,West,1.0,jim_crews
2000,1999-11-01,1192,nec,Northeast Conference,East,South,Midwest,West,1.0,tom_green
2000,1999-11-01,1193,maac,Metro Atlantic Athletic Conference,East,South,Midwest,West,1.0,tim_o'toole
2000,1999-11-01,1194,a_sun,Atlantic Sun Conference,East,South,Midwest,West,1.0,sidney_green
2000,1999-11-01,1196,sec,Southeastern Conference,East,South,Midwest,West,1.0,billy_donovan
2000,1999-11-01,1197,meac,Mid-Eastern Athletic Conference,East,South,Midwest,West,1.0,mickey_clayton
2000,1999-11-01,1198,sun_belt,Sun Belt Conference,East,South,Midwest,West,1.0,shakey_rodriguez
2000,1999-11-01,1199,acc,Atlantic Coast Conference,East,South,Midwest,West,1.0,steve_robinson
2000,1999-11-01,1200,a_ten,Atlantic 10 Conference,East,South,Midwest,West,1.0,bob_hill
2000,1999-11-01,1201,wac,Western Athletic Conference,East,South,Midwest,West,1.0,jerry_tarkanian
2000,1999-11-01,1202,southern,Southern Conference,East,South,Midwest,West,1.0,larry_davis
2000,1999-11-01,1203,a_ten,Atlantic 10 Conference,East,South,Midwest,West,1.0,thomas_penders
2000,1999-11-01,1204,southern,Southern Conference,East,South,Midwest,West,1.0,jeff_price
2000,1999-11-01,1206,caa,Colonial Athletic Association,East,South,Midwest,West,1.0,jim_larranaga
2000,1999-11-01,1207,big_east,Big East Conference,East,South,Midwest,West,1.0,craig_esherick
2000,1999-11-01,1208,sec,Southeastern Conference,East,South,Midwest,West,1.0,jim_harrick
2000,1999-11-01,1209,a_sun,Atlantic Sun Conference,East,South,Midwest,West,1.0,lefty_driesell
2000,1999-11-01,1210,acc,Atlantic Coast Conference,East,South,Midwest,West,1.0,bobby_cremins
2000,1999-11-01,1211,wcc,West Coast Conference,East,South,Midwest,West,1.0,mark_few
2000,1999-11-01,1212,swac,Southwest Athletic Conference,East,South,Midwest,West,1.0,larry_wright
2000,1999-11-01,1214,meac,Mid-Eastern Athletic Conference,East,South,Midwest,West,1.0,steve_merfeld
2000,1999-11-01,1216,aec,America East Conference,East,South,Midwest,West,1.0,paul_brazeau
2000,1999-11-01,1217,ivy,Ivy League,East,South,Midwest,West,1.0,frank_sullivan
2000,1999-11-01,1218,wac,Western Athletic Conference,East,South,Midwest,West,1.0,riley_wallace
2000,1999-11-01,1219,big_south,Big South Conference,East,South,Midwest,West,1.0,jerry_steele
2000,1999-11-01,1220,aec,America East Conference,East,South,Midwest,West,1.0,jay_wright
2000,1999-11-01,1221,patriot,Patriot League,East,South,Midwest,West,1.0,ralph_willard
2000,1999-11-01,1222,cusa,Conference USA,East,South,Midwest,West,1.0,clyde_drexler
2000,1999-11-01,1224,meac,Mid-Eastern Athletic Conference,East,South,Midwest,West,0.4155844155844156,kirk_saulny
2000,1999-11-01,1224,meac,Mid-Eastern Athletic Conference,East,South,Midwest,West,0.577922077922078,willie_coward
2000,1999-11-01,1225,big_west,Big West Conference,East,South,Midwest,West,1.0,david_farrar
2000,1999-11-01,1226,big_sky,Big Sky Conference,East,South,Midwest,West,1.0,doug_oliver
2000,1999-11-01,1227,mw_coll,Midwestern Collegiate Conference,East,South,Midwest,West,1.0,jimmy_collins
2000,1999-11-01,1228,big_ten,Big Ten Conference,East,South,Midwest,West,1.0,lon_kruger
2000,1999-11-01,1229,mvc,Missouri Valley Conference,East,South,Midwest,West,1.0,tom_richardson
2000,1999-11-01,1231,big_ten,Big Ten Conference,East,South,Midwest,West,1.0,bob_knight
2000,1999-11-01,1232,mvc,Missouri Valley Conference,East,South,Midwest,West,1.0,royce_waltman
2000,1999-11-01,1233,maac,Metro Atlantic Athletic Conference,East,South,Midwest,West,1.0,jeff_ruland
2000,1999-11-01,1234,big_ten,Big Ten Conference,East,South,Midwest,West,1.0,steve_alford
2000,1999-11-01,1235,big_twelve,Big 12 Conference,East,South,Midwest,West,1.0,larry_eustachy
2000,1999-11-01,1237,mid_cont,Mid-Continent Conference,East,South,Midwest,West,1.0,ron_hunter
2000,1999-11-01,1238,swac,Southwest Athletic Conference,East,South,Midwest,West,1.0,andy_stoglin
2000,1999-11-01,1239,a_sun,Atlantic Sun Conference,East,South,Midwest,West,1.0,hugh_durham
2000,1999-11-01,1240,a_sun,Atlantic Sun Conference,East,South,Midwest,West,1.0,mark_turgeon
2000,1999-11-01,1241,caa,Colonial Athletic Association,East,South,Midwest,West,1.0,sherman_dillard
2000,1999-11-01,1242,big_twelve,Big 12 Conference,East,South,Midwest,West,1.0,roy_williams
2000,1999-11-01,1243,big_twelve,Big 12 Conference,East,South,Midwest,West,1.0,tom_asbury
2000,1999-11-01,1245,mac,Mid-American Conference,East,South,Midwest,West,1.0,gary_waters
2000,1999-11-01,1246,sec,Southeastern Conference,East,South,Midwest,West,1.0,tubby_smith
2000,1999-11-01,1247,a_ten,Atlantic 10 Conference,East,South,Midwest,West,1.0,speedy_morris
2000,1999-11-01,1248,patriot,Patriot League,East,South,Midwest,West,1.0,fran_o'hanlon
2000,1999-11-01,1249,southland,Southland Conference,East,South,Midwest,West,1.0,mike_deane
2000,1999-11-01,1250,patriot,Patriot League,East,South,Midwest,West,1.0,sal_mentesana
2000,1999-11-01,1251,big_south,Big South Conference,East,South,Midwest,West,1.0,mel_hankinson
2000,1999-11-01,1253,big_west,Big West Conference,East,South,Midwest,West,1.0,wayne_morgan
2000,1999-11-01,1254,nec,Northeast Conference,East,South,Midwest,West,1.0,ray_martin
2000,1999-11-01,1256,sun_belt,Sun Belt Conference,East,South,Midwest,West,1.0,keith_richard
2000,1999-11-01,1257,cusa,Conference USA,East,South,Midwest,West,1.0,denny_crum
2000,1999-11-01,1258,wcc,West Coast Conference,East,South,Midwest,West,1.0,charles_bradley
2000,1999-11-01,1259,maac,Metro Atlantic Athletic Conference,East,South,Midwest,West,1.0,dino_gaudio
2000,1999-11-01,1260,mw_coll,Midwestern Collegiate Conference,East,South,Midwest,West,1.0,larry_farmer
2000,1999-11-01,1261,sec,Southeastern Conference,East,South,Midwest,West,1.0,john_brady
2000,1999-11-01,1263,aec,America East Conference,East,South,Midwest,West,1.0,john_giannini
2000,1999-11-01,1264,maac,Metro Atlantic Athletic Conference,East,South,Midwest,West,1.0,bobby_gonzalez
2000,1999-11-01,1265,maac,Metro Atlantic Athletic Conference,East,South,Midwest,West,1.0,dave_magarity
2000,1999-11-01,1266,cusa,Conference USA,East,South,Midwest,West,1.0,tom_crean
2000,1999-11-01,1267,mac,Mid-American Conference,East,South,Midwest,West,1.0,greg_white
2000,1999-11-01,1268,acc,Atlantic Coast Conference,East,South,Midwest,West,1.0,gary_williams
2000,1999-11-01,1269,a_ten,Atlantic 10 Conference,East,South,Midwest,West,1.0,bruiser_flint
2000,1999-11-01,1270,southland,Southland Conference,East,South,Midwest,West,1.0,ron_everhart
2000,1999-11-01,1271,meac,Mid-Eastern Athletic Conference,East,South,Midwest,West,1.0,lonnie_williams
2000,1999-11-01,1272,cusa,Conference USA,East,South,Midwest,West,1.0,johnny_jones
2000,1999-11-01,1273,a_sun,Atlantic Sun Conference,East,South,Midwest,West,1.0,mark_slonaker
2000,1999-11-01,1274,big_east,Big East Conference,East,South,Midwest,West,1.0,leonard_hamilton
2000,1999-11-01,1275,mac,Mid-American Conference,East,South,Midwest,West,1.0,charlie_coles
2000,1999-11-01,1276,big_ten,Big Ten Conference,East,South,Midwest,West,1.0,brian_ellerbe
2000,1999-11-01,1277,big_ten,Big Ten Conference,East,South,Midwest,West,1.0,tom_izzo
2000,1999-11-01,1278,big_ten,Big Ten Conference,East,South,Midwest,West,1.0,dan_monson
2000,1999-11-01,1279,sec,Southeastern Conference,East,South,Midwest,West,1.0,rod_barnes
2000,1999-11-01,1280,sec,Southeastern Conference,East,South,Midwest,West,1.0,rick_stansbury
2000,1999-11-01,1281,big_twelve,Big 12 Conference,East,South,Midwest,West,1.0,quin_snyder
2000,1999-11-01,1282,mid_cont,Mid-Continent Conference,East,South,Midwest,West,1.0,bob_sundvold
2000,1999-11-01,1283,mvc,Missouri Valley Conference,East,South,Midwest,West,1.0,barry_hinson
2000,1999-11-01,1284,nec,Northeast Conference,East,South,Midwest,West,1.0,dave_calloway
2000,1999-11-01,1285,big_sky,Big Sky Conference,East,South,Midwest,West,1.0,don_holst
2000,1999-11-01,1286,big_sky,Big Sky Conference,East,South,Midwest,West,1.0,mick_durham
2000,1999-11-01,1287,ovc,Ohio Valley Conference,East,South,Midwest,West,1.0,kyle_macy
2000,1999-11-01,1288,meac,Mid-Eastern Athletic Conference,East,South,Midwest,West,1.0,chris_fuller
2000,1999-11-01,1290,swac,Southwest Athletic Conference,East,South,Midwest,West,1.0,lafayette_stribling
2000,1999-11-01,1291,nec,Northeast Conference,East,South,Midwest,West,1.0,jim_phelan
2000,1999-11-01,1292,ovc,Ohio Valley Conference,East,South,Midwest,West,1.0,randy_wiel
2000,1999-11-01,1293,ovc,Ohio Valley Conference,East,South,Midwest,West,1.0,tevester_anderson
2000,1999-11-01,1296,mac,Mid-American Conference,East,South,Midwest,West,1.0,brian_hammel
2000,1999-11-01,1298,patriot,Patriot League,East,South,Midwest,West,1.0,don_devoe
2000,1999-11-01,1299,meac,Mid-Eastern Athletic Conference,East,South,Midwest,West,1.0,curtis_hunter
2000,1999-11-01,1301,acc,Atlantic Coast Conference,East,South,Midwest,West,1.0,herb_sendek
2000,1999-11-01,1304,big_twelve,Big 12 Conference,East,South,Midwest,West,1.0,danny_nee
2000,1999-11-01,1305,big_west,Big West Conference,East,South,Midwest,West,1.0,trent_johnson
2000,1999-11-01,1306,aec,America East Conference,East,South,Midwest,West,1.0,phil_rowe
2000,1999-11-01,1307,mwc,Mountain West Conference,East,South,Midwest,West,1.0,fran_fraschilla
2000,1999-11-01,1308,big_west,Big West Conference,East,South,Midwest,West,1.0,lou_henson
2000,1999-11-01,1309,sun_belt,Sun Belt Conference,East,South,Midwest,West,1.0,joey_stiebing
2000,1999-11-01,1310,maac,Metro Atlantic Athletic Conference,East,South,Midwest,West,1.0,joe_mihalich
2000,1999-11-01,1311,southland,Southland Conference,East,South,Midwest,West,1.0,rickey_broussard
2000,1999-11-01,1313,meac,Mid-Eastern Athletic Conference,East,South,Midwest,West,1.0,wil_jones
2000,1999-11-01,1314,acc,Atlantic Coast Conference,East,South,Midwest,West,1.0,bill_guthridge
2000,1999-11-01,1317,big_west,Big West Conference,East,South,Midwest,West,1.0,vic_trilli
2000,1999-11-01,1318,aec,America East Conference,East,South,Midwest,West,1.0,rudy_keeling
2000,1999-11-01,1319,big_sky,Big Sky Conference,East,South,Midwest,West,1.0,mike_adras
2000,1999-11-01,1320,mvc,Missouri Valley Conference,East,South,Midwest,West,1.0,sam_weaver
2000,1999-11-01,1321,big_ten,Big Ten Conference,East,South,Midwest,West,1.0,kevin_o'neill
2000,1999-11-01,1322,southland,Southland Conference,East,South,Midwest,West,1.0,mike_mcconathy
2000,1999-11-01,1323,big_east,Big East Conference,East,South,Midwest,West,1.0,matt_doherty
2000,1999-11-01,1324,mid_cont,Mid-Continent Conference,East,South,Midwest,West,1.0,greg_kampe
2000,1999-11-01,1325,mac,Mid-American Conference,East,South,Midwest,West,1.0,larry_hunter
2000,1999-11-01,1326,big_ten,Big Ten Conference,East,South,Midwest,West,1.0,jim_j_o'brien
2000,1999-11-01,1328,big_twelve,Big 12 Conference,East,South,Midwest,West,1.0,kelvin_sampson
2000,1999-11-01,1329,big_twelve,Big 12 Conference,East,South,Midwest,West,1.0,eddie_sutton
2000,1999-11-01,1330,caa,Colonial Athletic Association,East,South,Midwest,West,1.0,jeff_capel
2000,1999-11-01,1331,mid_cont,Mid-Continent Conference,East,South,Midwest,West,1.0,scott_sutton
2000,1999-11-01,1332,pac_ten,Pacific-10 Conference,East,South,Midwest,West,1.0,ernie_kent
2000,1999-11-01,1333,pac_ten,Pacific-10 Conference,East,South,Midwest,West,1.0,eddie_payne
2000,1999-11-01,1334,big_west,Big West Conference,East,South,Midwest,West,1.0,bob_thomason
2000,1999-11-01,1335,ivy,Ivy League,East,South,Midwest,West,1.0,fran_dunphy
2000,1999-11-01,1336,big_ten,Big Ten Conference,East,South,Midwest,West,1.0,jerry_dunn
2000,1999-11-01,1337,wcc,West Coast Conference,East,South,Midwest,West,1.0,jan_van_breda_kolff
2000,1999-11-01,1338,big_east,Big East Conference,East,South,Midwest,West,1.0,ben_howland
2000,1999-11-01,1339,wcc,West Coast Conference,East,South,Midwest,West,1.0,rob_chavez
2000,1999-11-01,1340,big_sky,Big Sky Conference,East,South,Midwest,West,1.0,joel_sobotka
2000,1999-11-01,1341,swac,Southwest Athletic Conference,East,South,Midwest,West,1.0,elwood_plummer
2000,1999-11-01,1343,ivy,Ivy League,East,South,Midwest,West,1.0,bill_carmody
2000,1999-11-01,1344,big_east,Big East Conference,East,South,Midwest,West,1.0,tim_welsh
2000,1999-11-01,1345,big_ten,Big Ten Conference,East,South,Midwest,West,1.0,gene_keady
2000,1999-11-01,1346,nec,Northeast Conference,East,South,Midwest,West,1.0,joe_desantis
2000,1999-11-01,1347,big_south,Big South Conference,East,South,Midwest,West,1.0,ron_bradley
2000,1999-11-01,1348,a_ten,Atlantic 10 Conference,East,South,Midwest,West,1.0,jerry_degregorio
2000,1999-11-01,1349,wac,Western Athletic Conference,East,South,Midwest,West,1.0,willis_wilson
2000,1999-11-01,1350,caa,Colonial Athletic Association,East,South,Midwest,West,1.0,john_beilein
2000,1999-11-01,1351,maac,Metro Atlantic Athletic Conference,East,South,Midwest,West,1.0,don_harnum
2000,1999-11-01,1352,nec,Northeast Conference,East,South,Midwest,West,1.0,jim_boone
2000,1999-11-01,1353,big_east,Big East Conference,East,South,Midwest,West,1.0,kevin_bannon
2000,1999-11-01,1354,meac,Mid-Eastern Athletic Conference,East,South,Midwest,West,1.0,cy_alexander
2000,1999-11-01,1356,mvc,Missouri Valley Conference,East,South,Midwest,West,1.0,bruce_weber
2000,1999-11-01,1357,nec,Northeast Conference,East,South,Midwest,West,1.0,dave_bike
2000,1999-11-01,1358,southland,Southland Conference,East,South,Midwest,West,1.0,bob_marlin
2000,1999-11-01,1359,a_sun,Atlantic Sun Conference,East,South,Midwest,West,1.0,jimmy_tillette
2000,1999-11-01,1360,wcc,West Coast Conference,East,South,Midwest,West,1.0,brad_holland
2000,1999-11-01,1361,mwc,Mountain West Conference,East,South,Midwest,West,1.0,steve_fisher
2000,1999-11-01,1362,wcc,West Coast Conference,East,South,Midwest,West,1.0,philip_mathews
2000,1999-11-01,1363,wac,Western Athletic Conference,East,South,Midwest,West,1.0,steve_barnes
2000,1999-11-01,1364,big_west,Big West Conference,East,South,Midwest,West,1.0,bob_williams
2000,1999-11-01,1365,wcc,West Coast Conference,East,South,Midwest,West,1.0,dick_davey
2000,1999-11-01,1368,southland,Southland Conference,East,South,Midwest,West,1.0,billy_kennedy
2000,1999-11-01,1369,ovc,Ohio Valley Conference,East,South,Midwest,West,1.0,gary_garner
2000,1999-11-01,1371,big_east,Big East Conference,East,South,Midwest,West,1.0,tommy_amaker
2000,1999-11-01,1372,southland,Southland Conference,East,South,Midwest,West,1.0,derek_allister
2000,1999-11-01,1373,maac,Metro Atlantic Athletic Conference,East,South,Midwest,West,1.0,paul_hewitt
2000,1999-11-01,1374,wac,Western Athletic Conference,East,South,Midwest,West,1.0,mike_dement
2000,1999-11-01,1375,sun_belt,Sun Belt Conference,East,South,Midwest,West,1.0,bob_weltlich
2000,1999-11-01,1376,sec,Southeastern Conference,East,South,Midwest,West,1.0,eddie_fogler
2000,1999-11-01,1378,cusa,Conference USA,East,South,Midwest,West,1.0,seth_greenberg
2000,1999-11-01,1379,cusa,Conference USA,East,South,Midwest,West,1.0,james_green
2000,1999-11-01,1380,swac,Southwest Athletic Conference,East,South,Midwest,West,1.0,tommy_green
2000,1999-11-01,1381,mid_cont,Mid-Continent Conference,East,South,Midwest,West,1.0,bill_evans
2000,1999-11-01,1382,a_ten,Atlantic 10 Conference,East,South,Midwest,West,1.0,jim_baron
2000,1999-11-01,1383,nec,Northeast Conference,East,South,Midwest,West,1.0,ron_ganulin
2000,1999-11-01,1384,nec,Northeast Conference,East,South,Midwest,West,1.0,bobby_jones
2000,1999-11-01,1385,big_east,Big East Conference,East,South,Midwest,West,1.0,mike_jarvis
2000,1999-11-01,1386,a_ten,Atlantic 10 Conference,East,South,Midwest,West,1.0,phil_martelli
2000,1999-11-01,1387,cusa,Conference USA,East,South,Midwest,West,1.0,lorenzo_romar
2000,1999-11-01,1388,wcc,West Coast Conference,East,South,Midwest,West,1.0,dave_bollwinkel
2000,1999-11-01,1389,maac,Metro Atlantic Athletic Conference,East,South,Midwest,West,1.0,rodger_blind
2000,1999-11-01,1390,pac_ten,Pacific-10 Conference,East,South,Midwest,West,1.0,mike_montgomery
2000,1999-11-01,1391,a_sun,Atlantic Sun Conference,East,South,Midwest,West,1.0,murray_arnold
2000,1999-11-01,1392,ind,Independent,East,South,Midwest,West,1.0,nick_macarchuk
2000,1999-11-01,1393,big_east,Big East Conference,East,South,Midwest,West,1.0,jim_boeheim
2000,1999-11-01,1395,wac,Western Athletic Conference,East,South,Midwest,West,1.0,billy_tubbs
2000,1999-11-01,1396,a_ten,Atlantic 10 Conference,East,South,Midwest,West,1.0,john_chaney
2000,1999-11-01,1397,sec,Southeastern Conference,East,South,Midwest,West,1.0,jerry_green
2000,1999-11-01,1398,ovc,Ohio Valley Conference,East,South,Midwest,West,1.0,frankie_allen
2000,1999-11-01,1399,ovc,Ohio Valley Conference,East,South,Midwest,West,1.0,jeff_lebo
2000,1999-11-01,1400,big_twelve,Big 12 Conference,East,South,Midwest,West,1.0,rick_barnes
2000,1999-11-01,1401,big_twelve,Big 12 Conference,East,South,Midwest,West,1.0,melvin_watkins
2000,1999-11-01,1402,southland,Southland Conference,East,South,Midwest,West,1.0,mike_miller
2000,1999-11-01,1403,big_twelve,Big 12 Conference,East,South,Midwest,West,1.0,james_dickey
2000,1999-11-01,1404,ovc,Ohio Valley Conference,East,South,Midwest,West,1.0,bret_campbell
2000,1999-11-01,1405,mac,Mid-American Conference,East,South,Midwest,West,1.0,stan_joplin
2000,1999-11-01,1406,aec,America East Conference,East,South,Midwest,West,1.0,mike_jaskulski
2000,1999-11-01,1407,a_sun,Atlantic Sun Conference,East,South,Midwest,West,1.0,don_maestri
2000,1999-11-01,1408,cusa,Conference USA,East,South,Midwest,West,1.0,perry_clark
2000,1999-11-01,1409,wac,Western Athletic Conference,East,South,Midwest,West,1.0,bill_self
2000,1999-11-01,1410,ind,Independent,East,South,Midwest,West,1.0,bob_hoffman
2000,1999-11-01,1411,swac,Southwest Athletic Conference,East,South,Midwest,West,1.0,robert_moreland
2000,1999-11-01,1412,cusa,Conference USA,East,South,Midwest,West,1.0,murry_bartow
2000,1999-11-01,1414,big_west,Big West Conference,East,South,Midwest,West,1.0,pat_douglass
2000,1999-11-01,1416,a_sun,Atlantic Sun Conference,East,South,Midwest,West,1.0,kirk_speraw
2000,1999-11-01,1417,pac_ten,Pacific-10 Conference,East,South,Midwest,West,1.0,steve_lavin
2000,1999-11-01,1418,sun_belt,Sun Belt Conference,East,South,Midwest,West,1.0,jessie_evans
2000,1999-11-01,1419,southland,Southland Conference,East,South,Midwest,West,1.0,mike_vining
2000,1999-11-01,1420,nec,Northeast Conference,East,South,Midwest,West,1.0,tom_sullivan
2000,1999-11-01,1421,big_south,Big South Conference,East,South,Midwest,West,1.0,eddie_biedenbach
2000,1999-11-01,1422,southern,Southern Conference,East,South,Midwest,West,1.0,fran_mccaffery
2000,1999-11-01,1423,caa,Colonial Athletic Association,East,South,Midwest,West,1.0,jerry_wainwright
2000,1999-11-01,1424,mwc,Mountain West Conference,East,South,Midwest,West,1.0,bill_bayno
