TeamID,TeamName,Name0,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10,Name11
1142,Cal Poly,California Polytech,cal poly,cal poly slo,cal-poly,,,,,,,,Cal Poly
1143,California,California,california,university of california,,,,,,,,,California
1144,Campbell,Campbell,campbell,,,,,,,,,,Campbell
1145,Canisius,Canisius,canisius,,,,,,,,,,Canisius
1146,Cent Arkansas,Central Arkansas,cent arkansas,central ark.,central arkansas,central-ark,central-arkansas,,,,,,Central Arkansas
1147,Centenary,Centenary,centenary,centenary (la),centenary-la,,,,,,,,
1148,Central Conn,Central Connecticut,central conn,central conn. st.,central connecticut,central connecticut state,central-conn-st,central-connecticut-state,,,,,Central Connecticut State
1149,Charleston So,Charleston Southern,charleston so,charleston so.,charleston southern,charleston-so,charleston-southern,,,,,,Charleston Southern
1150,Charlotte,Charlotte,charlotte,nc charlotte,north-carolina-charlotte,,,,,,,,Charlotte
1151,Chattanooga,Chattanooga,chattanooga,tennessee-chattanooga,,,,,,,,,Chattanooga Mocs
1152,Chicago St,Chicago State,chicago st,chicago st.,chicago state,chicago-st,chicago-state,,,,,,Chicago State
1153,Cincinnati,Cincinnati,cincinnati,,,,,,,,,,Cincinnati
1154,Citadel,Citadel,citadel,the citadel,the-citadel,,,,,,,,Citadel
1155,Clemson,Clemson,clemson,,,,,,,,,,Clemson
1156,Cleveland St,Cleveland State,cleveland st,cleveland st.,cleveland state,cleveland-st,cleveland-state,,,,,,Cleveland State
1157,Coastal Car,Coastal Carolina,coastal car,coastal caro.,coastal carolina,coastal-caro,coastal-carolina,,,,,,Coastal Carolina
1158,Col Charleston,Charleston,charleston,col charleston,col-of-charleston,col. of charleston,college of charlesto,college of charleston,college-of-charleston,,,,Charleston
1159,Colgate,Colgate,colgate,,,,,,,,,,Colgate
1160,Colorado,Colorado,colorado,,,,,,,,,,Colorado
1161,Colorado St,Colorado State,colorado st,colorado st.,colorado state,colorado-st,colorado-state,,,,,,Colorado State
1162,Columbia,Columbia,columbia,,,,,,,,,,Columbia
1163,Connecticut,Connecticut,connecticut,uconn,,,,,,,,,UConn
1164,Coppin St,Coppin State,coppin st,coppin st.,coppin state,coppin-st,coppin-state,,,,,,Coppin State
1165,Cornell,Cornell,cornell,,,,,,,,,,Cornell
1166,Creighton,Creighton,creighton,,,,,,,,,,Creighton
1167,CS Bakersfield,CSU Bakersfield,bakersfield,cal state bakersfield,cal-state-bakersfield,cal. state - bakersfield,cs bakersfield,csu bakersfield,csu-bakersfield,,,,CSU Bakersfield
1168,CS Fullerton,CSU Fullerton,cal st. fullerton,cal state fullerton,cal state-fullerton,cal-st-fullerton,cal-state-fullerton,cs fullerton,,,,,CS Fullerton
1169,CS Northridge,CSU Northridge,cal st. northridge,cal state northridge,cal-state-northridge,cs northridge,csu northridge,csun,,,,,CS Northridge
1170,CS Sacramento,Sacramento State,cs sacramento,sacramento st.,sacramento state,sacramento-st,sacramento-state,,,,,,Sacramento State
1171,Dartmouth,Dartmouth,dartmouth,,,,,,,,,,Dartmouth
1172,Davidson,Davidson,davidson,,,,,,,,,,Davidson
1173,Dayton,Dayton,dayton,,,,,,,,,,Dayton
1174,Delaware,Delaware,delaware,,,,,,,,,,Delaware
1175,Delaware St,Delaware State,delaware st,delaware st.,delaware state,delaware-st,delaware-state,,,,,,Delaware State
1176,Denver,Denver,denver,,,,,,,,,,Denver
1177,DePaul,Depaul,depaul,,,,,,,,,,DePaul
1178,Detroit,Detroit,detroit,detroit mercy,detroit-mercy,,,,,,,,Detroit
1179,Drake,Drake,drake,,,,,,,,,,Drake
1180,Drexel,Drexel,drexel,,,,,,,,,,Drexel
1181,Duke,Duke,duke,,,,,,,,,,Duke
1182,Duquesne,Duquesne,duquesne,,,,,,,,,,Duquesne
1183,E Illinois,Eastern Illinois,e illinois,eastern ill.,eastern illinois,eastern-ill,eastern-illinois,,,,,,Eastern Illinois
1184,E Kentucky,Eastern Kentucky,e kentucky,eastern kentucky,eastern ky.,eastern-kentucky,eastern-ky,,,,,,Eastern Kentucky
1185,E Michigan,Eastern Michigan,e michigan,eastern mich.,eastern michigan,eastern-mich,eastern-michigan,,,,,,Eastern Michigan
1186,E Washington,Eastern Washington,e washington,eastern wash.,eastern washington,eastern-wash,eastern-washington,,,,,,East. Washington
1187,East Carolina,East Carolina,east carolina,east-carolina,,,,,,,,,East Carolina
1188,SIUE,SIU Edwardsville,edwardsville,siu - edwardsville,siu edwardsville,siu-edwardsville,siue,southern illinois-edwardsville,southern-illinois-edwardsville,,,,Siu Edwardsville
1189,Elon,Elon,elon,elon university,,,,,,,,,Elon
1190,ETSU,East Tennessee State,east tenn. st.,east tennessee st.,east tennessee state,east-tennessee-state,etsu,,,,,,East Tennessee St
1191,Evansville,Evansville,evansville,,,,,,,,,,Evansville
1192,F Dickinson,Fairleigh Dickinson,f dickinson,fairleigh dickinson,fairleigh-dickinson,,,,,,,,Fairleigh Dickinson
1193,Fairfield,Fairfield,fairfield,,,,,,,,,,Fairfield
1194,FL Atlantic,Florida Atlantic,fl atlantic,fla-atlantic,fla. atlantic,florida atlantic,florida-atlantic,,,,,,Florida Atlantic
1195,FL Gulf Coast,Florida Gulf Coast,fgcu,fl gulf coast,florida gulf coast,florida-gulf-coast,,,,,,,Florida Gulf Coast
1196,Florida,Florida,florida,,,,,,,,,,Florida
1197,Florida A&M,Florida AM,florida a&m,florida-am,,,,,,,,,Florida A&M
1198,Florida Intl,Florida International,fiu,florida internationa,florida international,florida intl,florida-international,,,,,,Florida International
1199,Florida St,Florida State,florida st,florida st.,florida state,florida-st,florida-state,,,,,,Florida State
1200,Fordham,Fordham,fordham,,,,,,,,,,Fordham
1201,Fresno St,Fresno State,fresno st,fresno st.,fresno state,fresno-st,fresno-state,,,,,,Fresno State
1202,Furman,Furman,furman,,,,,,,,,,Furman
1203,G Washington,George Washington,g washington,george washington,george-washington,,,,,,,,George Washington
1204,Ga Southern,Georgia Southern,ga southern,ga-southern,ga. southern,georgia southern,georgia-southern,,,,,,Georgia Southern
1205,Gardner Webb,Gardner Webb,gardner webb,gardner-webb,,,,,,,,,Gardner Webb
1206,George Mason,George Mason,george mason,george-mason,,,,,,,,,George Mason
1207,Georgetown,Georgetown,georgetown,,,,,,,,,,Georgetown
1208,Georgia,Georgia,georgia,,,,,,,,,,Georgia
1209,Georgia St,Georgia State,georgia st,georgia st.,georgia state,georgia-st,georgia-state,,,,,,Georgia State
1210,Georgia Tech,Georgia Tech,georgia tech,georgia-tech,,,,,,,,,Georgia Tech
1211,Gonzaga,Gonzaga,gonzaga,,,,,,,,,,Gonzaga
1212,Grambling,Grambling,grambling,grambling st.,grambling state,grambling-state,,,,,,,Grambling St.
1213,Grand Canyon,Grand Canyon,grand canyon,grand-canyon,,,,,,,,,Grand Canyon
1214,Hampton,Hampton,hampton,,,,,,,,,,Hampton
1216,Hartford,Hartford,hartford,,,,,,,,,,Hartford
1217,Harvard,Harvard,harvard,,,,,,,,,,Harvard
1218,Hawaii,Hawaii,hawai'i,hawaii,,,,,,,,,Hawaii
1219,High Point,High Point,high point,high-point,,,,,,,,,High Point
1220,Hofstra,Hofstra,hofstra,,,,,,,,,,Hofstra
1221,Holy Cross,Holy Cross,holy cross,holy-cross,,,,,,,,,Holy Cross
1222,Houston,Houston,houston,,,,,,,,,,Houston
1223,Houston Chr,Houston Christian,houston bap,houston baptist,houston chr,houston-baptist,,,,,,,Houston Christian
1224,Howard,Howard,howard,,,,,,,,,,Howard
1225,Idaho,Idaho,idaho,,,,,,,,,,Idaho
1226,Idaho St,Idaho State,idaho st,idaho st.,idaho state,idaho-st,idaho-state,,,,,,Idaho State
1227,IL Chicago,Illinois Chicago,il chicago,ill-chicago,ill.-chicago,illinois-chicago,uic,,,,,,Illinois (Chi.)
1228,Illinois,Illinois,illinois,,,,,,,,,,Illinois
1229,Illinois St,Illinois State,illinois st,illinois st.,illinois state,illinois-st,illinois-state,,,,,,Illinois State
1230,Incarnate Word,Incarnate Word,incarnate word,incarnate-word,,,,,,,,,Incarnate Word
1231,Indiana,Indiana,indiana,,,,,,,,,,Indiana
1232,Indiana St,Indiana State,indiana st,indiana st.,indiana state,indiana-st,indiana-state,,,,,,Indiana State
1233,Iona,Iona,iona,,,,,,,,,,Iona
1234,Iowa,Iowa,iowa,,,,,,,,,,Iowa
1235,Iowa St,Iowa State,iowa st,iowa st.,iowa state,iowa-st,iowa-state,,,,,,Iowa State
1236,PFW,Fort Wayne,fort wayne,fort wayne(ipfw),fort-wayne,ipfw,iupu - ft. wayne,iupu-fort wayne,iupu-fort-wayne,pfw,purdue fort wayne,,IPFW
1237,IUPUI,Indiana Purdue,indiana - purdue,iupui,,,,,,,,,IUPUI
1238,Jackson St,Jackson State,jackson st,jackson st.,jackson state,jackson-st,jackson-state,,,,,,Jackson State
1239,Jacksonville,Jacksonville,jacksonville,,,,,,,,,,Jacksonville
1240,Jacksonville St,Jacksonville State,jacksonville st,jacksonville st.,jacksonville state,jacksonville-st,jacksonville-state,,,,,,Jacksonville State
1241,James Madison,James Madison,james madison,james-madison,,,,,,,,,James Madison
1242,Kansas,Kansas,kansas,,,,,,,,,,Kansas
1243,Kansas St,Kansas State,kansas st,kansas st.,kansas state,kansas-st,kansas-state,,,,,,Kansas State
1244,Kennesaw,Kennesaw,kennesaw,kennesaw st.,kennesaw state,kennesaw-st,kennesaw-state,,,,,,Kennesaw State
1245,Kent,Kent,kent,kent st.,kent state,kent-st,kent-state,,,,,,Kent State
1246,Kentucky,Kentucky,kentucky,,,,,,,,,,Kentucky
1247,La Salle,La Salle,la salle,la-salle,,,,,,,,,La Salle
1248,Lafayette,Lafayette,lafayette,,,,,,,,,,Lafayette
1249,Lamar,Lamar,lamar,lamar university,lamar-university,,,,,,,,Lamar
1250,Lehigh,Lehigh,lehigh,,,,,,,,,,Lehigh
1251,Liberty,Liberty,liberty,,,,,,,,,,Liberty
1252,Lipscomb,Lipscomb,lipscomb,,,,,,,,,,Lipscomb
1253,Long Beach St,Long Beach State,long beach st,long beach st.,long beach state,long-beach-st,long-beach-state,longbeach state,,,,,Long Beach State
1254,LIU Brooklyn,LIU Brooklyn,liu brooklyn,liu-brooklyn,long island,long island university,long-island,long-island-university,,,,,LIU Sharks
1255,Longwood,Longwood,longwood,,,,,,,,,,Longwood
1256,Louisiana Tech,Louisiana Tech,louisiana tech,louisiana-tech,,,,,,,,,Louisiana Tech
1257,Louisville,Louisville,louisville,,,,,,,,,,Louisville
1258,Loy Marymount,Loyola Marymount,loy marymount,loyola marymount,loyola-marymount,,,,,,,,Loyola Marymount
1259,Loyola MD,Loyola Maryland,loyola (md),loyola maryland,loyola md,loyola-maryland,loyola-md,,,,,,Loyola Maryland
1260,Loyola-Chicago,Loyola Chicago,loyola (il),loyola chicago,loyola-c,loyola-chicago,loyola-il,,,,,,Loyola Chicago
1261,LSU,Louisiana State,louisiana state,louisiana-state,lsu,,,,,,,,LSU
1262,MA Lowell,Massachusetts Lowell,ma lowell,massachusetts lowell,massachusetts-lowell,umass lowell,umass-lowell,,,,,,UMass Lowell
1263,Maine,Maine,maine,,,,,,,,,,Maine Black Bears
1264,Manhattan,Manhattan,manhattan,,,,,,,,,,Manhattan
1265,Marist,Marist,marist,,,,,,,,,,Marist
1266,Marquette,Marquette,marquette,,,,,,,,,,Marquette
1267,Marshall,Marshall,marshall,,,,,,,,,,Marshall
1268,Maryland,Maryland,maryland,,,,,,,,,,Maryland
1269,Massachusetts,Massachusetts,massachusetts,umass,,,,,,,,,UMass
1270,McNeese St,McNeese,mcneese,mcneese st,mcneese st.,mcneese state,mcneese-state,,,,,,McNeese State
1271,MD E Shore,Maryland East Shore,maryland - e. shore,maryland-eastern shore,maryland-eastern-shore,md e shore,md. eastern shore,umes,,,,,Md.-East. Shore
1272,Memphis,Memphis,memphis,,,,,,,,,,Memphis
1273,Mercer,Mercer,mercer,,,,,,,,,,Mercer
1274,Miami FL,Miami FL,miami (fl),miami (fla.),miami - florida,miami fl,miami-fl,miami-florida,,,,,Miami (FL)
1275,Miami OH,Miami OH,miami (oh),miami (ohio),miami oh,miami-oh,miami-ohio,,,,,,Miami (Ohio)
1276,Michigan,Michigan,michigan,,,,,,,,,,Michigan
1277,Michigan St,Michigan State,michigan st,michigan st.,michigan state,michigan-st,michigan-state,,,,,,Michigan State
1278,Minnesota,Minnesota,minnesota,,,,,,,,,,Minnesota
1279,Mississippi,Mississippi,mississippi,ole miss,ole-miss,,,,,,,,Ole Miss
1280,Mississippi St,Mississippi State,mississippi st,mississippi st.,mississippi state,mississippi-st,mississippi-state,,,,,,Mississippi St.
1281,Missouri,Missouri,missouri,,,,,,,,,,Missouri
1282,Missouri KC,UM Kansas City,missouri kc,missouri-kansas city,missouri-kansas-city,mo kansas city,umkc,,,,,,UMKC
1283,Missouri St,Missouri State,missouri st,missouri st.,missouri state,missouri-st,missouri-state,southwest missouri state,sw missouri st.,,,,Missouri State
1284,Monmouth NJ,Monmouth,monmouth,monmouth nj,monmouth-nj,,,,,,,,Monmouth
1285,Montana,Montana,montana,,,,,,,,,,Montana
1286,Montana St,Montana State,montana st,montana st.,montana state,montana-st,montana-state,,,,,,Montana State
1287,Morehead St,Morehead State,morehead st,morehead st.,morehead state,morehead-st,morehead-state,,,,,,Morehead State
1288,Morgan St,Morgan State,morgan st,morgan st.,morgan state,morgan-st,morgan-state,,,,,,Morgan State
1289,Morris Brown,Morris Brown,morris brown,morris-brown,,,,,,,,,
1290,MS Valley St,Miss Valley State,miss valley st.,mississippi val.,mississippi valley state,mississippi-val,mississippi-valley-state,ms valley st,ms valley state,mvsu(miss. valley st,,,Miss. Valley St.
1291,Mt St Mary's,Mount Saint Marys,mount saint mary`s,mount st. mary's,mount st. marys,mount-st-marys,mt st mary's,mt st. mary's,mt-st-marys,mt. st. mary's,mt. st. mary`s,,Mount St. Mary's
1292,MTSU,Middle Tennessee State,middle tenn st,middle tenn st.,middle tenn.,middle tennessee,middle tennessee st.,middle tennessee state,middle-tenn,middle-tennessee,middle-tennessee-state,mtsu,Middle Tenn. St.
1293,Murray St,Murray State,murray st,murray st.,murray state,murray-st,murray-state,,,,,,Murray State
1294,N Colorado,Northern Colorado,n colorado,northern colo.,northern colorado,northern-colo,northern-colorado,,,,,,Northern Colorado
1295,N Dakota St,North Dakota State,n dakota st,north dakota st.,north dakota state,north-dakota-st,north-dakota-state,,,,,,North Dakota St
1296,N Illinois,Northern Illinois,n illinois,northern ill.,northern illinois,northern-ill,northern-illinois,,,,,,Northern Illinois
1297,N Kentucky,Northern Kentucky,n kentucky,northern kentucky,northern ky.,northern-kentucky,northern-ky,,,,,,Northern Kentucky
1298,Navy,Navy,navy,,,,,,,,,,Navy
1299,NC A&T,North Carolina AT,n. carolina a&t,n.c. a&t,nc a&t,nc-at,no.carolina a&t,north carolina a&t,north-carolina-at,,,,N. Carolina A&T
1300,NC Central,North Carolina Central,n.c. central,nc central,nc-central,north carolina central,north-carolina-central,,,,,,N. Carolina Central
1301,NC State,North Carolina State,n.c. state,nc state,nc-state,north carolina st.,north carolina state,north-carolina-st,north-carolina-state,,,,NC State
1303,NE Omaha,Nebraska Omaha,ne omaha,nebraska omaha,nebraska-omaha,omaha,,,,,,,Nebraska O.
1304,Nebraska,Nebraska,nebraska,,,,,,,,,,Nebraska
1305,Nevada,Nevada,nevada,,,,,,,,,,Nevada
1306,New Hampshire,New Hampshire,new hampshire,new-hampshire,,,,,,,,,New Hampshire
1307,New Mexico,New Mexico,new mexico,new-mexico,,,,,,,,,New Mexico
1308,New Mexico St,New Mexico State,new mexico st,new mexico st.,new mexico state,new-mexico-st,new-mexico-state,,,,,,New Mexico State
1309,New Orleans,New Orleans,new orleans,new-orleans,neworleans,,,,,,,,New Orleans
1310,Niagara,Niagara,niagara,,,,,,,,,,Niagara
1311,Nicholls St,Nicholls,nicholls,nicholls st,nicholls st.,nicholls state,nicholls-st,nicholls-state,,,,,Nicholls State
1312,NJIT,NJIT,n.j.i.t.,new jersey tech,new-jersey-tech,njit,,,,,,,NJIT
1313,Norfolk St,Norfolk State,norfolk st,norfolk st.,norfolk state,norfolk-st,norfolk-state,,,,,,Norfolk State
1314,North Carolina,North Carolina,north carolina,north-carolina,unc,,,,,,,,North Carolina
1315,North Dakota,North Dakota,north dakota,north-dakota,,,,,,,,,North Dakota
1316,North Florida,North Florida,north florida,north-florida,,,,,,,,,North Florida
1317,North Texas,North Texas,north texas,north-texas,,,,,,,,,North Texas
1318,Northeastern,Northeastern,northeastern,,,,,,,,,,Northeastern
1319,Northern Arizona,Northern Arizona,northern ariz.,northern arizona,northern-ariz,northern-arizona,,,,,,,Northern Arizona
1320,Northern Iowa,Northern Iowa,northern iowa,northern-iowa,uni,,,,,,,,Northern Iowa
1321,Northwestern,Northwestern,northwestern,,,,,,,,,,Northwestern
1322,Northwestern LA,Northwestern Louisiana,northwestern la,northwestern st.,northwestern state,northwestern-st,northwestern-state,,,,,,Northwestern St.
1323,Notre Dame,Notre Dame,notre dame,notre-dame,,,,,,,,,Notre Dame
1324,Oakland,Oakland,oakland,,,,,,,,,,Oakland
1325,Ohio,Ohio,ohio,,,,,,,,,,Ohio
1326,Ohio St,Ohio State,ohio st,ohio st.,ohio state,ohio-st,ohio-state,,,,,,Ohio State
1328,Oklahoma,Oklahoma,oklahoma,,,,,,,,,,Oklahoma
1329,Oklahoma St,Oklahoma State,oklahoma st,oklahoma st.,oklahoma state,oklahoma-st,oklahoma-state,,,,,,Oklahoma State
1330,Old Dominion,Old Dominion,old dominion,old-dominion,,,,,,,,,Old Dominion
1331,Oral Roberts,Oral Roberts,oral roberts,oral-roberts,,,,,,,,,Oral Roberts
1332,Oregon,Oregon,oregon,,,,,,,,,,Oregon
1333,Oregon St,Oregon State,oregon st,oregon st.,oregon state,oregon-st,oregon-state,,,,,,Oregon State
1334,Pacific,Pacific,pacific,,,,,,,,,,Pacific
1335,Penn,Penn,penn,pennsylvania,,,,,,,,,Penn
1336,Penn St,Penn State,penn st,penn st.,penn state,penn-st,penn-state,,,,,,Penn State
1337,Pepperdine,Pepperdine,pepperdine,,,,,,,,,,Pepperdine
1338,Pittsburgh,Pittsburgh,pitt,pittsburgh,,,,,,,,,Pittsburgh
1339,Portland,Portland,portland,,,,,,,,,,Portland
1340,Portland St,Portland State,portland st,portland st.,portland state,portland-st,portland-state,,,,,,Portland State
1341,Prairie View,Prairie View,prairie view,prairie view a&m,prairie-view,prairie-view-am,,,,,,,Prairie View A&M
1342,Presbyterian,Presbyterian,presbyterian,,,,,,,,,,Presbyterian
1343,Princeton,Princeton,princeton,,,,,,,,,,Princeton
1344,Providence,Providence,providence,,,,,,,,,,Providence
1345,Purdue,Purdue,purdue,,,,,,,,,,Purdue
1346,Quinnipiac,Quinnipiac,quinnipiac,,,,,,,,,,Quinnipiac
1347,Radford,Radford,radford,,,,,,,,,,Radford
1348,Rhode Island,Rhode Island,rhode island,rhode-island,,,,,,,,,Rhode Island
1349,Rice,Rice,rice,,,,,,,,,,Rice
1350,Richmond,Richmond,richmond,,,,,,,,,,Richmond
1351,Rider,Rider,rider,,,,,,,,,,Rider
1352,Robert Morris,Robert Morris,robert morris,robert-morris,,,,,,,,,Robert Morris
1353,Rutgers,Rutgers,rutgers,,,,,,,,,,Rutgers
1354,S Carolina St,South Carolina State,s carolina st,s carolina state,sc state,south carolina st.,south carolina state,south-carolina-st,south-carolina-state,,,,South Carolina St
1355,S Dakota St,South Dakota State,s dakota st,south dakota st.,south dakota state,south-dakota-st,south-dakota-state,,,,,,South Dakota St.
1356,S Illinois,Southern Illinois,s illinois,southern ill.,southern illinois,southern-ill,southern-illinois,,,,,,Southern Illinois
1357,Sacred Heart,Sacred Heart,sacred heart,sacred-heart,,,,,,,,,Sacred Heart
1358,Sam Houston St,Sam Houston,sam houston,sam houston st,sam houston st.,sam houston state,sam-houston-st,sam-houston-state,,,,,Sam Houston St.
1359,Samford,Samford,samford,,,,,,,,,,Samford
1360,San Diego,San Diego,san diego,san-diego,,,,,,,,,San Diego Toreros
1361,San Diego St,San Diego State,san diego st,san diego st.,san diego state,san-diego-st,san-diego-state,sd state,,,,,San Diego State
1362,San Francisco,San Francisco,san francisco,san-francisco,,,,,,,,,San Francisco
1363,San Jose St,San Jose State,san jose st,san jose st.,san jose state,san-jose-st,san-jose-state,,,,,,San Jose State
1364,UC Santa Barbara,UC Santa Barbara,california-santa barbara,california-santa-barbara,santa barbara,uc santa barb.,uc santa barbara,uc-santa barbara,uc-santa-barbara,ucsb,,,UC Santa Barbara
1365,Santa Clara,UC Santa Clara,santa clara,santa-clara,,,,,,,,,Santa Clara
1366,Savannah St,Savannah State,savannah st,savannah st.,savannah state,savannah-st,savannah-state,,,,,,
1367,SC Upstate,South Carolina Upstate,sc upstate,south carolina upstat,south carolina upstate,south-carolina-upstate,usc upstate,usc-upstate,,,,,USC Upstate
1368,SE Louisiana,Southeastern Louisiana,se louisiana,southeastern la.,southeastern louisiana,southeastern-la,southeastern-louisiana,,,,,,SE Louisiana
1369,SE Missouri St,Southeast Missouri State,se missouri st,se missouri st.,se missouri st.(se,se missouri state,southeast missouri state,southeast mo. st.,southeast-missouri-state,southeast-mo-st,,,Southeast Missouri State
1370,Seattle,Seattle,seattle,seattle u,seattle-u,,,,,,,,Seattle
1371,Seton Hall,Seton Hall,seton hall,seton-hall,,,,,,,,,Seton Hall
1372,SF Austin,Stephen F Austin,sf austin,sfa,stephen f. austin,stephen-f-austin,,,,,,,Stephen F. Austin
1373,Siena,Siena,siena,,,,,,,,,,Siena
1374,SMU,Southern Methodist,smu,southern methodist,southern-methodist,,,,,,,,SMU Mustangs
1375,South Alabama,South Alabama,south ala.,south alabama,south-ala,south-alabama,,,,,,,South Alabama
1376,South Carolina,South Carolina,south carolina,south-carolina,,,,,,,,,South Carolina
1377,South Dakota,South Dakota,south dakota,south-dakota,,,,,,,,,South Dakota Coyotes
1378,South Florida,South Florida,south fla.,south florida,south-fla,south-florida,,,,,,,South Florida
1379,Southern Miss,Southern Mississippi,southern miss,southern miss.,southern mississippi,southern-miss,southern-mississippi,,,,,,Southern Miss
1380,Southern Univ,Southern,southern,southern u,southern u.,southern un,southern univ,southern-u,southern-university,,,,Southern Univ.
1381,Southern Utah,Southern Utah,southern utah,southern-utah,,,,,,,,,Southern Utah
1382,St Bonaventure,St Bonaventure,saint bonaventure,st bonaventure,st-bonaventure,st. bonaventure,,,,,,,St. Bonaventure
1383,St Francis NY,St Francis NY,saint francis (ny),st francis (ny),st francis ny,st-francis-brooklyn,st-francis-ny,st. francis (bkn),st. francis (ny),st. francis brooklyn,st. francis-ny,,St. Francis Brooklyn
1384,St Francis PA,St Francis PA,saint francis (pa),saint-francis-pa,st francis (pa),st francis pa,st-francis-pa,st. francis (pa),,,,,St. Francis (PA)
1385,St John's,St Johns,saint john`s,st john's,st john's (ny),st-johns,st-johns-ny,st. john's,st. john's (ny),st. john`s (ny),st. johns,,St. John's (N.Y.)
1386,St Joseph's PA,St Josephs,saint joseph's,saint joseph`s,saint josephs,saint-josephs,sju (pa),st joseph's,st joseph's pa,st-josephs-pa,st. joseph's,st. joseph's pa,Saint Josephs
1387,St Louis,Saint Louis,saint louis,saint-louis,saintlouis,st louis,,,,,,,St. Louis
1388,St Mary's CA,St Marys,saint mary's,saint mary's (ca),saint mary`s,saint-marys,saint-marys-ca,st mary's (ca),st mary's ca,st-marys-ca,st. mary's,st. mary`s (ca),St. Marys (CA)
1389,St Peter's,St Peters,saint peter's,saint peter`s,saint peters,saint-peters,st peter's,st-peters,st. peter's,,,,St. Peters
1390,Stanford,Stanford,stanford,,,,,,,,,,Stanford
1391,Stetson,Stetson,stetson,,,,,,,,,,Stetson
1392,Stony Brook,Stony Brook,stony brook,stony-brook,,,,,,,,,Stony Brook
1393,Syracuse,Syracuse,syracuse,,,,,,,,,,Syracuse
1394,TAM C. Christi,Texas AM Corpus Chris,a&m-corpus chris,a&m-corpus christi,am-corpus-chris,tam c,tam c. christi,texas a&m cc,texas a&m corpus,texas a&m-cc,texas a&m-corpus christi,texas-am-corpus-christi,Texas A&M-CC
1395,TCU,Texas Christian,tcu,texas christian,texas-christian,,,,,,,,TCU
1396,Temple,Temple,temple,,,,,,,,,,Temple
1397,Tennessee,Tennessee,tennessee,,,,,,,,,,Tennessee
